period,Contributory pensioners share,Moratorium pensioners share,Universal pensioners share,Retirement coverage for legal age,Retirement coverage 65+,All coverage legal age,All coverage 65+,Contributory retirement coverage legal age,Contributory retirement coverage 65+,Survivors benefit coverage legal age,Survivors benefit coverage 65+,Moratorium benefit coverage legal age,Moratorium benefit coverage 65+,PUAM coverage legal age,PUAM coverage 65+,Mean contributory retirement pension,Mean survivors benefit,Mean moratorium pension,Mean universal pension,Mean retirement pension,Mean pension benefit,Median pension benefit,Median pension to labour income ratio,Mean pension to labour income ratio,Mean family benefit,Mean child benefits,Mean contributory child benefits,Mean AUH benefits,Child benefit coverage,Contributory child benefit coverage,AUH coverage,"Gini, retirement age","Gini, retirement age, non labour income","Gini, 65+","Gini, 65+, non labour income","Gini, retirement age, has income","Gini, retirement age, (has) non labour income","Gini, 65+, has income","Gini, 65+, (has) non labour income"
61,"0,7268307072","0,2544195574","0,0187497354","0,9952886853","0,9961386492","0,9968550217","0,9979307324","0,7182456594","0,8090544465","0,0736511746","0,0791719481","0,258027406","0,1640278338","0,0190156199","0,0230563689","5026,9850032712","3645,6813315604","2604,1092094102","2604,7165039169","4365,1411227099","4473,570646096","3301,3247305727","0,5634311796","0,6733275101","693,4700814733","694,9315391036","633,7283196406","873,6374343574","0,7062110516","0,4740389287","0,232262602","0,3149784084","0,2836420727","0,3029023126","0,2789714909","0,3146558773","0,2827781369","0,3021433812","0,2781155818"
62,"0,7176863003","0,2600827765","0,0222309232","0,9950877652","0,9959458977","0,9966491259","0,9977308784","0,7095141328","0,8003618838","0,0780598567","0,0842246678","0,2630860043","0,1683393636","0,0224876281","0,0272446503","4962,5904826473","3581,5055746367","2564,8672986993","2565,4520740686","4285,6933798899","4403,8111897079","3247,9209770821","0,555196928","0,6663720402","501,4123320596","512,411510104","458,5199293008","668,9392391435","0,7015386207","0,4792613175","0,2222773032","0,3184874128","0,2867378086","0,3045464791","0,2819616328","0,3176943704","0,2857259547","0,3037923417","0,2811126554"
63,"0,711100801","0,2638312943","0,0250679047","0,9951091028","0,995411435","0,9966636813","0,9971833285","0,7037583455","0,7924160334","0,0808858492","0,0869866959","0,2660701297","0,1724588408","0,0252806275","0,0305365608","4931,6714625408","3548,2441679075","2538,7188569288","2539,2886908391","4240,3636560062","4367,1296079657","3212,619802093","0,5422906889","0,6543881984","494,9374252683","506,9016369556","446,0748400482","685,8342770341","0,6754401448","0,4497631567","0,2256769881","0,3215440549","0,2885927307","0,3087004193","0,2842893169","0,3213876901","0,2879209653","0,3075652055","0,2830443316"
64,"0,7021672986","0,2713680234","0,026464678","0,9951089902","0,9953990642","0,9966542579","0,997162006","0,6955466452","0,7859132952","0,0844555723","0,0902678432","0,2729439751","0,1773030283","0,0266183699","0,0321827406","4946,9168254527","3545,8203045102","2536,4523604417","2537,0040198794","4229,0162816638","4367,2579625539","3212,5314771848","0,5398550304","0,6534932724","490,2826347208","504,8288740659","448,7262239301","664,8294368314","0,6989115784","0,4659635764","0,232948002","0,3249677291","0,2904086021","0,3119980004","0,2861421736","0,3245043145","0,2897425683","0,3108989083","0,2849066957"
65,"0,6937972048","0,2767660265","0,0294367687","0,995094532","0,9953667338","0,9966237032","0,9971117553","0,6878776877","0,7785578987","0,0870607771","0,0925494199","0,2776825902","0,181091586","0,0295342542","0,035717249","4971,6312501231","3539,8666051422","2536,4674228299","2537,0040198794","4225,9930751131","4372,2877589739","3212,5314771848","0,5412156782","0,653869314","615,5125331032","609,2057488548","551,9369678291","763,1349635658","0,6759349549","0,4584553798","0,2175343561","0,3270020918","0,2926610697","0,3144605131","0,2886081186","0,3268495205","0,2920040723","0,3133292093","0,2873894452"
66,"0,6862358986","0,2824429229","0,0313211785","0,995741316","0,9955957743","0,9971101316","0,9971471868","0,6812809982","0,7723827528","0,0874411433","0,0931513987","0,2830696402","0,1852727744","0,0313906776","0,0379402472","4994,2121315747","3547,397096358","2536,4837897269","2537,0040198794","4223,0815010305","4373,9554729373","3212,5314771848","0,5402007692","0,6533559301","481,3804555448","491,4537338003","435,8413316848","652,8786181783","0,6907507349","0,4736285352","0,217177178","0,3291917177","0,2936032378","0,3149124856","0,28992397","0,3290414214","0,2932709567","0,3137776268","0,2887224985"
67,"0,6792108678","0,28671661","0,0340725221","0,9956180491","0,995577701","0,9969750336","0,9971120388","0,6749901849","0,7671332546","0,0885066187","0,0942004555","0,2865724712","0,1873815934","0,0340553931","0,041062853","5023,0063644177","3545,8858120229","2536,4945901557","2537,0040198794","4225,3777677675","4379,1655814037","3212,5314771848","0,5419338062","0,655876679","477,1541489035","488,8771455699","428,8442853705","649,0471521566","0,6847476605","0,4596123962","0,2251352643","0,3309011307","0,2961241221","0,3177947914","0,2917739103","0,3307525134","0,2957789359","0,3166771652","0,2906136553"
68,"0,6766126097","0,2855561765","0,0378312137","0,9884794453","0,9956224328","0,9903346584","0,9971412507","0,6688176571","0,7580437251","0,0894262955","0,0949865273","0,282266411","0,192503065","0,0373953772","0,0450756428","5042,5103036015","3544,0017246194","2573,3317690891","2537,0040198794","4242,6347783534","4397,1091825611","3212,5314771848","0,5398550304","0,657809547","481,0876703945","485,9634543378","425,4533295291","633,0540406059","0,7040508719","0,4682432649","0,2358250111","0,3339087254","0,3004628848","0,3182512165","0,2909660926","0,3318358829","0,2964053375","0,3171456536","0,2898162826"
69,"0,6736809592","0,2842915431","0,0420274977","0,9814938733","0,9956050457","0,9850073329","0,9970304865","0,661213734","0,7483093411","0,0946334035","0,0989804784","0,2790304077","0,1976896213","0,0412497315","0,0496060834","5067,126261712","3557,415628065","2870,287968839","2533,7407273317","4336,111858883","4490,9959238183","3212,5314771848","0,5402007692","0,6731745386","617,4006279447","609,2530741993","546,9758071018","787,1913594308","0,6848019862","0,4618046016","0,2229973846","0,3263349521","0,2949786781","0,3040715607","0,2770090731","0,3221053764","0,2872670226","0,3029518706","0,2757611338"
70,"0,6712417238","0,2846097307","0,0441485455","0,9762611215","0,9956880027","0,9810489222","0,997020712","0,6553071981","0,7402430943","0,0976483139","0,1012173252","0,2778534148","0,2037488241","0,0431005085","0,0516960842","5087,4661047115","3563,2929738718","2887,6247638991","2533,880918977","4348,6327814658","4507,0125100332","3212,5314771848","0,5472411256","0,6787103568","485,094851466","489,9626617249","430,0303974047","670,9970159818","0,7118494603","0,4857858604","0,2260635999","0,3247655601","0,2977484834","0,3030975575","0,2770215488","0,3190537916","0,2882418167","0,3020088516","0,2757641541"
71,"0,6705592053","0,2842621207","0,045178674","0,9672282882","0,9950734487","0,973722701","0,9964019361","0,6485838323","0,7359651181","0,1021608687","0,106137957","0,2749463644","0,2065653272","0,0436980915","0,0525430034","5105,6264372349","3571,7234769845","2903,3411171086","2533,9409930418","4363,4148035372","4532,3889644191","3212,5314771848","0,5548079773","0,6832835386","486,5559960966","496,1707837214","434,2816571792","658,5232064732","0,6838729727","0,4491434302","0,2347295425","0,3240699258","0,3035276063","0,2982212447","0,278273921","0,3166426825","0,2910326645","0,2966296572","0,2765937786"
72,"0,6684597543","0,2840563951","0,0474838506","0,9601063354","0,9950873864","0,968000452","0,9964121154","0,6417924451","0,728381721","0,1077099546","0,1104364635","0,2727243445","0,2119428285","0,0455895458","0,054762837","5127,5072540867","3574,1414271873","2926,7252690075","2534,073468403","4379,2148345959","4560,3782666339","3212,5314771848","0,546717106","0,685975054","485,4730479443","495,4284920847","436,9526889714","659,8588312717","0,7029329783","0,4721393017","0,2308102943","0,33424132","0,3086774653","0,3037518436","0,2783880755","0,3248599206","0,2931077704","0,3025898199","0,2767129624"
73,"0,6650724539","0,2836772877","0,0512502584","0,9544115511","0,9952661538","0,9625816565","0,9963019877","0,6347528323","0,7193067111","0,1107423314","0,113304243","0,2707448801","0,2174235432","0,0489138386","0,0585358995","5144,3716360714","3583,9023043014","2949,7185061569","2534,2807636403","4388,0305571689","4580,6535047416","3212,5314771848","0,5465904895","0,6853378582","621,4294424475","617,0611252895","558,8018056342","781,3493948771","0,6811771658","0,4597511521","0,2214260137","0,3374429726","0,3127083076","0,3053749445","0,278850493","0,3259025031","0,2938697692","0,3038535591","0,2771404219"
74,"0,6615695215","0,2837996438","0,0546308347","0,9484731707","0,99516167","0,9575292732","0,9961944796","0,6274809417","0,7117420968","0,1151838954","0,1170420283","0,269176348","0,2215416235","0,051815881","0,0618779496","5168,4285077363","3592,2292683157","2968,0446169745","2534,4353690841","4400,0630996203","4604,4055855384","3212,5314771848","0,5485709856","0,6921074759","479,6586094408","491,0819679462","437,7488516109","656,9741148722","0,701324053","0,4891970418","0,2121270112","0,3380200541","0,3174139505","0,3033787128","0,2798991664","0,3250499035","0,2961322915","0,3017316401","0,2781109745"
75,"0,6585685975","0,2827164826","0,0587149199","0,9399119564","0,9948409052","0,950245413","0,9959649049","0,6189964989","0,7054259653","0,1206566602","0,1230753887","0,2657286023","0,2233676467","0,0551868553","0,0660472932","5180,0976303637","3597,1651658997","2981,8164126717","2534,6125036342","4403,2778493188","4626,6512049983","3212,5314771848","0,5570025763","0,6978733973","478,526299531","488,3065559432","424,5905029583","652,8497447518","0,6928680697","0,4581830372","0,2346850325","0,3391076583","0,3240398161","0,3035516099","0,282129518","0,3248939426","0,2990694979","0,3017239937","0,2801752318"
76,"0,6560319566","0,2819259758","0,0620420676","0,9330381333","0,9948764403","0,9446882564","0,995992698","0,6121028322","0,6991897152","0,1252812185","0,1284623798","0,2630476862","0,2264262225","0,0578876149","0,0692605025","5194,3045646338","3627,6455153565","2992,6417562097","2534,7391616626","4408,5936923773","4652,6088297961","3212,5314771848","0,5537955866","0,7025870885","480,1608447236","491,6059245128","427,8783631581","667,8584898033","0,7133909538","0,4738944122","0,2394965417","0,3437829187","0,3289726424","0,3046348998","0,285078425","0,3267187485","0,3013972608","0,3032598929","0,2831456085"
77,"0,6528761079","0,2812392134","0,0658846787","0,9255463297","0,9948617128","0,9390785126","0,9959762821","0,6042670854","0,6903034871","0,1299168675","0,1321059785","0,2602999218","0,2315648774","0,0609793225","0,0729933482","5224,7469471839","3639,2513912449","3007,6999076939","2534,8582360082","4424,0039281944","4679,6210183571","3212,5314771848","0,5472351147","0,7039927998","611,8872338426","606,2252958344","542,5201233229","792,8853200542","0,6998862596","0,4741934818","0,2256927778","0,3494591828","0,334595342","0,3090916678","0,2872704661","0,3311383278","0,3036391562","0,3073633534","0,2853303911"
78,"0,6503655233","0,2809591818","0,0686752948","0,9200050888","0,9948987444","0,9341577558","0,9960101427","0,598339591","0,6828178535","0,1325110436","0,1341639186","0,258483877","0,2365374817","0,0631816207","0,0755434092","5247,0066346145","3636,2754224768","3021,7540842669","2534,936568248","4435,5492872244","4695,8474556948","3212,5314771848","0,5549205028","0,7102858967","477,256275529","483,5808961392","422,5504919168","647,3918457276","0,7057340203","0,4770351502","0,2286988701","0,3521753618","0,3384292145","0,308435398","0,2875580546","0,3312095383","0,3045607815","0,3066522145","0,2856403493"
79,"0,6478455308","0,2798932453","0,072261224","0,9129973873","0,9946853683","0,9291125734","0,9958552595","0,591481277","0,6748799991","0,1375645683","0,138352949","0,2555418017","0,2408702825","0,0659743087","0,0789350867","5268,6412912262","3645,1990827505","3035,9997626906","2535,0345931659","4446,2062424474","4721,2220782062","3212,5314771848","0,5599251673","0,7176162222","478,0037515883","485,6522003332","414,5619367357","676,2842210625","0,6993716078","0,4580356554","0,241403092","0,354240451","0,342907559","0,3087520272","0,2892975363","0,3318750098","0,3061179271","0,3069446848","0,287370681"
80,"0,645208735","0,2790456426","0,0757456224","0,9067616601","0,9941899329","0,92408111","0,9953808053","0,5850505437","0,665490322","0,1395631874","0,1397737814","0,2530278901","0,2468200705","0,0686832263","0,0818795405","5300,6812475275","3634,1039629593","3055,3004170969","2535,1244129464","4464,6386871959","4738,6649844113","3212,5314771848","0,5505037027","0,7162768552","477,7975235758","491,3419714582","424,8229646984","658,6648151967","0,7120374389","0,4625360499","0,2495217158","0,3559540492","0,3460237284","0,3079586239","0,2893156154","0,3319569962","0,3062874513","0,3060276248","0,2872054616"
81,"0,644115995","0,2784939228","0,0773900822","0,9003811617","0,9942162541","0,9195324273","0,9954017314","0,5799499078","0,6607462176","0,14396862","0,1433589229","0,2507506817","0,2503892962","0,0696805721","0,0830807403","5327,4424096517","3649,1999384028","3067,5053690968","2535,1599807134","4481,9687112712","4766,1423701508","3212,5314771848","0,5533417079","0,7226865951","616,1015546757","606,0246688968","538,4162024139","778,5630167076","0,6978376868","0,4632676876","0,2345699992","0,3592661846","0,3497758929","0,3098235751","0,2902938344","0,3331837586","0,3072630313","0,3083668261","0,2881961597"
82,"0,6429236048","0,2774311331","0,0796452621","0,8933488008","0,9941518373","0,9135293981","0,9953296246","0,5743550313","0,6543482459","0,1461987646","0,1445559226","0,2478427701","0,2550430938","0,0711509994","0,0847604976","5345,5691591081","3653,1131602605","3084,1964876863","2535,2082502745","4494,3620453533","4786,1463301404","3212,5314771848","0,552429166","0,7263719814","473,5566285838","481,3147597253","420,6888028244","633,3830387732","0,7113837568","0,4789157998","0,232467957","0,3608846125","0,353754843","0,3107096672","0,2904489328","0,3331917023","0,3080352269","0,3088959392","0,2883129744"
83,"0,6420973472","0,2762435214","0,0816591314","0,8873424698","0,994210291","0,9082791374","0,9953843161","0,5697602459","0,6496728174","0,15002583","0,1482778642","0,2451226085","0,2581296305","0,0724596154","0,0864078431","5367,578471772","3660,2513968201","3096,4020021516","2518,8994275799","4507,5600296938","4813,8906999209","3212,5314771848","0,5531960226","0,72948649","478,9768865441","486,4385082294","421,9089111233","652,4923238193","0,7081069337","0,4684622812","0,2396446524","0,3673606643","0,3579754051","0,3121910964","0,291356409","0,3371887094","0,3088081412","0,3108001154","0,2892809268"
84,"0,6388591412","0,2753899656","0,0857508931","0,8804227968","0,9938288244","0,9029422751","0,9949909307","0,5624661518","0,6396533452","0,1547406486","0,1521695526","0,2424596037","0,2643211506","0,0754970412","0,0898543286","5381,5366075531","3675,6170746442","3117,2670911997","2519,770602846","4512,5805123874","4837,8046591205","3212,5314771848","0,5485673605","0,7336522105","475,1786434919","483,2685626111","420,1246688473","648,5979099217","0,7174040322","0,4804734795","0,236968307","0,371701801","0,3626023008","0,3156184917","0,2930032927","0,3387818573","0,3105793849","0,3136779918","0,290947177"
85,"0,6373592541","0,2745972241","0,0880435218","0,8722755257","0,9927936937","0,8966891034","0,9939948398","0,5559528785","0,6313842461","0,1583925368","0,1557006786","0,239524438","0,269843811","0,0767982093","0,0915656365","5412,4697114607","3685,4394521239","3135,6042170045","2520,2097901897","4532,6040176431","4866,7413975127","3237,5098267648","0,5595358516","0,7423526135","610,7724385202","604,7972671168","537,6334860084","771,3631374607","0,7078952683","0,4707429643","0,2372451962","0,3703794338","0,367433238","0,3107617077","0,2946099991","0,3360342284","0,3126920687","0,3085237826","0,2918407404"
86,"0,6339073913","0,2736127848","0,0924798239","0,8675467107","0,99269772","0,8928003459","0,994006985","0,5499442722","0,6213000385","0,1613881026","0,1582857854","0,2373718715","0,2761323756","0,080230567","0,0952653059","5443,9974984943","3689,1007758747","3156,9595722771","2520,9950699472","4547,9159327533","4889,9046072055","3221,5214131188","0,5563448068","0,7458072236","481,3336118066","487,5795391721","427,2545013203","653,3524853456","0,7135661331","0,4816558981","0,231910235","0,3744613382","0,3707313313","0,3137994831","0,2957302778","0,3391801993","0,3148289362","0,3113123736","0,2929489237"
87,"0,6309775665","0,2724344913","0,0965879422","0,8630933792","0,9926785501","0,889258954","0,9940091109","0,54459256","0,6156782915","0,1635693194","0,159779201","0,2351364057","0,2783242002","0,0833644134","0,0986760584","5456,6575009147","3711,230799522","3169,5165471147","2521,6877182992","4550,0787268318","4906,4290561239","3243,586224831","0,5638436091","0,7517167705","483,2593588848","488,7088678459","431,5956303493","648,9457926833","0,7005727944","0,4780422976","0,2225304967","0,3718745242","0,3732046649","0,3095244461","0,2967967422","0,3348348302","0,3155337482","0,3070265328","0,2940264395"
88,"0,6237846951","0,2694358535","0,1067794515","0,8639839088","0,9924764752","0,8904148951","0,993800495","0,5389399391","0,6085693441","0,1659608747","0,1620525991","0,2327882418","0,2749445441","0,0922557279","0,108962587","5487,9222610385","3702,7889040861","3169,5038288357","2523,2018280168","4546,6859904511","4909,0534400164","3243,586224831","0,571033681","0,7508431133","474,3005972215","482,027795616","419,7344018237","647,2768666777","0,7000663368","0,4718750083","0,2281913286","0,3738572376","0,3734645898","0,3127223375","0,2983619897","0,3372983881","0,3164279551","0,3104120531","0,2956004426"
89,"0,6174037924","0,2661986561","0,1163975515","0,8629738246","0,9925017713","0,8888248615","0,9938172889","0,532803312","0,6024396974","0,1680244638","0,1650938596","0,2297224723","0,2713931759","0,1004480402","0,118668898","5515,9818984061","3704,5735103886","3169,4923056198","2524,4121346748","4543,1381266271","4918,9716176781","3243,586224831","0,5656187603","0,751738313","612,8116631255","605,126683301","539,0844188722","803,4179360196","0,7040509937","0,4787428829","0,2253081107","0,3767062369","0,3762933881","0,3144527854","0,3006483583","0,3384118066","0,3183053777","0,3120988574","0,29793349"
90,"0,6112578653","0,2633929805","0,1253491543","0,8599122131","0,9920175456","0,8865978301","0,9933561359","0,5256281037","0,5961687749","0,1707072321","0,167572527","0,2264948408","0,2682080954","0,1077892687","0,1276406754","5536,1496081766","3707,7792642314","3169,4812190389","2525,361835811","4535,386066481","4923,3715400998","3243,586224831","0,5693155493","0,7537699396","475,9967686793","479,1807865878","417,6200226928","646,6141681761","0,7121881218","0,4850265127","0,2271616091","0,3764621118","0,3787017233","0,3141110531","0,3020025747","0,3372565506","0,3189539983","0,3117901355","0,2989594247"
91,"0,6057181864","0,2587392685","0,1355425451","0,8630672661","0,9920951235","0,8882386069","0,9933711722","0,5227755392","0,5904458696","0,1721098919","0,1707282484","0,2233093931","0,2635739985","0,1169823338","0,1380752554","5566,1850404839","3723,2057431719","3169,4631171372","2526,3196737706","4534,027874739","4939,8757919369","3243,586224831","0,5672670576","0,7552713281","483,6082575594","486,0427432209","427,1564726749","645,2088415321","0,7180983606","0,4870240476","0,231074313","0,3798235458","0,3793595548","0,3195588756","0,3042624964","0,3415177802","0,3208758165","0,3170425764","0,3012512834"
92,"0,6005316818","0,2569154146","0,1425529035","0,8639016665","0,9913421895","0,8891573662","0,9926123833","0,5188003207","0,5851205567","0,1740198513","0,1721626186","0,2219496548","0,2612587644","0,1231516909","0,1449628684","5604,300180833","3727,4173232587","3169,4555322754","2526,8740127015","4540,0550226925","4952,6449268607","3243,586224831","0,5693155493","0,7623742177","483,5632115305","484,4693210728","422,6674923467","651,1464830894","0,7112962929","0,4792791003","0,2320171926","0,3815654913","0,3800595936","0,3232041452","0,3069465615","0,3436460954","0,3229371403","0,3205030221","0,3035811079"
93,"0,5941871974","0,2553987106","0,150414092","0,863559534","0,9916824233","0,8885085805","0,9925987088","0,5131160193","0,5789594391","0,1764202023","0,1749846968","0,2205519916","0,2597476406","0,1298915232","0,1529753435","5625,7357635682","3752,601388417","3169,4481119556","2520,5852531006","4531,3446699232","4964,0801530287","3243,586224831","0,571033681","0,7653687537","619,3424521096","607,5526629099","535,7323309639","804,756883887","0,7010640917","0,4611362378","0,2399278538","0,3798046353","0,3817730772","0,3226596774","0,3081035191","0,3418234403","0,3235643085","0,3206349136","0,3050954946"
94,"0,5889197508","0,253154913","0,1579253363","0,8602191559","0,991429594","0,8862316736","0,9923898325","0,5066000509","0,5733774352","0,1784033473","0,1763259927","0,2177687056","0,2574484132","0,1358503995","0,1606037456","5653,5486104435","3756,5678893607","3169,4409392687","2522,3229666973","4530,1846864464","4971,129569557","3243,586224831","0,5623869825","0,7652448402","487,6848175397","489,1378005604","420,2412072694","672,1801139488","0,7060429387","0,4614825877","0,2445603511","0,3857811394","0,3845727459","0,3260269751","0,3094938783","0,3466158167","0,3250333885","0,3236744023","0,306405456"
95,"0,5824025356","0,2497162463","0,1678812182","0,8609795966","0,991262721","0,8866706138","0,9922156784","0,5014367002","0,5669075792","0,1797683752","0,1781044395","0,215000593","0,2537572234","0,1445423035","0,1705979183","5665,1451134116","3754,295179839","3169,4285068028","2523,2878282389","4514,4653023626","4962,7543605769","3213,2042345","0,5635957874","0,7653495202","491,3110969348","489,9271937243","417,4587939299","673,565657842","0,7035717315","0,4515149648","0,2522080289","0,3836292937","0,3852762938","0,3241833406","0,3108259873","0,3447790214","0,3269663617","0,3217089732","0,3077152509"
