period,Contributory pensioners share,Moratorium pensioners share,Universal pensioners share,Retirement coverage for legal age,Retirement coverage 65+,All coverage legal age,All coverage 65+,Contributory retirement coverage legal age,Contributory retirement coverage 65+,Survivors benefit coverage legal age,Survivors benefit coverage 65+,Moratorium benefit coverage legal age,Moratorium benefit coverage 65+,PUAM coverage legal age,PUAM coverage 65+,Mean contributory retirement pension,Mean survivors benefit,Mean moratorium pension,Mean universal pension,Mean retirement pension,Mean pension benefit,Median pension benefit,Median pension to labour income ratio,Mean pension to labour income ratio,Mean family benefit,Mean child benefits,Mean contributory child benefits,Mean AUH benefits,Child benefit coverage,Contributory child benefit coverage,AUH coverage,"Gini, retirement age","Gini, retirement age, non labour income","Gini, 65+","Gini, 65+, non labour income","Gini, retirement age, has income","Gini, retirement age, (has) non labour income","Gini, 65+, has income","Gini, 65+, (has) non labour income"
61,"0,7268307072","0,2544195574","0,0187497354","0,9952886853","0,9961386492","0,9968550217","0,9979307324","0,7182456594","0,8090544465","0,0736511746","0,0791719481","0,258027406","0,1640278338","0,0190156199","0,0230563689","5026,9850032712","3645,6813315604","2604,1092094102","2604,7165039169","4365,1411227099","4473,5706460961","3301,3247305727","0,5634311796","0,6733275101","693,4700814733","694,9315391036","633,7283196406","873,6374343574","0,7062110516","0,4740389287","0,232262602","0,3149784084","0,2836420727","0,3029023126","0,2789714909","0,3146558773","0,2827781369","0,3021433812","0,2781155818"
62,"0,7176863003","0,2600827765","0,0222309232","0,9950877652","0,9959458977","0,9966491259","0,9977308784","0,7095141328","0,8003618838","0,0780598567","0,0842246678","0,2630860043","0,1683393636","0,0224876281","0,0272446503","4962,5904826473","3581,5055746367","2564,8672986993","2565,4520740686","4285,6933798899","4403,8111897079","3247,9209770821","0,555196928","0,6663720402","501,4123320596","512,411510104","458,5199293008","668,9392391435","0,7015386207","0,4792613175","0,2222773032","0,3184874128","0,2867378086","0,3045464791","0,2819616328","0,3176943704","0,2857259547","0,3037923417","0,2811126554"
63,"0,711100801","0,2638312943","0,0250679047","0,9951091028","0,995411435","0,9966636813","0,9971833285","0,7037583455","0,7924160334","0,0808858492","0,0869866959","0,2660701297","0,1724588408","0,0252806275","0,0305365608","4931,6714625408","3548,2441679075","2538,7188569288","2539,2886908391","4240,3636560062","4367,1296079657","3212,619802093","0,5422906889","0,6543881984","494,9374252683","506,9016369556","446,0748400482","685,8342770341","0,6754401448","0,4497631567","0,2256769881","0,3215440549","0,2885927307","0,3087004193","0,2842893169","0,3213876901","0,2879209653","0,3075652055","0,2830443316"
64,"0,7021672986","0,2713680234","0,026464678","0,9951089902","0,9953990642","0,9966542579","0,997162006","0,6955466452","0,7859132952","0,0844555723","0,0902678432","0,2729439751","0,1773030283","0,0266183699","0,0321827406","5009,2856815127","3597,8005863332","2536,4523604417","2537,0040198794","4272,8096528392","4415,9581661898","3253,3350984483","0,5446807776","0,6583255576","489,2826601498","504,0679564992","447,5159597154","664,8294368314","0,6983435181","0,4653955161","0,232948002","0,3258166647","0,2922788185","0,3126555695","0,2874680566","0,3253538329","0,2916145401","0,3115575278","0,2862348734"
65,"0,6937972048","0,2767660265","0,0294367687","0,995094532","0,9953667338","0,9966237032","0,9971117553","0,6878776877","0,7785578987","0,0870607771","0,0925494199","0,2776825902","0,181091586","0,0295342542","0,035717249","5052,6676781673","3603,023000692","2545,9261354382","2546,4647335058","4285,1122655201","4436,5829772968","3265,4670742557","0,5457992115","0,6583871701","614,2141650189","608,2125131629","550,1974189192","763,1349635658","0,6737606443","0,4562810692","0,2175343561","0,3279110844","0,2944996547","0,315194018","0,2899093572","0,3277587191","0,2938443651","0,3140639247","0,288692913"
66,"0,6860959099","0,2825689373","0,0313351527","0,9952943666","0,9955957743","0,9966631822","0,9971471868","0,6808340488","0,7723827528","0,0874411433","0,0931513987","0,2830696402","0,1852727744","0,0313906776","0,0379402472","5090,7441149583","3622,4109961484","2555,4366096189","2555,9607269748","4294,9171427436","4451,7822306641","3277,6442912793","0,5437658723","0,6567048089","481,0480436301","491,5576453185","434,8203868938","654,4922405429","0,6904104312","0,4727361743","0,2177292352","0,3294514165","0,2955926707","0,3158523838","0,2912091769","0,3293011783","0,2949460537","0,314719082","0,29000988"
67,"0,6790592692","0,2868521067","0,0340886241","0,9951459295","0,9955426935","0,9965029139","0,9970770313","0,6745180652","0,7670982471","0,0885066187","0,0942004555","0,2865724712","0,1873815934","0,0340553931","0,041062853","5138,517221443","3633,0052329042","2564,9769817191","2565,4921318479","4312,5808968535","4472,8233430441","3289,8669182279","0,5437658723","0,6582865695","478,2594884699","489,6015612288","430,0887794512","648,2748700661","0,6830405792","0,4621663693","0,2208742099","0,3323190787","0,2980931532","0,3198160123","0,2930548708","0,3321547019","0,2974374841","0,3187016974","0,2918718839"
68,"0,6764595937","0,2856912921","0,0378491142","0,9880119513","0,9955877794","0,9898671644","0,9971065973","0,6683501631","0,7580090717","0,0894262955","0,0949865273","0,282266411","0,192503065","0,0373953772","0,0450756428","5177,3822057217","3643,6597846119","2611,9317456254","2575,0590801776","4345,9597237696","4507,3594287106","3302,1351244389","0,5386217106","0,6590753307","483,7222367295","488,4842766349","427,422352423","641,0410559533","0,702406384","0,4715594937","0,2308642945","0,334092613","0,3023784026","0,3193765434","0,2922682634","0,3319845906","0,2980221902","0,3182728055","0,2910959593"
69,"0,6736714537","0,2842998244","0,0420287219","0,9814652834","0,9955706642","0,9849787431","0,996996105","0,6611851442","0,7482749595","0,0946334035","0,0989804784","0,2790304077","0,1976896213","0,0412497315","0,0496060834","5224,7353098113","3669,8364947212","2924,206400872","2581,3371109277","4459,5966970873","4621,5211824811","3314,4490798815","0,5392525381","0,6736306947","622,8087122315","614,7194355539","552,9793525117","800,998855949","0,6831537328","0,4685761493","0,2145775835","0,3276290437","0,2965886501","0,3048589024","0,278259759","0,323349894","0,2888946048","0,3037404791","0,2769890773"
70,"0,6713035944","0,2846180656","0,04407834","0,9762325322","0,9956537118","0,9810203329","0,9969864211","0,6553484079","0,7402925226","0,0976483139","0,1012173252","0,2778534148","0,2037488241","0,0430307095","0,0516123651","5264,9220687366","3687,8546565401","2952,8393587187","2591,1013240385","4489,003980442","4654,7936216096","3326,8089551587","0,5452006143","0,6787273713","489,0763761247","494,6521017801","435,1573837966","683,8851369426","0,7121650129","0,495228495","0,2169365179","0,3262100704","0,2993765878","0,3037634987","0,2782702346","0,320179087","0,2895640723","0,3026758331","0,2769901758"
71,"0,670568975","0,2842536908","0,0451773342","0,9672569724","0,9950392664","0,9737513852","0,9963677539","0,6486125165","0,7359309359","0,1021337212","0,1061053145","0,2749463644","0,2065653272","0,0436980915","0,0525430034","5303,1665450306","3709,092036238","2979,9819845191","2600,8306308213","4520,7084265331","4697,8389324252","3339,2149215096","0,5468875468","0,6825070329","491,6610900614","500,8560346333","438,7781915571","674,2324757263","0,6808666359","0,4583790906","0,2224875453","0,3271098423","0,3050172139","0,3003814468","0,279501197","0,3200267495","0,2925901228","0,2987527696","0,2777991677"
72,"0,6684696409","0,2840479244","0,0474824346","0,9601349669","0,9950533008","0,9680290835","0,9963780299","0,6418210766","0,7283476354","0,1076828569","0,1104039134","0,2727243445","0,2119428285","0,0455895458","0,054762837","5345,2805664421","3723,5932921205","3015,1855402632","2610,6658389854","4553,5757454892","4743,6955994372","3351,667150812","0,5437658722","0,6853733756","491,5929076294","502,4466831043","441,6875934838","695,6046434834","0,702234675","0,484205584","0,218029091","0,3344009036","0,3100683968","0,3034464567","0,2795964141","0,3251006606","0,2945711483","0,3022422865","0,2778994356"
73,"0,6647134161","0,2836688032","0,0516177807","0,9544400974","0,995232297","0,9626102028","0,9962681309","0,6344291376","0,7188513225","0,1109989932","0,1136113939","0,2707448801","0,2174235432","0,0492660796","0,0589574314","5381,5539557418","3747,8097933928","3050,2059784834","2620,6357351611","4577,7107940649","4781,8226038837","3364,1658155844","0,5511069628","0,6906902111","633,1742885792","627,1300889176","563,5945630295","819,7947090657","0,6797002526","0,4650836924","0,2146165601","0,3330704355","0,314262341","0,3009560713","0,2803719862","0,3222155538","0,2955025569","0,2994250077","0,2786410422"
74,"0,6628061932","0,2830839751","0,0541098317","0,9489005435","0,9953892633","0,9578161253","0,9964175048","0,628937157","0,7128680974","0,1127071338","0,114737644","0,2686185378","0,2212593476","0,0513448488","0,0612618183","5419,0723250905","3747,225485629","3081,3712906604","2630,533675509","4606,4192666205","4807,165297118","3376,7110889889","0,5485016881","0,6909592212","500,7587833177","501,3966702813","437,6758676886","687,0358612007","0,7064408145","0,4812704127","0,2252047607","0,3371500404","0,3178994396","0,301576023","0,2806602352","0,3238755814","0,2962744037","0,299914799","0,2788641238"
75,"0,6598141253","0,2826432831","0,0575425916","0,9400925838","0,9950940828","0,9504076296","0,9962141016","0,6202863659","0,7064791837","0,1179067845","0,1198007517","0,2657108543","0,223937503","0,0540953636","0,064677396","5466,1627130465","3757,6680676081","3108,1111645341","2640,4989060203","4637,0792632561","4850,562637869","3389,3031448333","0,5420088443","0,692555949","497,5966577349","503,9546373994","443,9970638317","681,0048111356","0,6838365347","0,4714745909","0,2123619437","0,3394507831","0,3257187734","0,3038835608","0,2842910912","0,3249722989","0,3006192733","0,3024272731","0,2823535097"
76,"0,6579693737","0,2817229774","0,0603076488","0,9331645452","0,9951189607","0,9449509705","0,9962332999","0,6139936914","0,7007740148","0,1210962825","0,1228493763","0,2628938941","0,2270833858","0,0562769597","0,0672615602","5523,6698131982","3787,8977239614","3131,5170631677","2650,4557352446","4676,4686323764","4897,4213165299","3401,9421575733","0,5408702817","0,6945205146","500,6282742209","506,3604995868","449,6389158318","692,6615152408","0,7067773214","0,49889266","0,2078846613","0,345196928","0,3311234022","0,3077520562","0,2869530677","0,3279347632","0,3031312576","0,3063112205","0,285032508"
77,"0,6554739644","0,280505054","0,0640209817","0,926192354","0,994841983","0,9391496414","0,9958832504","0,607094974","0,6921329279","0,1268964106","0,1285370208","0,2598016362","0,2318441111","0,0592957437","0,0708649439","5574,4653156778","3795,6956267824","3159,1548183277","2660,4743168531","4710,401949966","4945,0335775246","3414,6283023155","0,5434614882","0,6994167165","640,742945605","632,6406875846","567,6896609862","831,9715893842","0,6907126794","0,4735186216","0,2171940578","0,3503561594","0,3367198048","0,3112533591","0,2894828877","0,3314541439","0,3058567111","0,3098034429","0,2873154852"
78,"0,6535240107","0,2796253823","0,0668506071","0,9205820808","0,9948667288","0,9337394254","0,9959030007","0,6016224936","0,6847008451","0,1299965954","0,1321758712","0,2574181163","0,2367624503","0,061541471","0,0734034333","5611,638718189","3820,999997901","3187,2517064113","2670,4863374017","4737,1007510996","4983,9377047755","3427,3617548192","0,5364003984","0,7022796727","503,5193346049","514,3886134751","460,4223825352","675,8793110493","0,7114085009","0,4975765271","0,2138319738","0,3532142305","0,3415831798","0,3107423435","0,2904001223","0,3317174838","0,3076538531","0,3089260421","0,288245934"
79,"0,6526911261","0,2788263659","0,068482508","0,912811014","0,994650648","0,9281614281","0,995746245","0,5957836486","0,6789066977","0,1359930256","0,1374499589","0,2545157778","0,2410659316","0,0625115876","0,0746780187","5667,6291137052","3839,9415331375","3213,7001448725","2680,4913485564","4778,8423312501","5039,6568241266","3440,1426914993","0,535342523","0,7082457445","503,4104059207","511,8667869809","452,8978671615","691,3370847778","0,7028405621","0,4889451948","0,2138953673","0,3569135748","0,3465757269","0,3140813103","0,2920406101","0,3347105884","0,309289881","0,3123357746","0,2898770955"
80,"0,6498892348","0,2773182892","0,072792476","0,9068293849","0,9944426583","0,9232990945","0,9955265111","0,589338655","0,6695389984","0,1393139248","0,1404368936","0,2514803736","0,2463505171","0,0660103562","0,0785531429","5706,7244131175","3856,4424000984","3246,1045039801","2690,6178763924","4804,7996468443","5075,7964902637","3452,9712894285","0,5399865797","0,7123022185","507,4983182859","510,9840971977","449,6316914345","704,1084975615","0,7057123824","0,4922596686","0,2134527138","0,3592420958","0,3500535531","0,3135097754","0,2925695143","0,3343339384","0,3100044204","0,3117195897","0,2907247219"
81,"0,6475173373","0,2770429331","0,0754397296","0,9000040419","0,9944548764","0,9182502189","0,9955363463","0,5827682208","0,6636698811","0,1443430972","0,1451031892","0,2493397596","0,2498814178","0,0678960616","0,0809035775","5751,1580426622","3886,5909277304","3270,27301282","2700,7160934893","4833,721861443","5120,9680303411","3465,8477263399","0,5399054954","0,7151207527","639,5044262637","630,6242753827","568,9611329038","803,4044441996","0,6970073716","0,4864998381","0,2105075336","0,3629283766","0,354401978","0,3143974546","0,2938435462","0,3365699428","0,3118571342","0,3128250868","0,2922240398"
82,"0,6453089426","0,277418154","0,0772729034","0,8924553951","0,9944555492","0,9116976731","0,9955313381","0,5759094473","0,6565355704","0,1473873249","0,1479333237","0,2475833282","0,2557102472","0,0689626196","0,0822097315","5785,3481103251","3913,6673486794","3299,6612567441","2710,8297612289","4858,1964925639","5159,728816229","3478,7721806293","0,5401088408","0,7190321239","498,2213722369","503,7457079829","438,6396804338","682,6199495454","0,7109900906","0,4903449179","0,2206451727","0,362964992","0,3583503627","0,3109612008","0,2938078918","0,3355262608","0,312443219","0,3095767393","0,2921968306"
83,"0,6440043102","0,2763327947","0,0796628952","0,8863815494","0,9940249174","0,9068231934","0,9951244715","0,5708335383","0,6514054968","0,1523278998","0,1525955955","0,2449362907","0,2583136237","0,0706117205","0,0843057969","5816,7007812926","3955,6750380847","3323,4752320838","2703,074859257","4879,7003421192","5207,3047375809","3491,7448313577","0,534579134","0,7199006577","506,9762023262","509,8970759006","442,8228714106","740,6031072403","0,6908327716","0,4862602391","0,2045725325","0,3682971043","0,3624552499","0,3137038483","0,2951710108","0,3385007474","0,3135640426","0,3122397353","0,2934762642"
84,"0,6416490851","0,2745493164","0,0838015985","0,8796475958","0,9943703659","0,9023459525","0,995459224","0,564425075","0,6423139824","0,1567602104","0,1560788275","0,2415066461","0,2643051919","0,0737158747","0,0877511915","5860,845529477","3953,4189495205","3360,4931799579","2714,1231040809","4910,6751317566","5244,0493887363","3504,7658582539","0,5273765301","0,7180017601","505,3316662345","508,0843371632","442,4338536802","691,2791825185","0,7084415264","0,4890878457","0,2193536807","0,3705647523","0,3654848195","0,3142672242","0,2959730506","0,3392976342","0,3151898249","0,3129877897","0,294659483"
85,"0,6389222218","0,2733697627","0,0877080156","0,8722968132","0,994239785","0,8962684607","0,9953231923","0,5573298179","0,633986209","0,1606897556","0,1593600572","0,2384595728","0,2689412423","0,0765074225","0,0913123337","5899,7401148911","3994,4509094751","3390,5842815677","2725,077645532","4935,3694349294","5290,2049254395","3522,4553832463","0,5352811919","0,7235997412","651,0685265743","635,5732677817","574,2910586319","840,5671517549","0,6970088854","0,5029954659","0,1940134195","0,3729388415","0,3704821768","0,3135759058","0,2966116654","0,3384573479","0,3161571315","0,3124482693","0,2951839028"
86,"0,6358704284","0,2720347004","0,0920948712","0,8673616922","0,9940683258","0,8921133973","0,9952596315","0,5515296509","0,6243294669","0,1636987819","0,1621517274","0,2359524781","0,2747580743","0,0798795633","0,0949807846","5956,4129152975","4013,5931430086","3426,8735678822","2736,1047968909","4971,7165755142","5337,2700444658","3565,1001015924","0,5397488194","0,7258685478","509,8495280471","508,3298336313","445,109053739","741,3891670355","0,7073591609","0,5122690963","0,1950900646","0,3745030852","0,3732952926","0,3141742114","0,2971256638","0,3404006507","0,3177113","0,3129190645","0,2956533734"
87,"0,632792576","0,2708934554","0,0963139686","0,8639735756","0,9939995699","0,8899686983","0,9951821057","0,5467160645","0,6178951479","0,1672675856","0,1643679924","0,2340447873","0,2774568808","0,0832127239","0,0986475412","6001,3644554698","4043,2314368532","3453,3780462491","2747,0805311423","4997,6986129922","5378,3116220033","3578,3946768127","0,5418202082","0,7314343344","503,1702110933","508,3626196261","441,2175150293","717,3313546421","0,7131732791","0,5019345018","0,2112387773","0,3734764547","0,3755906024","0,312389527","0,2990768597","0,3387689407","0,3187169629","0,3112378927","0,2976013328"
88,"0,6255998039","0,2677338925","0,1066663035","0,8642801324","0,9938578693","0,8906489942","0,9950546774","0,5406934813","0,6112321836","0,17034168","0,167630793","0,2313970841","0,2736159471","0,0921895669","0,1090097387","6052,6752625145","4061,1248668412","3466,2470721012","2759,0259777154","5008,8793809324","5404,3193324746","3591,7388286859","0,5397488193","0,7313058395","500,0961615221","505,1009299475","437,9167167477","746,0774758364","0,7227451024","0,5214085902","0,2013365122","0,3743089404","0,3763477449","0,3142953574","0,3009820752","0,3392814088","0,3194250747","0,3131590625","0,299563028"
89,"0,6193444503","0,2649641542","0,1156913954","0,8637067411","0,9935527805","0,8898696344","0,9948771579","0,5349319768","0,6048728907","0,1723577673","0,1702803302","0,2288513262","0,2705496829","0,0999234381","0,1181302069","6102,5421192248","4084,6572976446","3479,1673246259","2770,5783318165","5021,9622954702","5434,278968339","3605,1327420878","0,5310504138","0,7289128451","644,1153418959","629,9697934688","564,1841393499","844,5261764105","0,7107704689","0,5167168242","0,1940536448","0,3774363631","0,3785192245","0,3176930715","0,3032765678","0,3418306879","0,3215492058","0,3164407404","0,301739675"
90,"0,6135560023","0,2630667727","0,123377225","0,8613094457","0,9927700353","0,8882791284","0,9942546694","0,5284615802","0,598448802","0,1756311972","0,1734323053","0,2265818961","0,2684290994","0,1062659693","0,125892134","6160,3913329101","4098,8146637606","3492,138362507","2770,1125037634","5040,1794413117","5467,7374731544","3618,5766025834","0,5303577601","0,7297265281","505,2344923708","503,0755091721","439,6694631843","735,884218147","0,7207082463","0,5296974256","0,1910108207","0,3784198433","0,3805740437","0,3174914727","0,3049515655","0,3428844395","0,3234042488","0,3161284686","0,3029721297"
91,"0,607922813","0,2597018007","0,1323753863","0,8633694243","0,9921778187","0,8892376479","0,9938383585","0,524861969","0,592370353","0,1777480124","0,1769632494","0,2242185941","0,2648221376","0,1142888611","0,1349853281","6221,2777844934","4112,18937442","3505,1529376345","2793,1598683323","5062,0968372647","5501,6506407916","3632,07059643","0,5279359888","0,7316023768","508,2593708174","513,6269389319","445,9090372028","743,9735540706","0,7167452195","0,5122200239","0,2045251956","0,3828273555","0,380899998","0,322631946","0,3062142712","0,3471873727","0,3236094441","0,3209499134","0,3042537089"
92,"0,6044563637","0,2575803554","0,1379632809","0,8647888888","0,9918923013","0,8901320009","0,9935451665","0,5227271471","0,5888850041","0,1789265742","0,1783405983","0,2227526293","0,2624407355","0,1193091124","0,1405665617","6275,3476491569","4133,3925964343","3518,2178902791","2804,1101754794","5086,2618751637","5536,9648787668","3645,6149105793","0,5305330348","0,7341216838","503,2500690218","506,0601563537","441,5205389221","698,7230578407","0,720013196","0,5164153378","0,2035978582","0,3852539915","0,3811733849","0,326818861","0,3081592482","0,3504082734","0,3256155097","0,3253389274","0,30616017"
93,"0,5993734431","0,2551994027","0,1454271542","0,8640848801","0,9915493887","0,8895111929","0,9934553587","0,5179095297","0,5836234193","0,1804505137","0,1802777255","0,2205139453","0,2598491337","0,1256614051","0,1480768357","6331,8212899737","4161,3470583097","3531,3294754831","2807,4041194911","5104,5914923338","5570,0167452229","3659,2097326802","0,5267346076","0,7371598068","655,0854524371","642,635021428","570,3159243586","875,4823703778","0,7144267203","0,5102482867","0,2041784336","0,3820811129","0,3828275713","0,3251495688","0,3096439195","0,3484288891","0,3269869729","0,3238101334","0,3076196981"
94,"0,594832749","0,2524096338","0,1527576172","0,8620916311","0,9912867734","0,8880423312","0,9932481633","0,5128003348","0,5784863725","0,1821423048","0,18188323","0,2176002329","0,2571649059","0,1316910634","0,1556354949","6388,881115098","4193,2573766097","3544,491639119","2818,8917297155","5125,5867370022","5603,0543973209","3672,8552510812","0,5215395741","0,7361831924","516,5748908698","515,0822717537","448,8632451884","733,4060425325","0,7174822796","0,5159616161","0,201552672","0,384277535","0,385192374","0,3272242511","0,3113855335","0,3488700993","0,3274568122","0,3257420991","0,3092244466"
95,"0,5877974527","0,248743708","0,1634588392","0,8633008566","0,99103901","0,8883914365","0,9930377329","0,5074460445","0,571267924","0,1837805309","0,1839006757","0,2147406562","0,2533109442","0,1411141559","0,1664601418","6448,8144771407","4204,9347020347","3557,6965098945","2830,668182346","5138,2490800892","5628,3200908204","3686,5516548335","0,5162322219","0,7368222329","514,6775523693","515,7742236783","444,2189484146","750,6627955356","0,7190376818","0,5113743175","0,2076633642","0,3844290975","0,3858713135","0,3258517109","0,3123724099","0,3486123619","0,328189662","0,323974751","0,3099489561"
