Period,Total_IFE_expenditure,Total_pension_expenditure,Total_labour_income,Total_fam_benefits,Total_IFE_coverage,No_labour_or_pen_income_hh,IFE_ben_18_65,pop_18_65
49,0,8799955.1755971,26937179.4480455,1427392.78129647,0,0.098464598601041,0,7018471
50,0,9131341.54555399,25958909.7497401,1022664.05401652,0,0.083431766748223,0,5916785
51,0,8221468.44667294,25059206.8322354,1133454.00724599,0,0.086618894569665,0,5402601
52,0,8461662.39853205,24355963.4217623,976870.292868545,0,0.083217207286722,0,5188297
53,0,7212292.78360799,22200433.3069359,990714.226815458,0,0.090036910809708,0,5035275
54,0,7227976.72152512,20942335.8595084,1032911.19492053,0,0.088601829387221,0,4863529
55,0,6665010.12273068,20552877.8670443,896746.482452639,0,0.092616689601318,0,4683594
56,0,7106184.63878283,19638678.703782,1269871.96693519,0,0.099473276074002,0,4496188
57,0,6565367.99184365,18890885.7832725,1412441.62351308,0,0.098982872737735,0,4345348
58,0,6880164.31429322,18643670.0976252,1215640.41452573,0,0.093526160170185,0,4196684
59,0,6421587.20643426,18594134.4801117,1112273.30250419,0,0.099227778792233,0,4084604
60,0,6734925.6530037,18539217.6167604,1177343.17612904,0,0.101116730009928,0,3959963
61,0,6020500.70474962,17534340.973106,1283860.42636656,0,0.102338755247298,0,3847365
62,0,5929868.95767303,16779219.6849919,1065748.14916754,0,0.110844184821488,0,3773486
63,0,5384798.73655936,15349816.8754141,938838.996562027,0,0.10819728262178,0,3642306
64,0,4755668.92268459,14297246.2873868,826191.150458459,0,0.10980803959071,0,3574577
65,0,4624999.31472401,13710945.2053656,1005951.19783518,0,0.120890129311099,0,3459800
66,0,4574803.33292739,13300994.9440181,883449.09514829,0,0.120359333320167,0,3383496
67,0,4582842.48874878,12784465.2642195,850567.625101255,0,0.120825679039397,0,3283254
68,0,4384649.20480417,11979925.6512927,846513.708220384,0,0.120460559737796,0,3195919
69,0,4939647.89729201,12012200.336087,1004604.98511811,0,0.125860263747404,0,3118048
70,662040.27492,4526603.56085937,9936482.66739991,700011.888660765,0.361656626002208,0,1093229,3007780
71,891888.1713,4455641.55621093,9635956.47107034,713729.520616978,0.351472665243552,0,1030260,2911484
72,788636.832133334,4373982.25275466,9789201.86815607,688609.338272714,0.344286249681767,0,977290,2865847
73,770436.553472403,4415611.72083371,9782410.14197628,884096.173542083,0.336470321930656,0,0,2807296
74,749360.15077398,4388293.71705952,10086086.089221,711346.412728716,0.330428826032204,0,0,2749540
75,706775.270897898,4078537.54315081,10238243.7062684,600904.201409025,0.335913134101473,0,0,2708458
76,815305.816637623,4604349.6117596,10366743.6469625,742401.55209693,0.342425394411709,0,0,2651161
77,734307.750683,4288416.72515359,10282748.4386747,812772.687631015,0.33195808310299,0,0,2580073
78,832856.297483644,4860900.01082083,10272603.5605743,739201.046228674,0.335117662354022,0,0,2534928
79,770045.467389569,4573313.48726037,10017559.3213813,683418.639321761,0.332029770627851,0,0,2500136
80,843329.624598103,4996409.20106363,9984830.95348414,793875.96725776,0.333788913945359,0,0,2445425
81,790111.851511156,4712892.44630209,9622757.09254236,886591.80319638,0.333335886571541,0,0,2385156
82,864145.209657901,4998194.94937679,9556029.11252663,735024.36320617,0.343507164119521,0,0,2330139
83,803481.98945737,4723607.19819972,9412636.82352666,669907.774941663,0.337227310904046,0,0,2284912
84,855877.253381373,4945051.02892809,9201650.7590082,675432.681375987,0.342735463426946,0,0,2226705
85,821459.892961325,4689590.66077749,8922400.17915056,816882.859743372,0.348820187179571,0,0,2166883
86,863239.432707389,4920410.28506413,8672299.54818589,675699.412798971,0.349460587513763,0,0,2137334
87,791416.833425621,4659250.3135678,8603600.34501016,629881.605786629,0.337838112858027,0,0,2110194
88,834633.099523405,4786595.10313735,8416357.37779387,663204.173145956,0.345154400835079,0,0,2063222
89,785529.574797867,4522660.17171435,8441663.24697858,755580.907650893,0.34326561622241,0,0,2035415
90,835976.207046476,4646011.09603918,8243918.76360734,657185.741043119,0.355025244417027,0,0,1980501
91,777674.572533307,4381686.39835619,8102329.6908784,593912.712568739,0.347515291168422,0,0,1946276
92,806709.735179861,4527624.88311653,7964140.80576674,605208.751877472,0.350000628638244,0,0,1895530
93,785007.618902401,4417705.83030123,7754092.46667563,706136.873733349,0.353265281272831,0,0,1844658
94,838472.51072296,4655664.2828081,7805962.35740294,586551.091748697,0.358531184080982,0,0,1835374
95,786419.356994567,4558090.55950354,7818974.0027867,556089.025569987,0.346110081010088,0,0,1795962
96,780045.232412494,4663217.7499288,7812618.45591064,547355.146665636,0.336810908198078,0,0,1761399
97,787589.25064497,4558147.08858368,7602124.76605909,673653.914980891,0.34779611034125,0,0,1744314
98,794182.420928297,4601306.41264418,7444605.08226701,549195.394235696,0.346732270398961,0,0,1718581
99,747013.898816803,4434053.15324012,7359492.27514546,491950.979165648,0.337626637765475,0,0,1674721
100,743190.653264741,4458608.98124866,7167187.76812525,499988.621575208,0.335779573213914,0,0,1645274
101,733035.414482516,4398052.31194099,6771212.67908924,606297.157185237,0.340493080776764,0,0,1589738
102,742187.638723847,4327703.89788664,6702122.34736532,471760.148622692,0.345658602741274,0,0,1561992
103,726386.425430651,4203478.67691462,6580191.17419119,423849.654167799,0.346766673139026,0,0,1541211
104,729048.539994324,4174484.05651963,6471765.45338426,407629.173812876,0.350654441595832,0,0,1500464
105,692136.465419674,4070002.65657401,6334456.00301635,504981.161855533,0.341434342935773,0,0,1474772
106,709653.025297434,4102052.87094205,6003833.23759648,388258.186572884,0.350536732480696,0,0,1461128
107,682438.194450622,3995335.09912046,5982890.69205904,370763.837049691,0.346032577594334,0,0,1448689
108,671004.489294588,3945411.48000521,5855042.49658527,372253.80982756,0.343145247466877,0,0,1412676
109,663366.563366707,3851054.19733173,5942665.04873027,422828.46547724,0.348112123610456,0,0,1379517
110,665199.106014315,3849454.41689752,5910525.02741996,333428.01672867,0.348902751573823,0,0,1356668
111,637236.840349884,3755216.2165756,5780318.58758717,302494.516193859,0.344501287574198,0,0,1346554
112,617387.358476175,3676721.44700446,5618730.72305802,296563.176556746,0.340476030125196,0,0,1313832
113,605049.944068354,3584031.47264956,5481929.8742462,350845.187541388,0.342494974674251,0,0,1310874
114,581378.575978879,3556237.66690586,5512124.0636011,245899.390244406,0.331194784440548,0,0,1287111
115,568806.265661678,3461403.98643489,5286317.60449978,227559.039659123,0.333524860752168,0,0,1258774
116,540154.181625578,3457705.39191004,5174614.94735616,207294.566518097,0.318745270365042,0,0,1245136
117,532756.023913603,3357775.69146888,5089069.34262755,223767.579820029,0.322525471764269,0,0,1228446
118,540307.588389537,3329039.13739399,5107706.93236294,172767.515765356,0.329146750293619,0,0,1212401
119,501290.675123781,3259780.01053371,5063038.12839644,153067.299127907,0.313657955451002,0,0,1203501
120,507517.205769511,3238039.84013902,4952244.81128282,139230.24648248,0.321228005174343,0,0,1175557
121,484466.190665784,3153142.75298659,4902527.82498952,170158.780623788,0.314477520324338,0,0,1152545
122,464550.117358444,3177171.13456137,4831895.92049593,128572.802439367,0.3037453947356,0,0,1119951
123,465084.869185443,3078385.92365095,4661797.89683249,121287.187741955,0.314293189404987,0,0,1085290
124,465704.391473283,3065359.72292332,4555933.73182944,122266.934987237,0.315549667830532,0,0,1059273
125,450189.237229396,2950927.09607683,4453538.83897256,136163.262479306,0.316097674583445,0,0,1030772
126,438258.204332789,2918810.43280289,4382850.21339306,103501.584698309,0.310772814327864,0,0,984218
127,368413.602805489,2830644.9337897,4490214.98075243,94620.651001158,0.27167774528051,0,0,959004
128,382501.761501027,2798156.1965029,4382161.47500231,94921.3873822138,0.287145443308188,0,0,924363
129,360262.850482148,2643979.99551012,4370237.50292384,103710.066868764,0.282867154319683,0,0,880963
130,347190.63306867,2631384.01499689,4391661.25637362,87398.6944156168,0.275714678857536,0,0,857076
131,329842.456364167,2560528.26368417,4229757.00530024,84288.4709478939,0.271793811920517,0,0,817281
132,309587.142615735,2558320.4720959,4184685.92650337,77087.3512409077,0.256955308790548,0,0,786267
133,286326.873359404,2498903.82359126,4049636.42289452,99205.665654922,0.246546118575456,0,0,750652
134,282747.444914442,2423966.01188734,3857316.71640863,84004.4757622266,0.246595547891318,0,0,722507
135,285900.019207566,2357179.52598233,3736588.19569719,68096.5154295282,0.257998408407816,0,0,696557
136,280175.224644382,2382841.89690415,3545366.72284472,76622.2719640188,0.254664882552516,0,0,673271
137,260071.653014129,2292203.68674334,3450384.61368873,90799.3144082754,0.245145013364368,0,0,653374
138,233313.398433315,2253035.63744782,3443049.19509976,62083.3391978425,0.225316778637639,0,0,630703
139,228385.255721078,2152376.60960146,3299046.72594155,60451.5233475327,0.230674760001824,0,0,601188
140,245153.889180927,2158529.16120293,3121774.59550216,48278.9750239422,0.248900967868215,0,0,584241
141,231215.403933261,2132449.45296953,3092835.29610419,53834.4377791992,0.242982114756595,0,0,561175
142,208895.390958662,2088730.46869124,3000422.26557527,40689.9983974895,0.225120615061454,0,0,533683
143,188202.551854282,2029245.88519038,3009020.85185453,30290.509796583,0.211156730234387,0,0,516647
144,174371.782735494,1989725.01424719,3064505.26331806,39727.4526978894,0.198412777672362,0,0,507342
145,170002.420826961,1946012.57708039,2917776.84772113,47799.8360400823,0.199393605104476,0,0,490202
146,173035.449274024,1931127.51425194,2823343.60934757,37673.2812184977,0.20577688685516,0,0,475224
147,159341.661129002,1881409.30805719,2737056.66448349,32340.3226143384,0.198463350771129,0,0,455107
148,142853.582828558,1835971.96099763,2679064.08557204,46003.8110793818,0.182442925992561,0,0,439422
149,147966.715212567,1813144.25818736,2591106.46809046,43587.4970355828,0.192340953775875,0,0,428201
150,139586.099195229,1790502.7385235,2498663.66634321,33997.5575769816,0.187321700336468,0,0,411384
151,121923.351297466,1737386.49378999,2513424.34494509,38567.6852063868,0.170206853221207,0,0,402748
152,116008.306235116,1708102.00132595,2407882.45114282,30838.3160563498,0.166467449928573,0,0,384062
