Period,Total_IFE_expenditure,Total_pension_expenditure,Total_labour_income,Total_fam_benefits,Total_IFE_coverage,No_labour_or_pen_income_hh,IFE_ben_18_65,pop_18_65
49,0,8799955.1755971,26937179.4480455,1427392.78129647,0,0.098464598601041,0,7018471
50,0,9131341.54555399,25958909.7497401,1022664.05401652,0,0.083431766748223,0,5916785
51,0,8221468.44667294,25059206.8322354,1133454.00724599,0,0.086618894569665,0,5402601
52,0,8461662.39853205,24355963.4217623,976870.292868545,0,0.083217207286722,0,5188297
53,0,7212292.78360799,22200433.3069359,990714.226815458,0,0.090036910809708,0,5035275
54,0,7227976.72152512,20942335.8595084,1032911.19492053,0,0.088601829387221,0,4863529
55,0,6665010.12273068,20552877.8670443,896746.482452639,0,0.092616689601318,0,4683594
56,0,7106184.63878283,19638678.703782,1269871.96693519,0,0.099473276074002,0,4496188
57,0,6565367.99184365,18890885.7832725,1412441.62351308,0,0.098982872737735,0,4345348
58,0,6880164.31429322,18643670.0976252,1215640.41452573,0,0.093526160170185,0,4196684
59,0,6421587.20643426,18594134.4801117,1112273.30250419,0,0.099227778792233,0,4084604
60,0,6734925.6530037,18539217.6167604,1177343.17612904,0,0.101116730009928,0,3959963
61,0,6020500.70474962,17534340.973106,1283860.42636656,0,0.102338755247298,0,3847365
62,0,5929868.95767303,16779219.6849919,1065748.14916754,0,0.110844184821488,0,3773486
63,0,5384798.73655936,15349816.8754141,938838.996562027,0,0.10819728262178,0,3642306
64,0,4755668.92268459,14297246.2873868,826191.150458459,0,0.10980803959071,0,3574577
65,0,4624999.31472401,13710945.2053656,1005951.19783518,0,0.120890129311099,0,3459800
66,0,4574803.33292739,13300994.9440181,883449.09514829,0,0.120359333320167,0,3383496
67,0,4584630.09317463,12784465.2642195,850567.625101255,0,0.120825679039397,0,3283254
68,0,4390559.10702115,11977919.0000239,846476.506604643,0,0.120397767675381,0,3195919
69,0,4942051.83785452,12035465.1604057,1004138.78942637,0,0.125796438545944,0,3118050
70,662977.46274,4530074.49284774,9944088.77453191,700012.483664673,0.362162199834824,0,1094684,3007776
71,891796.578633334,4459142.90257379,9648186.15126473,713812.164128374,0.351436730131205,0,1030160,2911486
72,790572.02378,4304578.95687249,9495622.36088928,681867.094867383,0.345133288073566,0,982740,2864772
73,733452.373313279,4152833.75705995,9350377.81596152,827124.836736682,0.33548331064339,0,896209,2803997
74,706978.793031332,4081286.14580275,9506245.44631589,660176.669771859,0.33016318672287,0,855465,2746314
75,663901.550015671,3771651.33097162,9487848.07502491,555955.82017472,0.336391722221455,0,858906,2704371
76,753231.432158356,4179513.23853299,9476914.70045216,672043.196283846,0.343373202926593,0,909517,2646823
77,677234.172555142,3874221.73556006,9237319.38123377,735465.900173239,0.334192209719067,0,835889,2581326
78,764625.437643444,4308844.94548291,8902766.01561048,672272.075364414,0.342128025591588,0,858291,2541724
79,690041.905331588,4002729.10178016,8917826.61981299,610702.275388366,0.334001790510295,0,786244,2497578
80,754279.75081768,4288120.13306111,8612445.95583548,657190.563410703,0.342578204956312,0,820335,2443900
81,701789.299382508,4009272.88214984,8211643.86506089,753784.908905444,0.343012574797327,0,769081,2354220
82,748742.845465367,4231478.78885349,8162199.33941926,639618.994358858,0.344389173250955,0,755492,2316811
83,702805.515231137,3973808.27076429,7910603.99327489,570672.582872135,0.347573742363374,0,742871,2245586
84,769900.268219419,4184979.05306743,7792600.14873111,634858.539418828,0.359904510708409,0,794968,2218068
85,710740.878642801,3947845.52338813,7616001.48308339,740211.270625756,0.352377799957746,0,734714,2155541
86,735328.411633647,4093437.29787762,7459597.65840077,603616.832167055,0.348051374296898,0,700325,2109144
87,697560.294974852,3852017.8684778,7361085.03367534,542852.548735477,0.348188757217753,0,695073,2078404
88,734001.836487865,3962807.96683222,7155179.37638446,575514.325468996,0.354152505527419,0,678762,2013902
89,693651.844767359,3760172.51247704,7159080.01200859,697333.443549339,0.353236420234695,0,667348,1973480
90,729173.527865766,3917113.62951554,6851036.95387936,577965.099948111,0.358113197837133,0,684415,1920551
91,682712.530192777,3727664.93392032,6747349.09382854,546471.438300516,0.354441993580114,0,655154,1885249
92,711295.044309344,3803579.32511363,6776866.50728547,561427.251873351,0.356762458996515,0,640604,1864818
93,689270.882371833,3614786.44024009,6558714.07570595,638020.062212434,0.365087229298923,0,668770,1813077
94,707339.121201118,3747702.41816455,6536327.70658318,524581.863394701,0.36113205628476,0,654206,1795195
95,682076.810195999,3596639.3048351,6329212.32951065,487752.692729492,0.362154075963282,0,658684,1771840
96,712230.372931226,3695629.09312429,6159493.33942939,505385.042408275,0.368635838434496,0,673151,1727204
97,682108.772247411,3552637.30100692,6033946.57351781,593442.390506652,0.368325178430043,0,655000,1691743
98,677974.973138839,3616946.33181941,5860924.5154268,461821.453056351,0.361515890452664,0,623882,1657826
99,665308.192150872,3479898.99139044,5855217.6015983,427478.138137833,0.367747959791666,0,653707,1631722
100,679370.093316236,3497906.95919345,5734193.19238249,437298.809348024,0.371514112095728,0,660025,1607539
101,669067.957950508,3394330.62870027,5414756.15456195,512856.086464638,0.377435772729171,0,655699,1562867
102,687026.014415846,3454277.00759209,5313655.32392,428948.481976806,0.383107197513361,0,653727,1539237
103,638561.320170614,3365623.67246732,5304407.83828076,398005.209544401,0.368160588395227,0,601764,1511477
104,633313.317810487,3392741.2915988,5292491.81837466,366684.759705418,0.361258370761005,0,575959,1498768
105,613002.718443722,3309309.96610646,5171041.18801697,442159.701915114,0.361401806699261,0,589133,1469331
106,635716.003181001,3342611.49149175,5031363.89755739,318254.688493648,0.373386043424264,0,614457,1448396
107,618515.034311217,3285703.53952757,4870084.65378835,300461.41910223,0.37415744713287,0,617389,1417998
108,615269.238269477,3266265.76044532,4819003.09822193,317421.675859247,0.372949716177109,0,607844,1393990
109,594196.216206054,3189504.29814258,4746676.10552555,369173.245865432,0.370747390232203,0,591141,1383701
110,590221.254322493,3181683.87395663,4748030.42512739,275922.323496093,0.369283423439278,0,559083,1362345
111,589730.857068439,3100663.61521594,4654668.96784222,281026.604316743,0.380314237278504,0,587252,1351246
112,561742.053977067,3118777.72316386,4644754.98294517,268380.423813643,0.36379049776276,0,539491,1321201
113,550628.868416623,3035851.90248155,4562434.94785374,333587.825484446,0.367502571345874,0,558213,1318692
114,552640.478471722,3053927.1512964,4318427.51716553,225917.827764116,0.370847468611774,0,586525,1301948
115,523545.326971565,2922787.46145432,4353452.71017306,207863.157276031,0.364880764121703,0,545000,1268913
116,525709.499902154,2910284.45189549,4158001.70428158,168262.414873767,0.370317151190826,0,569778,1259426
117,493806.994467004,2792784.33617948,4126158.76326319,198346.593398739,0.36012629157132,0,555162,1241757
118,496243.678385496,2806567.89424559,4037192.96823407,167641.601720461,0.362720849540868,0,566782,1229446
119,475239.094043817,2721532.51156335,4018667.77596707,149176.567970532,0.35859526053208,0,575468,1215759
120,466636.920025639,2694146.14188361,3828237.80592917,133072.617274299,0.356871541508911,0,562154,1179501
121,468915.147284265,2627281.00399056,3657455.25218054,160018.945124582,0.36957622916769,0,584496,1150664
122,452646.023305518,2586066.68075087,3585013.26934037,117520.525565625,0.360172150174254,0,552102,1127860
123,427445.105155562,2533421.40032454,3678497.28060103,97710.3646361624,0.350392738956299,0,520980,1095921
124,421781.557823636,2537538.11625391,3673599.55913933,98388.2563259132,0.349474590918965,0,496000,1066990
125,384575.950892717,2457897.98573283,3684178.78194244,133785.30496889,0.332199633772812,0,443110,1038484
126,389307.239591171,2452457.76523034,3602201.37172383,90403.9321461151,0.335986109818013,0,436952,1014775
127,381168.507658618,2396676.15090391,3492208.68722358,80282.1630805089,0.339265090222083,0,435921,998596
128,367742.362675054,2377143.26708264,3411865.84888794,70546.2818122905,0.33282743131627,0,419639,965245
129,337204.277883362,2346000.83387084,3318198.63815784,90516.2946878273,0.314915288965967,0,380415,939507
130,324019.094122207,2328235.32725689,3252719.52322226,76697.1142179371,0.306682266305754,0,348030,916183
131,321959.307609038,2271602.46083827,3103832.84707262,64727.0422700105,0.314471632977966,0,351951,892220
132,305127.865231022,2231512.42199176,3117720.39319217,53008.4571148999,0.301549563313103,0,315777,864184
133,295043.098189165,2167875.74298908,3086977.88321074,67908.160884825,0.302106231551404,0,316801,838969
134,295574.877356276,2162643.30353562,2870986.67779868,53861.1210934737,0.305070048665389,0,316369,805983
135,299519.806329506,2086097.75914782,2805680.33053545,50597.9277667488,0.321050386977024,0,331095,780079
136,291565.660603058,2026436.61811162,2764330.16929292,49976.5708192071,0.318778285631461,0,336725,752953
137,271583.463022611,1939317.44845462,2646220.3632628,64092.5614909654,0.30908529420433,0,299004,728934
138,274342.647761988,1924560.70487659,2532458.26168824,43252.904489,0.316536547943475,0,299076,707034
139,266137.68288669,1899528.55060285,2408821.45932253,41112.1587274932,0.316666331934151,0,278826,693503
140,254335.052038038,1904440.20400625,2385493.5779384,42376.5915678321,0.305570784996001,0,273705,668886
141,238252.090424768,1863510.15307512,2383487.20577995,50124.2463025577,0.297769553209684,0,246713,648223
142,239082.018136588,1835000.43952562,2322600.8599784,37559.5090839235,0.304457056572336,0,240365,623735
143,238589.369419205,1764156.83905876,2158511.38454116,37692.217672463,0.315770712594648,0,248161,599927
144,221987.622326249,1730650.32632223,2129244.26411567,36407.0018955269,0.301711144741375,0,231625,573497
145,199676.204675717,1685321.41997497,2046631.66799427,37634.6509457467,0.283637300230385,0,201550,558501
146,187261.404146601,1688098.1505403,1958341.004084,28514.30582506,0.272133867482015,0,196565,541798
147,169703.433890866,1623985.74082559,1923137.68498063,22797.7279736513,0.258968732396734,0,175015,523083
148,171707.137933208,1620367.8129065,1925995.76643161,25737.7871902145,0.266792497223308,0,177767,500581
149,171871.170809294,1547545.94375296,1909858.01072362,28639.4561093763,0.275961774681294,0,183829,492168
150,179557.87794613,1526395.80948711,1700314.30103819,21602.1243666454,0.293046420698352,0,180753,460323
151,173301.317832719,1466585.04394603,1692223.65988139,20273.7977994888,0.295062161788706,0,188074,449011
152,163403.270885292,1515403.4225364,1574429.28547794,18412.89901956,0.283999716065512,0,186706,436239
