Period,Mean real labour income,Total workers
51,6857.323512656377,11181799
Period,Mean real labour income,Total workers
52,6843.476135172954,11070043
Period,Mean real labour income,Total workers
53,6456.870035533134,11045386
Period,Mean real labour income,Total workers
54,6268.211883563708,11038152
Period,Mean real labour income,Total workers
55,6262.908847715512,11140634
Period,Mean real labour income,Total workers
56,6342.658677035896,11121543
Period,Mean real labour income,Total workers
57,6370.389327372666,11017562
Period,Mean real labour income,Total workers
58,6366.082823903274,10994478
Period,Mean real labour income,Total workers
59,6625.320431078343,11033657
Period,Mean real labour income,Total workers
60,6662.982796833954,11012368
Period,Mean real labour income,Total workers
61,6538.633050238646,11027260
Period,Mean real labour income,Total workers
62,6486.944564380919,11212821
Period,Mean real labour income,Total workers
63,6587.15259513194,11246372
Period,Mean real labour income,Total workers
64,6632.503094559019,11188082
Period,Mean real labour income,Total workers
65,6629.344103398268,11230986
Period,Mean real labour income,Total workers
66,6618.737706094525,11328748
Period,Mean real labour income,Total workers
67,6616.126756864448,11425631
Period,Mean real labour income,Total workers
68,6654.405628992619,11436852
Period,Mean real labour income,Total workers
69,6699.779763919171,11426838
Period,Mean real labour income,Total workers
70,6676.316916188152,11492519
Period,Mean real labour income,Total workers
71,6719.451180675356,11489438
Period,Mean real labour income,Total workers
72,6729.458994054429,11544316
Period,Mean real labour income,Total workers
73,6742.243346804253,11580760
Period,Mean real labour income,Total workers
74,6766.66165409449,11598554
Period,Mean real labour income,Total workers
75,6781.850385527481,11620674
Period,Mean real labour income,Total workers
76,6822.491223022436,11681776
Period,Mean real labour income,Total workers
77,6825.517169335394,11748577
Period,Mean real labour income,Total workers
78,6840.863295768754,11713684
Period,Mean real labour income,Total workers
79,6860.8329287361385,11737429
Period,Mean real labour income,Total workers
80,6846.31421052159,11825076
Period,Mean real labour income,Total workers
81,6893.364953438909,11803369
Period,Mean real labour income,Total workers
82,6930.349078042636,11825950
Period,Mean real labour income,Total workers
83,6947.563553042322,11854567
Period,Mean real labour income,Total workers
84,6947.034566380651,11937457
Period,Mean real labour income,Total workers
85,6994.837424577146,11974322
Period,Mean real labour income,Total workers
86,7018.106060854768,11958496
Period,Mean real labour income,Total workers
87,7024.386727574374,12033863
Period,Mean real labour income,Total workers
88,7050.531704157974,12077292
Period,Mean real labour income,Total workers
89,7057.44755727362,12136877
Period,Mean real labour income,Total workers
90,7068.85674238966,12226950
Period,Mean real labour income,Total workers
91,7088.792643352839,12191490
Period,Mean real labour income,Total workers
92,7118.943346461616,12233876
Period,Mean real labour income,Total workers
93,7114.930172761182,12197712
Period,Mean real labour income,Total workers
94,7144.359689515919,12276917
Period,Mean real labour income,Total workers
95,7146.7064614456085,12299798
Period,Mean real labour income,Total workers
96,7193.932461899675,12274959
Period,Mean real labour income,Total workers
97,7194.5749742923945,12310284
Period,Mean real labour income,Total workers
98,7204.335019956763,12404993
Period,Mean real labour income,Total workers
99,7260.932017436614,12366491
Period,Mean real labour income,Total workers
100,7253.991974114162,12381162
Period,Mean real labour income,Total workers
101,7253.898178743408,12388656
Period,Mean real labour income,Total workers
102,7300.129655126244,12489914
Period,Mean real labour income,Total workers
103,7297.719336560216,12548851
Period,Mean real labour income,Total workers
104,7354.7793478107305,12519559
Period,Mean real labour income,Total workers
105,7345.249219644368,12546628
Period,Mean real labour income,Total workers
106,7379.0945200772085,12550413
Period,Mean real labour income,Total workers
107,7410.82237158751,12633128
Period,Mean real labour income,Total workers
108,7436.605154372755,12666353
Period,Mean real labour income,Total workers
109,7423.993624606926,12792876
Period,Mean real labour income,Total workers
110,7452.758868256245,12787570
