Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,23464890.6012199,22755905.6000823,79485902.2013161,69754403.630429,11625733.9384048,457412.666985025,178138.946059064,104904.840133611
69,20520379.2135873,19763115.5620549,69716603.1584193,69614524.2216116,0,502536.644110934,180988.578915134,105340.612151826
70,23297335.9328532,22560762.5008713,78828740.2805263,69177298.9545765,11529549.8257627,474092.642034449,185487.91699751,109989.818499958
71,20461835.4240169,19685732.4769659,69445638.5198235,69316790.4091439,0,506928.420759812,191887.820201672,110409.580127835
72,23779067.1993152,23017471.7620129,80404416.0259688,70557396.0402348,11759566.0067058,492764.277285262,192038.541407552,109703.740870669
73,20702846.285814,19952469.5712457,70379097.6901452,70257527.8935534,0,487606.694004997,187756.158537698,107162.660036635
74,23841668.1496404,23050809.9488724,80483646.0190089,70631261.5800109,11771876.9300018,531645.412747449,185882.819533745,104757.097838334
75,20846862.4821396,20075556.6920045,70766542.8937496,70650811.1122045,0,507281.560860654,188508.347467607,107879.83115263
76,23886492.0657771,23114405.2178104,80700709.1601038,70833648.2699352,11805608.0449892,502750.36048877,192558.046671792,109683.486865813
77,21058699.480912,20310158.5681478,71593130.2117029,71509472.1282015,0,482192.751541188,190543.735813383,108292.036299449
78,24181337.2676753,23389936.5305596,81615997.3213983,71627832.4743495,11937972.0790583,506428.091858114,203563.271991821,116299.104665267
79,21160647.224807,20388469.9532446,71822873.1998584,71710489.1623557,0,498896.00197662,194260.356154356,112887.019187729
80,24505007.1840132,23735875.7420154,82796745.712995,72651106.3893929,12108517.7315655,491946.982459754,197370.984388323,114019.250213915
81,21413968.7493376,20636593.0248656,72651149.719561,72511757.0225335,0,503932.712818746,194931.735222977,112158.966328894
82,24651657.0560729,23881661.5002561,83259132.7462206,73055375.8857672,12175895.9809612,499392.844583659,193098.484162478,110720.32438664
83,21700900.3702091,20915968.510438,73607944.5733113,73470609.3550724,0,505285.766013876,198654.418662006,115702.392993267
84,24853470.863768,24055542.490458,83840183.0958887,73574128.6864454,12262354.7810742,516697.449026401,200117.058653323,115876.950900414
85,21966889.7766163,21180875.0258597,74532401.2500607,74410420.3029369,0,502147.873523817,201755.31203944,117302.235990406
86,25047917.8528983,24227636.9873879,84431090.1741692,74099704.9288691,12349950.8214782,532318.505047001,206394.492419645,116525.525776685
87,21977962.3490145,21152444.356834,74471160.8908133,74369683.4961347,0,538150.73075987,205072.83164225,117563.471111894
88,25037357.3038112,24213397.2826511,84426202.5267136,74097074.5205182,12349512.4200864,529343.575344524,210362.868488163,120362.253324833
89,22105856.6107135,21251508.2404046,74822504.8455946,74706196.3092633,0,561227.949830824,208954.628473561,120236.845720819
90,25329000.075921,24479603.3064877,85404881.2302734,74942197.7340975,12490366.2890163,553647.269493922,209987.535576367,122517.091947161
91,22323109.9407792,21451354.5009066,75583611.6338656,75447247.774457,0,572818.464232335,213044.216320472,122703.94188548
92,25617431.5489553,24755096.9955622,86353471.2175193,75786963.0345134,12631160.5057522,568365.057806337,211031.15351141,118483.34582199
93,22524109.7459812,21667226.7271528,76269890.5301243,76142504.5878787,0,565566.524730298,209677.641335018,116626.932518661
94,25807119.5009078,24942567.8587202,86937176.8151887,76274041.8883814,12712340.3147302,571412.140964838,210385.593021995,118219.868858183
95,22612153.8293487,21704461.2406559,76453377.6065568,76320675.4900178,0,614391.320049308,210024.804763311,118966.376971728
96,26037855.4347769,25162367.3446596,87781091.387366,77024557.57501,12837426.2625017,575773.944037679,215842.241714443,119817.006235906
97,22887605.5089988,22005477.4219735,77459392.0875902,77331689.4177905,0,582164.729521356,215964.119320545,119998.911690578
98,26078888.3932378,25182670.127231,87792551.9780368,77039424.1129531,12839904.0188255,591473.132904523,217919.663159068,124036.385633192
99,22943884.7794724,22022496.1569277,77489626.2972246,77377632.2561438,0,621004.203929671,215683.245776768,121001.675483127
100,26407556.2160569,25497830.7557038,88884561.1891186,78011794.1587394,13001965.6931232,601804.952316048,221310.609053015,123728.427120065
101,23087113.8519244,22171240.0432834,78068626.69086,77965898.7853003,0,613164.439286045,217373.646851935,121908.175004315
102,26317019.4941644,25396311.0976006,88526294.1125517,77704931.0568291,12950821.8428048,613105.135326763,220003.695167055,125142.237242793
103,23053663.1001421,22089292.1075403,77772310.0553692,77660437.9576653,0,648535.526536984,225197.988109173,129482.111365109
104,26484423.1422936,25543398.0797043,89024705.3754145,78141600.9063375,13023600.1510562,617167.551236591,231909.295740484,131354.593731671
105,23416751.9606313,22444850.1240839,79005014.7659263,78887637.1756893,0,660899.855284764,223572.458526421,124899.318194591
106,26663472.2126111,25703977.4017309,89610310.0814806,78650108.1940324,13108351.3656721,639794.799950063,228466.056046184,130334.221262725
107,23561583.6682448,22626079.8170101,79702679.7898181,79599690.795937,0,620524.142406799,225583.703356467,127708.579244956
108,26991535.648413,26020061.8608237,90765072.3609755,79660607.4594973,13276767.9099162,660034.28129172,223705.222254272,125334.691490519
109,23947517.7816909,22995969.7816463,81005654.5449332,80894313.996309,0,642543.609821621,223589.332808154,122021.510592478
110,27479777.0242459,26551165.5616435,92633647.2266483,81301694.4379799,13550282.40633,626522.492496452,217677.637315957,120587.618271362
111,24066760.5511173,23117810.6119345,81420112.8033018,81302777.4062183,0,637237.819853227,223291.243676823,126315.536646781
112,27497588.6705354,26543940.4202121,92588084.8606147,81268110.1340055,13544685.0223342,634664.618800365,229933.184360848,127214.924517197
113,24150423.4896312,23234391.8898298,81787932.9644386,81696614.368875,0,590473.055728496,234633.331615146,129893.160654046
114,27733953.7672196,26816707.5583709,93457283.2441808,82033919.9423031,13672319.9903839,595432.978298878,231716.281339578,128709.927443125
115,24232867.965669,23283396.4728909,81974381.7968722,81874783.8751888,0,616674.739169136,238009.530683058,135410.318465535
116,27974397.8041635,27006211.0060963,94132568.7672941,82625980.2939788,13770996.7156631,643155.66731799,233450.392696856,130829.625789084
117,24576833.8264285,23647149.4376463,83187613.0976251,83080955.7498683,0,603754.967243522,233599.480382446,131899.915937429
118,28150282.0680962,27179956.5578333,94737493.8564027,83150889.5360237,13858481.5893373,656136.072676478,225645.123102751,126491.877833784
119,24952923.4327078,23997085.2611558,84466499.7468353,84362274.7243706,0,636596.214872065,229890.883807284,127644.389818148
120,28353085.9635034,27394151.191765,95488412.0327533,83829220.7951208,13971536.7991868,636740.952225596,232281.172997396,128446.637879142
121,24697378.3124214,23762187.324065,83626982.2549538,83534855.4072012,0,613497.107012306,231154.752298181,129341.61292272
122,28366598.1970703,27376038.6680818,95338095.6582196,83687766.0249526,13947961.0041588,673874.48229651,228443.626803602,126059.171269215
123,24917732.6671342,23910098.2112987,84080907.8287068,83970026.5357552,0,682548.279118699,235118.908641787,128524.668678497
124,28479393.0282158,27504163.8913727,95802462.6486878,84086006.8147927,14014334.4691321,634042.473600794,246634.537948978,135074.46470478
125,24990923.074379,24036402.2401208,84557036.1371301,84456143.0997546,0,614851.024581777,246506.141555585,133090.954458395
126,28613254.1326421,27666884.7046216,96409976.5668121,84625056.0582213,14104176.0097035,613390.474684317,240073.815788424,132721.625068222
127,25029655.3000521,24080529.0961607,84696909.6590997,84589620.5762198,0,615141.178551784,240415.254080526,133671.101798779
128,28755060.6736404,27781457.160395,96770219.5067858,84946832.391337,14157805.3985562,639784.619522451,241275.077653269,132205.451528157
129,25335518.6230883,24345696.9601786,85631284.9230026,85542516.7534776,0,655931.017871147,242784.671644177,130151.390563508
130,28971446.3236664,28035370.840308,97651529.3599278,85735777.0156778,14289296.1692796,599418.509992784,244194.359222013,132089.448776661
131,25428068.0624763,24517208.2331518,86223891.625864,86126652.9965094,0,576317.958488193,242859.676385927,130974.563500455
132,29050565.8704356,28095371.7409804,97865064.3512727,85902740.130073,14317123.3550122,607641.298545665,251428.262377481,137320.812188652
133,25408445.138685,24454650.0540332,86001131.9988712,85919293.4230976,0,604521.894777384,252531.035655632,138203.077455398
134,29018121.7354369,28026991.1028663,97667131.2789296,85743242.8431274,14290540.4738546,655029.391097469,245089.263752234,130017.111029874
135,25528022.174418,24526823.8715917,86314336.0204802,86225440.2189589,0,656374.886862673,250536.690699365,134695.321806098
136,29278573.8660024,28273235.4198541,98583812.8261301,86538437.6366634,14423072.9394439,662338.160529016,248052.900594163,135639.121464573
137,25801856.1504995,24780842.3328693,87197254.313979,87101429.4823931,0,663605.714191924,258926.286920149,140688.309311529
138,29214999.4299412,28164599.0135379,98125707.8121945,86131085.9011142,14355180.983519,701036.04580109,252395.225221707,138527.350543584
139,25766772.3751916,24700655.0061465,86977795.5152108,86877263.6230164,0,713523.213275604,255607.983662675,138551.674438297
140,29323363.0005923,28254003.6841354,98514572.7648814,86470918.7055789,14411819.7842632,705655.176956182,263702.086108912,142860.076273946
141,25701405.4173393,24695261.4245693,86996009.3266738,86901928.1774238,0,661248.738751955,250627.299081815,134668.507051722
142,29510005.4113808,28443194.9119937,99220879.3661186,87103675.3619097,14517279.226985,709165.382937477,260586.7028268,138654.876604153
143,25928320.9980084,24842205.8519125,87507257.673176,87412277.9163805,0,729249.95207468,260188.277681667,138109.880485156
144,29805152.0335412,28750804.2637484,100310274.230178,88046794.448659,14674465.7414432,711003.93602487,251016.727200001,131895.866525494
145,26283068.361972,25220038.0772773,88806526.983185,88718357.4335799,0,709233.31308873,258996.511104934,135429.22928729
146,29797210.9764112,28786585.677212,100409099.365571,88148624.9651336,14691437.4941889,659543.053486217,256298.602725269,135405.204268062
147,26192205.527501,25159541.667388,88564417.0719488,88466581.7402523,0,672583.831266593,261364.453402168,141022.25063459
148,30053615.3032117,29011794.1809611,101193774.989414,88838611.6949991,14806435.2824999,692160.589768333,254434.167544093,136037.66419742
149,26375496.5117622,25347712.2085603,89269021.8736851,89167860.7088465,0,683412.714293822,250133.953611936,134625.193280177
150,30464466.2006339,29441337.8964023,102625798.385901,90087057.6636367,15014509.6106061,674804.433710648,254959.700109261,133377.386302352
151,26482787.5772345,25452088.6934043,89576311.8107147,89473154.0854976,0,670532.625510136,263116.092114645,138643.094579191
152,30369634.765402,29300485.4764691,102132636.087219,89652832.137062,14942138.6895103,700228.614344476,269765.418864885,141650.365319312
