Period,Mean real labour income,Total workers
49,6377.1885885397905,11071002
Period,Mean real labour income,Total workers
50,6707.412091764375,11090927
Period,Mean real labour income,Total workers
51,6983.550793825222,11034515
Period,Mean real labour income,Total workers
52,6947.563015944383,11081085
Period,Mean real labour income,Total workers
53,6551.738489020526,11090082
Period,Mean real labour income,Total workers
54,6353.344117909633,11128369
Period,Mean real labour income,Total workers
55,6398.349596565184,11222938
Period,Mean real labour income,Total workers
56,6478.851910423711,11266005
Period,Mean real labour income,Total workers
57,6551.872287788049,11075970
Period,Mean real labour income,Total workers
58,6535.812565669574,11044623
Period,Mean real labour income,Total workers
59,6697.925584401165,11130318
Period,Mean real labour income,Total workers
60,6712.146056464079,11167698
Period,Mean real labour income,Total workers
61,6604.449866390674,11220088
Period,Mean real labour income,Total workers
62,6603.469017124122,11241007
Period,Mean real labour income,Total workers
63,6693.553882277907,11262689
Period,Mean real labour income,Total workers
64,6744.0890931967615,11317568
Period,Mean real labour income,Total workers
65,6768.951501157424,11379382
Period,Mean real labour income,Total workers
66,6785.822486375192,11445122
Period,Mean real labour income,Total workers
67,6770.384653105184,11511204
Period,Mean real labour income,Total workers
68,6744.493474521647,11545445
Period,Mean real labour income,Total workers
69,6778.4984732167695,11578502
Period,Mean real labour income,Total workers
70,6809.115941332929,11632178
Period,Mean real labour income,Total workers
71,6826.549724041577,11695558
Period,Mean real labour income,Total workers
72,6865.82723489301,11761947
Period,Mean real labour income,Total workers
73,6892.949204047128,11794831
Period,Mean real labour income,Total workers
74,6934.906084658064,11799621
Period,Mean real labour income,Total workers
75,6967.331949502953,11792663
Period,Mean real labour income,Total workers
76,6997.450137954501,11838890
Period,Mean real labour income,Total workers
77,7068.1282523461,11770686
Period,Mean real labour income,Total workers
78,7080.645434349663,11850656
Period,Mean real labour income,Total workers
79,7109.266261034347,11887479
Period,Mean real labour income,Total workers
80,7156.624563772374,11927113
Period,Mean real labour income,Total workers
81,7168.430124718803,12031446
Period,Mean real labour income,Total workers
82,7200.9757677326725,12048924
Period,Mean real labour income,Total workers
83,7246.824327502454,12096729
Period,Mean real labour income,Total workers
84,7278.544233466746,12111381
Period,Mean real labour income,Total workers
85,7313.208577854575,12128004
Period,Mean real labour income,Total workers
86,7355.144766990014,12184642
Period,Mean real labour income,Total workers
87,7375.345957198501,12275140
Period,Mean real labour income,Total workers
88,7415.525608135221,12317049
Period,Mean real labour income,Total workers
89,7474.733741242221,12268165
Period,Mean real labour income,Total workers
90,7482.851295702509,12402308
Period,Mean real labour income,Total workers
91,7507.698398651865,12423830
Period,Mean real labour income,Total workers
92,7583.411184843276,12414114
Period,Mean real labour income,Total workers
93,7607.034134769794,12480347
Period,Mean real labour income,Total workers
94,7633.141500364915,12458848
Period,Mean real labour income,Total workers
