Period,Total SIPA income,Total wage-earners SIPA contributions,Total taxable income,Total gross wages,Total SAC,Total autonomous workers SIPA contributions,Total monotributo SIPA contributions,Monotributo integrated tax
68,23463349.7105291,22744949.2091499,79454742.672196,69725462.041482,11620910.340247,465771.965498933,178685.361598646,105633.106116641
69,20487385.997643,19729665.7411703,69607368.8316108,69503139.0239148,0,501499.74146379,182262.546914829,105654.240134404
70,23291608.9993627,22552954.8693447,78804575.8623728,69155687.7942643,11525947.9657107,474405.689253363,186514.597798973,111048.347093793
71,20509849.6677565,19751281.9858265,69644894.163728,69531431.0113546,0,484246.817298876,196035.683004245,111835.973752689
72,23691986.8265852,22934253.0560801,80105190.5844893,70304320.0814192,11717386.6802365,490515.875225812,190392.740358752,109750.221315027
73,20881453.7097055,20086393.8874938,70847886.1138271,70742307.8411796,0,524337.400241453,192132.904776243,112270.738848513
74,24083277.7347132,23307894.6187803,81396627.4724502,71455395.4360044,11909232.5726674,505631.000965042,191637.352037928,111592.518471258
75,21095834.5656766,20346313.005579,71718110.7321781,71612498.0956365,0,488069.80811076,186052.851682542,107712.714720534
76,24093719.7463489,23323833.6770623,81442919.2035803,71471416.8575677,11911902.8095946,502267.697006596,190837.986870613,109686.264870637
77,21147917.1047424,20360386.9768322,71786265.9726763,71667992.2094796,0,512297.528796858,196803.258951999,112041.914516308
78,24346492.5512229,23539869.2056198,82184001.0172632,72115380.0689847,12019230.0114974,529877.764533077,197544.153168079,113144.897002709
79,21202896.4783316,20396779.2993776,71912550.0371354,71802689.5791436,0,527508.513259251,198650.039407025,114226.608982419
80,24398226.5242895,23603135.4437821,82387559.8586874,72306660.208312,12051110.0347187,507503.775619012,204638.858496526,118497.780559748
81,21674922.948009,20860030.7902236,73524274.3957925,73412003.206811,0,527349.974585807,204953.434857309,117983.926203217
82,24944811.4039278,24156723.0661651,84340755.8592178,74022661.3842178,12337110.230703,507816.950627743,200225.13697754,114351.785939286
83,21887674.4966642,21127373.3846388,74499124.9442538,74386553.404894,0,481812.936098964,199987.744929969,112143.472852147
84,25026491.0213435,24249297.9626996,84606652.6025379,74252698.4238206,12375449.7373034,493084.271247057,203550.90409427,115082.690432286
85,21942135.879941,21124154.6553489,74424373.2124032,74314453.6105666,0,536929.449622367,201996.504243825,112936.101037078
86,25013042.4726432,24193267.7188647,84410545.1210308,74076568.6845343,12346094.7807557,538134.270520356,202395.827901049,113206.650510237
87,22113598.626901,21300567.9446985,75068586.0048485,74947407.7186566,0,528515.986132316,204138.160359191,114823.622444221
88,25285678.7936428,24459181.9940646,85359059.7387579,74902580.4348679,12483763.4058113,540761.311239205,205155.721026244,115113.953303989
89,22229071.616375,21357692.9917123,75267728.4464239,75157552.4158151,0,592357.513191346,201107.93184036,111304.542330011
90,25387725.2784272,24516335.5152027,85575458.6472621,75096022.2460344,12516003.7076724,575155.024151923,213259.263823955,118536.393212267
91,22363612.0675124,21473802.3145506,75697594.3294009,75575104.3833505,0,595960.211943302,211277.393791032,117960.210324983
92,25526101.7091826,24693332.9098697,86224234.3264723,75678811.3101092,12613135.2183515,531874.535082813,215764.373005913,121614.130320313
93,22562001.9978056,21668616.7704815,76421329.8951004,76317579.24102,0,596479.084061319,211155.773881871,122500.527686937
94,25824787.3417102,24966417.4052878,87201045.570353,76532178.4276455,12755363.0712743,554043.556638596,215911.531208266,126306.92653652
95,22572689.9795722,21706094.2972803,76547664.0102471,76435803.8464994,0,563085.307898265,215171.661116227,126198.161824848
96,25990223.5542095,25103547.5296349,87628406.2753182,76905308.874226,12817551.4790377,572951.621390135,223291.158483819,129190.349572308
97,22869504.2141976,21945461.0329111,77331312.0483098,77244745.4762251,0,604416.988111367,226354.187260269,133245.722735519
98,26304096.1853559,25396253.6378742,88593309.377686,77761464.1420974,12960244.0236829,593196.310644565,223564.103076475,130117.33394378
99,23197780.9963993,22304802.6710924,78544483.5179061,78446135.4478311,0,581391.046640554,222218.74377095,127669.335564847
100,26588752.3781629,25719948.8997334,89721411.6815774,78745002.5471561,13124167.0911927,566747.610687635,216226.209733586,122613.79715471
101,23256290.8852859,22367736.809143,78738681.4261088,78632477.5931094,0,590955.819480433,213675.616611781,119889.485786722
102,26771832.695933,25845649.7793293,90133834.1007195,79101353.4921534,13183558.9153589,620532.866068871,219488.112651757,123088.482690105
103,23386067.4262374,22483972.325973,79159896.3918748,79049202.642952,0,601466.433336548,216908.590128472,119600.109713461
104,26722839.2259692,25823405.3725294,89989778.5867677,78982725.9645495,13163787.6607583,595985.196123307,218479.065154535,121385.131659876
105,23456154.6595644,22538387.5250623,79343315.4468843,79231191.9258252,0,606511.875450038,224551.217826042,123862.91603724
106,27017052.5671629,26080226.7588201,90930135.7018603,79799417.9893918,13299902.998232,636850.93373693,215551.720257287,120604.506212211
107,23673104.3772025,22710751.5771475,79918150.323687,79798925.8438441,0,649909.600776149,225488.82911341,124220.528807667
108,27224290.1938082,26284938.5786014,91596131.7160108,80394415.5066789,13399069.2511131,632485.523713254,220615.700479033,123214.844306577
109,23864592.6760565,22929263.7476273,80705587.1443732,80599918.8754532,0,617462.568799699,226741.278223388,130178.687723146
110,27356170.7629013,26402095.8572678,91934063.4798422,80698810.0758721,13449801.679312,625843.959946567,234406.88487435,134034.372589322
111,24050504.4366033,23114542.3287634,81309370.9301972,81212505.8309661,0,610729.932225974,232900.541656559,131902.334224785
112,27788440.6351183,26841418.5293746,93530749.7195633,82098960.6978493,13683160.1163082,618255.344599172,235157.949401215,133726.873919004
113,24389895.5595407,23456601.6635,82529812.0126696,82439549.7410245,0,611334.108481187,230369.285465039,130843.574420575
114,27851664.8261513,26869711.3750495,93652601.9176731,82206211.5508891,13701035.2584815,658887.918609367,231073.356513985,131417.394255004
115,24538547.4591287,23591896.9170685,83011996.0578717,82913384.8011486,0,619890.069886762,233015.340352717,133921.61688671
116,28046004.1681532,27064187.1335307,94382112.4143791,82841751.0221424,13806958.5036904,652639.560570213,234678.269802538,134998.86321399
117,24556259.0861948,23589902.759089,83050973.9980723,82941857.4171827,0,636364.183966477,237087.709055764,132720.620119429
118,27986224.9072984,27032336.2876752,94163189.4033487,82652246.3017158,13775374.3836193,623332.069959895,237697.112370346,132656.338989941
119,24412842.2379708,23468834.0088307,82477163.2285125,82360975.1027768,0,617555.834176089,234734.093590414,131026.144819438
120,28026333.185231,27081324.8549965,94248090.7514267,82715904.2621624,13785984.0436937,611356.676573444,239036.472300367,135164.544801001
121,24679614.9584195,23731029.4802893,83467401.8618829,83362268.1795944,0,610384.093915266,242777.647415106,136319.623999812
122,28563577.1742674,27660503.9869106,96406447.4495467,84621932.6594354,14103655.4432392,566566.735785667,242326.206221473,134543.207642388
123,24964473.4924124,24025223.1251691,84458376.783883,84372924.098336,0,608170.98670779,238816.31374896,131804.38112357
124,28576673.568957,27641690.8212605,96170335.4334031,84422653.7230672,14070442.2871779,597930.1136005,243517.187754845,133622.066201579
125,24934227.5015247,24001102.357845,84329936.1789451,84227657.9701181,0,601623.941832733,239516.550022934,131406.645462861
126,28750764.1183328,27796619.6146944,96757697.2045173,84932475.130024,14155412.5216707,621679.74847042,240131.714190642,131904.344253334
127,25282972.6936159,24288696.9855071,85403216.9004833,85305994.4591303,0,648985.855063192,248101.712582181,138840.200662045
128,29003349.3055991,28050752.4651897,97634792.8194081,85699348.4392506,14283224.7398751,612497.479929816,245476.59792647,135175.375075884
129,25416104.6402608,24510726.0860947,86177739.7952141,86071770.1856633,0,572114.800279241,240056.394922165,133153.369949477
130,29039563.3402855,28039395.9567625,97608872.6474652,85679411.971936,14279901.9953227,657580.50219806,247318.812484763,136097.241200345
131,25563440.5199836,24586877.23851,86446577.0583891,86348230.4766303,0,642802.641503655,241214.419143299,132208.886895134
132,29243685.3947581,28274795.3673894,98446492.6158912,86423038.2627009,14403839.7104502,627103.223275454,247007.135827735,135399.526093635
133,25807735.7281451,24855755.3895557,87388354.2226726,87280207.5957194,0,616212.742914129,243509.244475186,131797.644571526
134,29599703.6772369,28573783.6352585,99484670.6959567,87323903.073686,14553983.8456143,687473.88746521,245790.421108981,132365.333434653
135,25880656.7286071,24826849.5378129,87281467.4707868,87180507.9723711,0,711471.96992415,247882.16349637,134932.939105254
136,29494616.8469029,28457872.7008037,99087313.0727164,86972083.0219929,14495347.1703322,685955.435660791,254509.876973485,137541.190664215
137,25938161.3342543,24898130.8172756,87527280.16588,87429838.3130781,0,695852.889539486,248340.695116155,136909.903318611
138,29617181.0147173,28567676.4376673,99484151.7409101,87315608.113427,14552601.3522378,694411.738362578,258224.766299031,138382.960554823
139,26162102.8483865,25117610.2353477,88302112.3849868,88207125.5284639,0,698554.874006089,251731.255144046,134580.691269605
140,29854266.1189721,28785288.5578779,100215939.350882,87981206.9732036,14663534.4955339,717347.852752242,254761.932340102,138382.537145462
141,26001163.1095997,24945189.6072737,87714834.3000149,87629621.7773366,0,702478.039328528,255473.129954537,140031.904347167
142,30069202.0823429,29055234.7696359,101204270.756804,88832910.7422758,14805485.1237126,656576.756754582,258552.278839608,141197.538732479
143,26438218.6408287,25432354.1415812,89486693.9083648,89388706.8192533,0,655150.075163592,254830.028430207,136977.708076696
144,30155974.3520002,29130749.6525275,101572884.352894,89160269.8726962,14860044.9787827,677814.126143907,251564.605933398,136922.810564824
145,26524573.7186086,25473717.8626855,89691108.3408502,89597234.4600869,0,697711.709103752,254986.090828112,140225.794273233
146,30360807.1003618,29301829.1214298,102146129.522238,89672608.2264591,14945434.7044099,713383.662593227,250589.273064756,135721.490391359
147,26515151.5744318,25444190.147858,89584025.8874203,89490924.594778,0,733247.515182944,245437.442321303,131823.527242152
148,30566112.2937484,29537554.7513776,103007121.423581,90426148.3803142,15071024.7300524,682039.794694373,250712.044948089,136865.289611962
149,26692388.8427535,25671054.4084841,90332812.2816966,90232780.7310037,0,673957.797555838,251943.376168758,136333.229349775
150,30398970.6034336,29393363.0383636,102425983.781854,89917255.5235885,14986209.2539314,667617.338175293,246472.963025843,130738.948384152
151,26468059.3426111,25422522.8346268,89413408.4366916,89322008.5266305,0,685974.482132372,262308.364636865,138933.801735715
152,30521226.553124,29443519.7246904,102549562.555566,90024203.4534718,15004033.908912,715297.924118196,263198.115477719,141729.698339589
