Period,Mean real labour income,Total workers
49,6377.1885885397905,11071002
Period,Mean real labour income,Total workers
50,6707.412091764375,11090927
Period,Mean real labour income,Total workers
51,6983.550793825222,11034515
Period,Mean real labour income,Total workers
52,6947.563015944383,11081085
Period,Mean real labour income,Total workers
53,6551.738489020526,11090082
Period,Mean real labour income,Total workers
54,6353.344117909633,11128369
Period,Mean real labour income,Total workers
55,6398.349596565184,11222938
Period,Mean real labour income,Total workers
56,6478.851910423711,11266005
Period,Mean real labour income,Total workers
57,6551.872287788049,11075970
Period,Mean real labour income,Total workers
58,6535.812565669574,11044623
Period,Mean real labour income,Total workers
59,6697.925584401165,11130318
Period,Mean real labour income,Total workers
60,6712.146056464026,11167698
Period,Mean real labour income,Total workers
61,6604.449866390624,11220088
Period,Mean real labour income,Total workers
62,6603.469017124174,11241007
Period,Mean real labour income,Total workers
63,6689.478292415396,11267377
Period,Mean real labour income,Total workers
64,6716.03613782346,11323905
Period,Mean real labour income,Total workers
65,6715.92625991396,11376705
Period,Mean real labour income,Total workers
66,6704.855679389002,11434211
Period,Mean real labour income,Total workers
67,6656.921861767601,11479761
Period,Mean real labour income,Total workers
68,6654.592674605959,11517693
Period,Mean real labour income,Total workers
69,6661.803541985034,11530688
Period,Mean real labour income,Total workers
70,6668.2213862421095,11522432
Period,Mean real labour income,Total workers
71,6609.6367732725685,11591729
Period,Mean real labour income,Total workers
72,6624.217737262979,11579597
Period,Mean real labour income,Total workers
73,6598.538635227375,11618910
Period,Mean real labour income,Total workers
74,6600.200070297254,11610055
Period,Mean real labour income,Total workers
75,6619.877674174167,11633773
Period,Mean real labour income,Total workers
76,6600.207194136273,11677019
Period,Mean real labour income,Total workers
77,6614.598898027644,11681042
Period,Mean real labour income,Total workers
78,6609.898007495624,11611832
Period,Mean real labour income,Total workers
79,6598.14358202877,11600054
Period,Mean real labour income,Total workers
80,6569.61674367653,11722975
Period,Mean real labour income,Total workers
81,6594.51075588422,11747578
Period,Mean real labour income,Total workers
82,6575.390617334264,11721498
Period,Mean real labour income,Total workers
83,6549.962691546235,11765074
Period,Mean real labour income,Total workers
84,6546.526290777917,11812199
Period,Mean real labour income,Total workers
85,6542.161990201142,11832340
Period,Mean real labour income,Total workers
86,6576.275123589597,11811081
Period,Mean real labour income,Total workers
87,6559.168573438656,11814099
Period,Mean real labour income,Total workers
88,6560.683709677489,11856276
Period,Mean real labour income,Total workers
89,6531.777850712422,11869809
Period,Mean real labour income,Total workers
90,6494.884485634137,11886499
Period,Mean real labour income,Total workers
91,6490.556909848929,11984072
Period,Mean real labour income,Total workers
92,6518.947356375243,11952247
Period,Mean real labour income,Total workers
93,6526.713347288037,11983941
Period,Mean real labour income,Total workers
94,6535.946416366054,12019406
Period,Mean real labour income,Total workers
