Period,Mean real labour income,Total workers
47,6027.797817448087,11029164
Period,Mean real labour income,Total workers
48,6138.626078792467,11204411
Period,Mean real labour income,Total workers
49,6353.668407579574,10990578
Period,Mean real labour income,Total workers
50,6691.1046112911245,11001478
Period,Mean real labour income,Total workers
51,6974.394599213255,11063214
Period,Mean real labour income,Total workers
52,6937.261923131147,11068313
Period,Mean real labour income,Total workers
53,6524.3570616598045,11072695
Period,Mean real labour income,Total workers
54,6333.818531128706,11091712
Period,Mean real labour income,Total workers
55,6398.887289952824,11230660
Period,Mean real labour income,Total workers
56,6495.251812950514,11226079
Period,Mean real labour income,Total workers
57,6558.004829225716,11121306
Period,Mean real labour income,Total workers
58,6544.451937246982,11089020
Period,Mean real labour income,Total workers
59,6699.296225285962,11088834
Period,Mean real labour income,Total workers
60,6720.472653617031,11153734
Period,Mean real labour income,Total workers
61,6589.937670971609,11210180
Period,Mean real labour income,Total workers
62,6575.208729683737,11285276
Period,Mean real labour income,Total workers
63,6671.292958603076,11322822
Period,Mean real labour income,Total workers
64,6681.322027079466,11352196
Period,Mean real labour income,Total workers
65,6689.2597074695595,11387513
Period,Mean real labour income,Total workers
66,6712.91887710318,11386935
Period,Mean real labour income,Total workers
67,6727.274374875689,11395370
Period,Mean real labour income,Total workers
68,6764.03453831728,11441934
Period,Mean real labour income,Total workers
69,6773.635801017797,11485073
Period,Mean real labour income,Total workers
70,6796.820384544904,11539799
Period,Mean real labour income,Total workers
71,6817.334973044128,11601969
Period,Mean real labour income,Total workers
72,6839.575904110813,11600730
Period,Mean real labour income,Total workers
73,6873.359821034287,11650041
Period,Mean real labour income,Total workers
74,6897.710841291137,11607062
Period,Mean real labour income,Total workers
75,6892.803350293267,11659170
Period,Mean real labour income,Total workers
76,6929.911683307654,11772621
Period,Mean real labour income,Total workers
77,6962.176694284443,11780370
Period,Mean real labour income,Total workers
78,6985.932202312426,11833470
Period,Mean real labour income,Total workers
79,7013.586302441019,11894808
Period,Mean real labour income,Total workers
80,7042.028165480642,11894216
Period,Mean real labour income,Total workers
81,7031.1757246435,11933674
Period,Mean real labour income,Total workers
82,7046.391549182435,11937434
Period,Mean real labour income,Total workers
83,7019.053875546952,12035668
Period,Mean real labour income,Total workers
84,7017.3403593497205,12127849
Period,Mean real labour income,Total workers
85,7068.233248394003,12128993
Period,Mean real labour income,Total workers
86,7100.84113136037,12148813
Period,Mean real labour income,Total workers
87,7100.390858865284,12192978
Period,Mean real labour income,Total workers
88,7103.746075784016,12223264
Period,Mean real labour income,Total workers
89,7141.375992492242,12245818
Period,Mean real labour income,Total workers
90,7180.092653086796,12207999
Period,Mean real labour income,Total workers
91,7167.524068505386,12286384
Period,Mean real labour income,Total workers
92,7180.37806988462,12305351
Period,Mean real labour income,Total workers
93,7217.930292328653,12280577
Period,Mean real labour income,Total workers
94,7212.776953712466,12375218
Period,Mean real labour income,Total workers
95,7235.091007459274,12376938
Period,Mean real labour income,Total workers
96,7256.661188275085,12340724
Period,Mean real labour income,Total workers
97,7279.428944289034,12436360
Period,Mean real labour income,Total workers
98,7258.659654873382,12459609
Period,Mean real labour income,Total workers
99,7279.889564189216,12454783
Period,Mean real labour income,Total workers
100,7334.1829352255745,12435658
Period,Mean real labour income,Total workers
101,7369.581197958801,12407768
Period,Mean real labour income,Total workers
102,7355.522107789111,12507086
Period,Mean real labour income,Total workers
103,7372.691514276145,12523175
Period,Mean real labour income,Total workers
104,7395.568587061348,12572142
Period,Mean real labour income,Total workers
105,7395.170428383407,12580881
Period,Mean real labour income,Total workers
106,7428.11182610578,12569269
Period,Mean real labour income,Total workers
107,7445.127600269226,12627558
Period,Mean real labour income,Total workers
108,7445.427632145878,12685739
Period,Mean real labour income,Total workers
109,7505.536181747743,12651902
Period,Mean real labour income,Total workers
110,7529.682106577894,12770448
Period,Mean real labour income,Total workers
111,7548.764653826748,12704647
Period,Mean real labour income,Total workers
112,7571.845050556027,12712548
Period,Mean real labour income,Total workers
113,7569.912240619699,12746497
Period,Mean real labour income,Total workers
114,7618.822761450679,12660724
Period,Mean real labour income,Total workers
115,7597.794732601101,12739604
Period,Mean real labour income,Total workers
116,7607.006954321775,12810218
Period,Mean real labour income,Total workers
117,7618.731763333647,12859514
Period,Mean real labour income,Total workers
118,7642.216624570539,12825663
Period,Mean real labour income,Total workers
119,7674.8666569855295,12833070
Period,Mean real labour income,Total workers
120,7674.516477861,12848958
Period,Mean real labour income,Total workers
121,7707.441523593817,12789878
Period,Mean real labour income,Total workers
122,7708.021425307224,12812061
Period,Mean real labour income,Total workers
123,7710.903782180328,12837055
Period,Mean real labour income,Total workers
124,7694.03298287535,12841665
Period,Mean real labour income,Total workers
125,7689.391345355581,12904215
Period,Mean real labour income,Total workers
126,7693.858268784688,12902325
Period,Mean real labour income,Total workers
127,7722.486818540459,12895779
Period,Mean real labour income,Total workers
128,7743.372086267475,12925891
Period,Mean real labour income,Total workers
129,7742.401197776546,12928703
Period,Mean real labour income,Total workers
130,7759.650132876936,12956427
Period,Mean real labour income,Total workers
131,7779.2511325291625,12882560
Period,Mean real labour income,Total workers
132,7790.905785915853,12950971
Period,Mean real labour income,Total workers
133,7805.358737909394,12971843
Period,Mean real labour income,Total workers
134,7817.619276418579,12965823
Period,Mean real labour income,Total workers
135,7794.972463215647,12953900
Period,Mean real labour income,Total workers
136,7839.11827924235,12942666
Period,Mean real labour income,Total workers
137,7877.369449989876,12908580
Period,Mean real labour income,Total workers
138,7867.734598899523,12942636
Period,Mean real labour income,Total workers
139,7905.847355938909,12909995
Period,Mean real labour income,Total workers
140,7898.681892021365,12924551
Period,Mean real labour income,Total workers
141,7899.014168893267,12922326
Period,Mean real labour income,Total workers
142,7925.870743754071,12933573
Period,Mean real labour income,Total workers
143,7912.731111603774,13026511
Period,Mean real labour income,Total workers
144,7966.1899815995175,12947874
Period,Mean real labour income,Total workers
145,7969.91511560993,12961057
Period,Mean real labour income,Total workers
146,7960.991969539469,12950722
Period,Mean real labour income,Total workers
147,7994.749556858216,12995916
Period,Mean real labour income,Total workers
148,8029.182801002912,12997180
Period,Mean real labour income,Total workers
149,8035.82990499314,13011431
Period,Mean real labour income,Total workers
150,8029.460987390801,13071850
Period,Mean real labour income,Total workers
151,8052.724121012377,13072879
Period,Mean real labour income,Total workers
152,8029.492957212442,13037656
