Period,Mean real labour income,Total workers
49,6377.1885885397905,11071002
Period,Mean real labour income,Total workers
50,6707.412091764375,11090927
Period,Mean real labour income,Total workers
51,6983.550793825222,11034515
Period,Mean real labour income,Total workers
52,6947.563015944383,11081085
Period,Mean real labour income,Total workers
53,6551.738489020526,11090082
Period,Mean real labour income,Total workers
54,6353.344117909633,11128369
Period,Mean real labour income,Total workers
55,6398.349596565184,11222938
Period,Mean real labour income,Total workers
56,6478.851910423711,11266005
Period,Mean real labour income,Total workers
57,6551.805082683104,11075974
Period,Mean real labour income,Total workers
58,6540.075388650309,11044623
Period,Mean real labour income,Total workers
59,6701.272072254877,11127125
Period,Mean real labour income,Total workers
60,6711.019789123183,11167484
Period,Mean real labour income,Total workers
61,6603.971996698246,11221756
Period,Mean real labour income,Total workers
62,6604.744150415751,11245073
Period,Mean real labour income,Total workers
63,6689.501717717994,11267697
Period,Mean real labour income,Total workers
64,6721.89909833529,11319635
Period,Mean real labour income,Total workers
65,6749.351460085153,11379403
Period,Mean real labour income,Total workers
66,6743.639839224414,11434686
Period,Mean real labour income,Total workers
67,6711.846138841402,11490447
Period,Mean real labour income,Total workers
68,6708.789098311214,11518674
Period,Mean real labour income,Total workers
69,6700.0469374180775,11529000
Period,Mean real labour income,Total workers
70,6677.869676962815,11594288
Period,Mean real labour income,Total workers
71,6708.5637076901585,11544499
Period,Mean real labour income,Total workers
72,6735.914883023717,11636272
Period,Mean real labour income,Total workers
73,6773.921724940676,11612991
Period,Mean real labour income,Total workers
74,6762.4030617565,11708720
Period,Mean real labour income,Total workers
75,6751.415651354526,11728917
Period,Mean real labour income,Total workers
76,6763.634896287022,11704800
Period,Mean real labour income,Total workers
77,6774.616692452491,11722037
Period,Mean real labour income,Total workers
78,6828.922631929282,11657310
Period,Mean real labour income,Total workers
79,6831.199934937819,11773884
Period,Mean real labour income,Total workers
80,6826.6664079771635,11815259
Period,Mean real labour income,Total workers
81,6847.532992771597,11852559
Period,Mean real labour income,Total workers
82,6873.242433963335,11796351
Period,Mean real labour income,Total workers
83,6874.306593498198,11915358
Period,Mean real labour income,Total workers
84,6902.392357861084,11897591
Period,Mean real labour income,Total workers
85,6939.070831860864,11903122
Period,Mean real labour income,Total workers
86,6954.671925587062,11921896
Period,Mean real labour income,Total workers
87,6950.675479834051,11977938
Period,Mean real labour income,Total workers
88,6963.831337599587,11978507
Period,Mean real labour income,Total workers
89,6956.006702606234,12020514
Period,Mean real labour income,Total workers
90,6976.178996287448,12033042
Period,Mean real labour income,Total workers
91,6992.530180223543,11997412
Period,Mean real labour income,Total workers
92,7010.000924071736,12095490
Period,Mean real labour income,Total workers
93,7020.27015333816,12135258
Period,Mean real labour income,Total workers
94,7039.83411577244,12171368
Period,Mean real labour income,Total workers
