Period,Mean real labour income,Total workers
51,6857.323512656377,11181799
Period,Mean real labour income,Total workers
52,6843.476135172954,11070043
Period,Mean real labour income,Total workers
53,6456.870035533134,11045386
Period,Mean real labour income,Total workers
54,6268.211883563708,11038152
Period,Mean real labour income,Total workers
55,6262.908847715512,11140634
Period,Mean real labour income,Total workers
56,6342.658677035896,11121543
Period,Mean real labour income,Total workers
57,6370.389327372666,11017562
Period,Mean real labour income,Total workers
58,6366.082823903274,10994478
Period,Mean real labour income,Total workers
59,6630.065019712577,11041691
Period,Mean real labour income,Total workers
60,6668.684527340918,11026997
Period,Mean real labour income,Total workers
61,6548.086593101291,11044893
Period,Mean real labour income,Total workers
62,6501.655379788117,11228019
Period,Mean real labour income,Total workers
63,6603.792978594746,11272690
Period,Mean real labour income,Total workers
64,6662.6715604578785,11233008
Period,Mean real labour income,Total workers
65,6673.464907283508,11278488
Period,Mean real labour income,Total workers
66,6676.152239516363,11371725
Period,Mean real labour income,Total workers
67,6699.434629600462,11442735
Period,Mean real labour income,Total workers
68,6765.288779799022,11425701
Period,Mean real labour income,Total workers
69,6756.83099806541,11504349
Period,Mean real labour income,Total workers
70,6783.563052349237,11538713
Period,Mean real labour income,Total workers
71,6843.284401278195,11559547
Period,Mean real labour income,Total workers
72,6891.564045540877,11532112
Period,Mean real labour income,Total workers
73,6918.748431712316,11592441
Period,Mean real labour income,Total workers
74,7001.148116265627,11552022
Period,Mean real labour income,Total workers
75,7031.63170165022,11606231
Period,Mean real labour income,Total workers
76,7094.570062993322,11651479
Period,Mean real labour income,Total workers
77,7113.747085890548,11679453
Period,Mean real labour income,Total workers
78,7136.6342055899195,11790396
Period,Mean real labour income,Total workers
79,7158.054370670327,11890887
Period,Mean real labour income,Total workers
80,7201.148929125867,11965355
Period,Mean real labour income,Total workers
81,7278.352545844048,11962995
Period,Mean real labour income,Total workers
82,7313.185518462733,11953515
Period,Mean real labour income,Total workers
83,7344.803820618794,11976110
Period,Mean real labour income,Total workers
84,7396.596075947771,12024666
Period,Mean real labour income,Total workers
85,7432.010815593433,12031029
Period,Mean real labour income,Total workers
86,7488.97953450246,12043665
Period,Mean real labour income,Total workers
87,7522.41456054824,12115063
Period,Mean real labour income,Total workers
88,7549.158712997494,12186383
Period,Mean real labour income,Total workers
89,7580.702440086987,12196253
Period,Mean real labour income,Total workers
90,7656.5460747354255,12302832
Period,Mean real labour income,Total workers
91,7669.169234003128,12299143
Period,Mean real labour income,Total workers
92,7724.5694088998835,12313255
Period,Mean real labour income,Total workers
93,7746.691592579106,12267610
Period,Mean real labour income,Total workers
94,7797.4355463707525,12340696
Period,Mean real labour income,Total workers
95,7792.791996903813,12390414
Period,Mean real labour income,Total workers
96,7834.281328513146,12465778
Period,Mean real labour income,Total workers
97,7899.125894052134,12467783
Period,Mean real labour income,Total workers
98,7924.9322209331285,12503070
Period,Mean real labour income,Total workers
99,7992.55669776396,12535160
Period,Mean real labour income,Total workers
100,8035.282934847478,12542917
Period,Mean real labour income,Total workers
101,8052.479478641105,12609948
Period,Mean real labour income,Total workers
102,8095.630765088489,12625446
Period,Mean real labour income,Total workers
103,8119.255739317957,12770934
Period,Mean real labour income,Total workers
104,8160.733298057409,12804252
Period,Mean real labour income,Total workers
105,8221.055312710798,12809950
Period,Mean real labour income,Total workers
106,8253.80918491095,12798611
Period,Mean real labour income,Total workers
107,8291.910153133078,12878845
Period,Mean real labour income,Total workers
108,8363.529991175375,12802071
Period,Mean real labour income,Total workers
109,8350.722693589003,12930267
Period,Mean real labour income,Total workers
110,8387.086795218065,12922564
