Period,Mean real labour income,Total workers
51,6857.323512656377,11181799
Period,Mean real labour income,Total workers
52,6843.476135172954,11070043
Period,Mean real labour income,Total workers
53,6456.870035533134,11045386
Period,Mean real labour income,Total workers
54,6268.211883563708,11038152
Period,Mean real labour income,Total workers
55,6262.908847715512,11140634
Period,Mean real labour income,Total workers
56,6342.658677035896,11121543
Period,Mean real labour income,Total workers
57,6370.389327372666,11017562
Period,Mean real labour income,Total workers
58,6366.082823903274,10994478
Period,Mean real labour income,Total workers
59,6625.436554086874,11033657
Period,Mean real labour income,Total workers
60,6663.245183176803,11012368
Period,Mean real labour income,Total workers
61,6537.984550357451,11027356
Period,Mean real labour income,Total workers
62,6484.336035886923,11212929
Period,Mean real labour income,Total workers
63,6586.644873515605,11248531
Period,Mean real labour income,Total workers
64,6631.856691208735,11187851
Period,Mean real labour income,Total workers
65,6626.7284076686565,11236617
Period,Mean real labour income,Total workers
66,6618.287231811854,11332635
Period,Mean real labour income,Total workers
67,6619.219695325055,11422865
Period,Mean real labour income,Total workers
68,6674.17580534633,11413235
Period,Mean real labour income,Total workers
69,6677.540045410709,11497202
Period,Mean real labour income,Total workers
70,6695.408398651631,11522885
Period,Mean real labour income,Total workers
71,6709.817553492236,11516928
Period,Mean real labour income,Total workers
72,6733.853943247515,11460220
Period,Mean real labour income,Total workers
73,6754.572414953286,11491811
Period,Mean real labour income,Total workers
74,6781.631253633841,11566679
Period,Mean real labour income,Total workers
75,6809.229149088935,11525913
Period,Mean real labour income,Total workers
76,6839.024003613147,11561314
Period,Mean real labour income,Total workers
77,6856.70081881403,11602030
Period,Mean real labour income,Total workers
78,6863.091130883455,11688358
Period,Mean real labour income,Total workers
79,6880.25902353404,11759302
Period,Mean real labour income,Total workers
80,6896.6666091332245,11790843
Period,Mean real labour income,Total workers
81,6890.891377946256,11756450
Period,Mean real labour income,Total workers
82,6901.818797751674,11816863
Period,Mean real labour income,Total workers
83,6942.442472021353,11870387
Period,Mean real labour income,Total workers
84,6970.372631587308,11988807
Period,Mean real labour income,Total workers
85,6992.1966274314245,11991798
Period,Mean real labour income,Total workers
86,7010.761063011244,12023939
Period,Mean real labour income,Total workers
87,7049.442211288712,12058348
Period,Mean real labour income,Total workers
88,7083.976191331275,12080429
Period,Mean real labour income,Total workers
89,7073.356757473086,12145151
Period,Mean real labour income,Total workers
90,7082.291590352167,12204016
Period,Mean real labour income,Total workers
91,7091.582770554317,12268866
Period,Mean real labour income,Total workers
92,7114.628016005926,12265457
Period,Mean real labour income,Total workers
93,7116.703061928637,12237977
Period,Mean real labour income,Total workers
94,7123.105109445164,12277868
Period,Mean real labour income,Total workers
95,7148.546601994973,12278936
Period,Mean real labour income,Total workers
96,7173.86314028784,12337228
Period,Mean real labour income,Total workers
97,7213.981631473832,12361495
Period,Mean real labour income,Total workers
98,7236.15565044024,12351923
Period,Mean real labour income,Total workers
99,7261.325206752831,12395372
Period,Mean real labour income,Total workers
100,7292.174349289297,12411132
Period,Mean real labour income,Total workers
101,7318.724870918801,12370555
Period,Mean real labour income,Total workers
102,7325.68155389852,12468362
Period,Mean real labour income,Total workers
103,7332.632281861313,12455293
Period,Mean real labour income,Total workers
104,7331.158335874137,12552917
Period,Mean real labour income,Total workers
105,7378.672791173863,12528803
Period,Mean real labour income,Total workers
106,7379.478805847451,12645754
Period,Mean real labour income,Total workers
107,7423.762467781155,12664885
Period,Mean real labour income,Total workers
108,7472.673835319042,12666402
Period,Mean real labour income,Total workers
109,7481.838862657183,12651599
Period,Mean real labour income,Total workers
110,7496.171495968751,12716323
