Period,Mean real labour income,Total workers
51,6857.323512656377,11181799
Period,Mean real labour income,Total workers
52,6843.476135172954,11070043
Period,Mean real labour income,Total workers
53,6456.870035533134,11045386
Period,Mean real labour income,Total workers
54,6268.211883563708,11038152
Period,Mean real labour income,Total workers
55,6262.908847715512,11140634
Period,Mean real labour income,Total workers
56,6342.658677035896,11121543
Period,Mean real labour income,Total workers
57,6370.389327372666,11017562
Period,Mean real labour income,Total workers
58,6366.082823903274,10994478
Period,Mean real labour income,Total workers
59,6621.953452196825,11030000
Period,Mean real labour income,Total workers
60,6655.10097937721,11007151
Period,Mean real labour income,Total workers
61,6529.235471893184,11024599
Period,Mean real labour income,Total workers
62,6472.3251923415755,11194894
Period,Mean real labour income,Total workers
63,6567.288788822374,11229117
Period,Mean real labour income,Total workers
64,6598.757452173355,11167209
Period,Mean real labour income,Total workers
65,6574.0485235727665,11225406
Period,Mean real labour income,Total workers
66,6545.544204287699,11319776
Period,Mean real labour income,Total workers
67,6532.346313447921,11367106
Period,Mean real labour income,Total workers
68,6551.86914569574,11335396
Period,Mean real labour income,Total workers
69,6524.925094426206,11410814
Period,Mean real labour income,Total workers
70,6514.096740256158,11433257
Period,Mean real labour income,Total workers
71,6531.826595999161,11451133
Period,Mean real labour income,Total workers
72,6533.401787193693,11461925
Period,Mean real labour income,Total workers
73,6573.920957541405,11453216
Period,Mean real labour income,Total workers
74,6555.604799567161,11529649
Period,Mean real labour income,Total workers
75,6550.60734565261,11584255
Period,Mean real labour income,Total workers
76,6574.968776880889,11567783
Period,Mean real labour income,Total workers
77,6588.559954477995,11584097
Period,Mean real labour income,Total workers
78,6597.414623852393,11578978
Period,Mean real labour income,Total workers
79,6626.786891548298,11615780
Period,Mean real labour income,Total workers
80,6584.562369634813,11675462
Period,Mean real labour income,Total workers
81,6603.731219198073,11705072
Period,Mean real labour income,Total workers
82,6563.300329392283,11789838
Period,Mean real labour income,Total workers
83,6572.975854542925,11792849
Period,Mean real labour income,Total workers
84,6583.559920625789,11806434
Period,Mean real labour income,Total workers
85,6596.594680064254,11859275
Period,Mean real labour income,Total workers
86,6596.434742113054,11846487
Period,Mean real labour income,Total workers
87,6587.9647742788775,11882822
Period,Mean real labour income,Total workers
88,6610.5957198984315,11916320
Period,Mean real labour income,Total workers
89,6600.68342262944,11961884
Period,Mean real labour income,Total workers
90,6609.468696788007,12019491
Period,Mean real labour income,Total workers
91,6592.648796832057,12075589
Period,Mean real labour income,Total workers
92,6614.609639675635,12098560
Period,Mean real labour income,Total workers
93,6606.506940214002,12123891
Period,Mean real labour income,Total workers
94,6603.392497747359,12111879
Period,Mean real labour income,Total workers
95,6625.422281560831,12162407
Period,Mean real labour income,Total workers
96,6626.128867888501,12151445
Period,Mean real labour income,Total workers
97,6597.13187585215,12176508
Period,Mean real labour income,Total workers
98,6587.530985687221,12230108
Period,Mean real labour income,Total workers
99,6610.078711243877,12219699
Period,Mean real labour income,Total workers
100,6619.945232443606,12211701
Period,Mean real labour income,Total workers
101,6621.9692845701,12312695
Period,Mean real labour income,Total workers
102,6625.810036308968,12310242
Period,Mean real labour income,Total workers
103,6628.961786008514,12298930
Period,Mean real labour income,Total workers
104,6630.833010030211,12332433
Period,Mean real labour income,Total workers
105,6606.854263473955,12386655
Period,Mean real labour income,Total workers
106,6605.323452096794,12457880
Period,Mean real labour income,Total workers
107,6583.457412323929,12513636
Period,Mean real labour income,Total workers
108,6617.683670170607,12502112
Period,Mean real labour income,Total workers
109,6609.316650792681,12507157
Period,Mean real labour income,Total workers
110,6628.062016965385,12549831
