Period,Mean real labour income,Total workers
47,6027.797817448087,11029164
Period,Mean real labour income,Total workers
48,6138.626078792467,11204411
Period,Mean real labour income,Total workers
49,6353.668407579574,10990578
Period,Mean real labour income,Total workers
50,6691.1046112911245,11001478
Period,Mean real labour income,Total workers
51,6974.394599213255,11063214
Period,Mean real labour income,Total workers
52,6937.261923131147,11068313
Period,Mean real labour income,Total workers
53,6524.3570616598045,11072695
Period,Mean real labour income,Total workers
54,6333.818531128706,11091712
Period,Mean real labour income,Total workers
55,6398.887289952824,11230660
Period,Mean real labour income,Total workers
56,6495.251812950514,11226079
Period,Mean real labour income,Total workers
57,6557.955979655783,11120714
Period,Mean real labour income,Total workers
58,6542.6689661640285,11089267
Period,Mean real labour income,Total workers
59,6706.955163138004,11082161
Period,Mean real labour income,Total workers
60,6729.466574900171,11151304
Period,Mean real labour income,Total workers
61,6631.990628416697,11229577
Period,Mean real labour income,Total workers
62,6636.465092433161,11232496
Period,Mean real labour income,Total workers
63,6698.467267482318,11260540
Period,Mean real labour income,Total workers
64,6691.844261570786,11378024
Period,Mean real labour income,Total workers
65,6743.427080964997,11391908
Period,Mean real labour income,Total workers
66,6782.203987785405,11400432
Period,Mean real labour income,Total workers
67,6805.96159707813,11421749
Period,Mean real labour income,Total workers
68,6830.570717617225,11540238
Period,Mean real labour income,Total workers
69,6849.737139083808,11561750
Period,Mean real labour income,Total workers
70,6889.867817559781,11650033
Period,Mean real labour income,Total workers
71,6930.141053893567,11687701
Period,Mean real labour income,Total workers
72,6962.936868829627,11784362
Period,Mean real labour income,Total workers
73,7025.614755510469,11773720
Period,Mean real labour income,Total workers
74,7093.069413023576,11797301
Period,Mean real labour income,Total workers
75,7135.249720986629,11814227
Period,Mean real labour income,Total workers
76,7188.05181949644,11855375
Period,Mean real labour income,Total workers
77,7223.497679568985,11854266
Period,Mean real labour income,Total workers
78,7265.938458396691,11853516
Period,Mean real labour income,Total workers
79,7274.66213943418,11938380
Period,Mean real labour income,Total workers
80,7341.830693975817,11936694
Period,Mean real labour income,Total workers
81,7330.961059566244,12021516
Period,Mean real labour income,Total workers
82,7368.471167928757,12009619
Period,Mean real labour income,Total workers
83,7403.02744291207,12019668
Period,Mean real labour income,Total workers
84,7435.740467401778,12061533
Period,Mean real labour income,Total workers
85,7472.485689483406,12118695
Period,Mean real labour income,Total workers
86,7509.698823146979,12125708
Period,Mean real labour income,Total workers
87,7556.652652397148,12207596
Period,Mean real labour income,Total workers
88,7603.808731049675,12188360
Period,Mean real labour income,Total workers
89,7634.40980963708,12153276
Period,Mean real labour income,Total workers
90,7657.376720628173,12227234
Period,Mean real labour income,Total workers
91,7708.8437217590335,12277814
Period,Mean real labour income,Total workers
92,7755.11101044793,12362958
Period,Mean real labour income,Total workers
93,7812.512365259305,12357441
Period,Mean real labour income,Total workers
94,7834.162252614981,12412509
Period,Mean real labour income,Total workers
95,7859.184288286047,12472290
Period,Mean real labour income,Total workers
96,7906.705253231279,12507214
Period,Mean real labour income,Total workers
97,7962.230396926396,12529251
Period,Mean real labour income,Total workers
98,8014.808538175548,12598283
Period,Mean real labour income,Total workers
99,8070.988557079106,12603862
Period,Mean real labour income,Total workers
100,8110.532897753899,12648272
Period,Mean real labour income,Total workers
101,8122.494864395107,12670285
Period,Mean real labour income,Total workers
102,8128.293692150708,12704240
Period,Mean real labour income,Total workers
103,8172.23686947861,12737379
Period,Mean real labour income,Total workers
104,8202.866600580539,12782272
Period,Mean real labour income,Total workers
105,8266.622521275724,12818879
Period,Mean real labour income,Total workers
106,8312.233494601986,12838374
Period,Mean real labour income,Total workers
107,8327.106686975814,12901546
Period,Mean real labour income,Total workers
108,8397.874939893334,12872071
Period,Mean real labour income,Total workers
109,8455.467636529424,12898732
Period,Mean real labour income,Total workers
110,8493.338119585795,12941826
Period,Mean real labour income,Total workers
111,8492.369144041562,13058416
Period,Mean real labour income,Total workers
112,8547.187424645967,13037663
Period,Mean real labour income,Total workers
113,8581.445750036592,12985150
Period,Mean real labour income,Total workers
114,8612.480087685697,13024759
Period,Mean real labour income,Total workers
115,8643.143641475088,13037332
Period,Mean real labour income,Total workers
116,8677.659252278349,13013828
Period,Mean real labour income,Total workers
117,8757.318911919465,13007088
Period,Mean real labour income,Total workers
118,8775.986633225946,13039720
Period,Mean real labour income,Total workers
119,8754.654608694122,13105444
Period,Mean real labour income,Total workers
120,8814.594857066208,13032994
Period,Mean real labour income,Total workers
121,8823.230532187556,13095029
Period,Mean real labour income,Total workers
122,8853.94734260849,13134130
Period,Mean real labour income,Total workers
123,8904.86484862525,13128359
Period,Mean real labour income,Total workers
124,8931.143834203645,13170271
Period,Mean real labour income,Total workers
125,8969.387771152271,13181143
Period,Mean real labour income,Total workers
126,8985.691814152362,13148283
Period,Mean real labour income,Total workers
127,9025.533962927757,13150195
Period,Mean real labour income,Total workers
128,9057.193344387902,13119162
Period,Mean real labour income,Total workers
129,9117.36426321801,13157367
Period,Mean real labour income,Total workers
130,9125.096817619607,13174078
Period,Mean real labour income,Total workers
131,9151.90969191181,13087167
Period,Mean real labour income,Total workers
132,9183.95128361807,13118312
Period,Mean real labour income,Total workers
133,9200.244658072857,13101660
Period,Mean real labour income,Total workers
134,9244.461298078908,13106477
Period,Mean real labour income,Total workers
135,9240.984832790493,13210063
Period,Mean real labour income,Total workers
136,9296.082802143832,13127441
Period,Mean real labour income,Total workers
137,9313.170970888143,13176936
Period,Mean real labour income,Total workers
138,9373.839924248376,13113061
Period,Mean real labour income,Total workers
139,9410.341108563578,13062090
Period,Mean real labour income,Total workers
140,9419.895813045958,13062903
Period,Mean real labour income,Total workers
141,9451.353073007089,13108022
Period,Mean real labour income,Total workers
142,9491.367891023332,13080430
Period,Mean real labour income,Total workers
143,9505.21576969252,13114652
Period,Mean real labour income,Total workers
144,9562.24221666597,13071813
Period,Mean real labour income,Total workers
145,9612.642528094233,13116309
Period,Mean real labour income,Total workers
146,9629.14981070697,13100440
Period,Mean real labour income,Total workers
147,9658.044186537341,13113141
Period,Mean real labour income,Total workers
148,9639.178414775251,13145875
Period,Mean real labour income,Total workers
149,9693.062986263252,13173463
Period,Mean real labour income,Total workers
150,9706.772610217768,13203191
Period,Mean real labour income,Total workers
151,9759.44071200679,13165128
Period,Mean real labour income,Total workers
152,9825.110605951275,13222793
