Period,Mean real labour income,Total workers
47,6027.797817448087,11029164
Period,Mean real labour income,Total workers
48,6138.626078792467,11204411
Period,Mean real labour income,Total workers
49,6353.668407579574,10990578
Period,Mean real labour income,Total workers
50,6691.1046112911245,11001478
Period,Mean real labour income,Total workers
51,6974.394599213255,11063214
Period,Mean real labour income,Total workers
52,6937.261923131147,11068313
Period,Mean real labour income,Total workers
53,6524.3570616598045,11072695
Period,Mean real labour income,Total workers
54,6333.818531128706,11091712
Period,Mean real labour income,Total workers
55,6398.887289952824,11230660
Period,Mean real labour income,Total workers
56,6495.251812950514,11226079
Period,Mean real labour income,Total workers
57,6557.955979655783,11120714
Period,Mean real labour income,Total workers
58,6542.6689661640285,11089267
Period,Mean real labour income,Total workers
59,6707.445756931626,11060525
Period,Mean real labour income,Total workers
60,6719.549016942847,11127615
Period,Mean real labour income,Total workers
61,6612.56978961661,11187969
Period,Mean real labour income,Total workers
62,6617.96042242192,11173892
Period,Mean real labour income,Total workers
63,6674.380595879359,11178210
Period,Mean real labour income,Total workers
64,6632.043265064222,11264795
Period,Mean real labour income,Total workers
65,6665.253129497322,11273353
Period,Mean real labour income,Total workers
66,6659.985826908531,11346716
Period,Mean real labour income,Total workers
67,6657.324959541072,11315814
Period,Mean real labour income,Total workers
68,6647.189939901352,11378638
Period,Mean real labour income,Total workers
69,6665.522828055385,11404115
Period,Mean real labour income,Total workers
70,6686.536222283305,11389699
Period,Mean real labour income,Total workers
71,6713.935201759494,11402436
Period,Mean real labour income,Total workers
72,6708.473305104816,11426932
Period,Mean real labour income,Total workers
73,6742.2360271258185,11407124
Period,Mean real labour income,Total workers
74,6717.772160194475,11514411
Period,Mean real labour income,Total workers
75,6706.566320322395,11534042
Period,Mean real labour income,Total workers
76,6720.10950766211,11566262
Period,Mean real labour income,Total workers
77,6714.390116609347,11607478
Period,Mean real labour income,Total workers
78,6756.369641640304,11557644
Period,Mean real labour income,Total workers
79,6747.918207805972,11586214
Period,Mean real labour income,Total workers
80,6760.343151319106,11586038
Period,Mean real labour income,Total workers
81,6749.406635863277,11579000
Period,Mean real labour income,Total workers
82,6734.667858741727,11627292
Period,Mean real labour income,Total workers
83,6734.585308690233,11656886
Period,Mean real labour income,Total workers
84,6753.20683220406,11635669
Period,Mean real labour income,Total workers
85,6750.1074790481425,11720375
Period,Mean real labour income,Total workers
86,6779.673063442399,11666386
Period,Mean real labour income,Total workers
87,6785.687085266042,11712665
Period,Mean real labour income,Total workers
88,6789.566858348085,11767360
Period,Mean real labour income,Total workers
89,6805.479576788569,11796830
Period,Mean real labour income,Total workers
90,6817.63242122259,11783765
Period,Mean real labour income,Total workers
91,6797.594711344641,11789154
Period,Mean real labour income,Total workers
92,6778.75994094512,11850188
Period,Mean real labour income,Total workers
93,6784.029241186454,11832737
Period,Mean real labour income,Total workers
94,6808.7180427355215,11734030
Period,Mean real labour income,Total workers
95,6762.074877586195,11824037
Period,Mean real labour income,Total workers
96,6782.294193455652,11800017
Period,Mean real labour income,Total workers
97,6811.2155749610365,11781807
Period,Mean real labour income,Total workers
98,6783.270124822548,11907157
Period,Mean real labour income,Total workers
99,6791.536668304882,11876820
Period,Mean real labour income,Total workers
100,6810.221381586907,11925124
Period,Mean real labour income,Total workers
101,6797.050370169565,11927156
Period,Mean real labour income,Total workers
102,6816.192527653307,11909853
Period,Mean real labour income,Total workers
103,6791.933779011595,11924159
Period,Mean real labour income,Total workers
104,6803.287663644554,11952836
Period,Mean real labour income,Total workers
105,6806.67446188129,11901432
Period,Mean real labour income,Total workers
106,6801.556994858306,11934972
Period,Mean real labour income,Total workers
107,6780.401390066231,11976690
Period,Mean real labour income,Total workers
108,6808.509474575986,12005242
Period,Mean real labour income,Total workers
109,6846.635698733135,11917590
Period,Mean real labour income,Total workers
110,6827.361787864189,11978840
Period,Mean real labour income,Total workers
111,6832.453715063405,11954283
Period,Mean real labour income,Total workers
112,6825.95130274119,11988468
Period,Mean real labour income,Total workers
113,6829.872418411004,12018902
Period,Mean real labour income,Total workers
114,6829.79345083103,12034136
Period,Mean real labour income,Total workers
115,6823.143700110948,11985600
Period,Mean real labour income,Total workers
116,6791.542647622845,11973416
Period,Mean real labour income,Total workers
117,6773.226808677947,12058099
Period,Mean real labour income,Total workers
118,6774.643296777993,12107395
Period,Mean real labour income,Total workers
119,6782.851778655539,12143988
Period,Mean real labour income,Total workers
120,6774.7836978987825,12175916
Period,Mean real labour income,Total workers
121,6809.053988684673,12143617
Period,Mean real labour income,Total workers
122,6805.041450325128,12140555
Period,Mean real labour income,Total workers
123,6793.723363234777,12102615
Period,Mean real labour income,Total workers
124,6799.953406447231,12166813
Period,Mean real labour income,Total workers
125,6802.338780292596,12230080
Period,Mean real labour income,Total workers
126,6784.797889147878,12217003
Period,Mean real labour income,Total workers
127,6776.999394192798,12277564
Period,Mean real labour income,Total workers
128,6771.423049348521,12272305
Period,Mean real labour income,Total workers
129,6807.0462511803835,12190835
Period,Mean real labour income,Total workers
130,6820.447778066545,12259694
Period,Mean real labour income,Total workers
131,6821.027683127471,12254971
Period,Mean real labour income,Total workers
132,6832.0791535738845,12208250
Period,Mean real labour income,Total workers
133,6805.933108013042,12231950
Period,Mean real labour income,Total workers
134,6826.576335912553,12229735
Period,Mean real labour income,Total workers
135,6817.342849308673,12200142
Period,Mean real labour income,Total workers
136,6818.425142008371,12223228
Period,Mean real labour income,Total workers
137,6808.674390039549,12208872
Period,Mean real labour income,Total workers
138,6798.313976437276,12258469
Period,Mean real labour income,Total workers
139,6787.622133816413,12271112
Period,Mean real labour income,Total workers
140,6795.287536854824,12222577
Period,Mean real labour income,Total workers
141,6789.346224445436,12237281
Period,Mean real labour income,Total workers
142,6770.9713455865185,12246166
Period,Mean real labour income,Total workers
143,6779.490779978148,12187714
Period,Mean real labour income,Total workers
144,6752.774136288659,12253893
Period,Mean real labour income,Total workers
145,6717.296425523851,12336739
Period,Mean real labour income,Total workers
146,6744.002119515282,12283011
Period,Mean real labour income,Total workers
147,6756.335086924866,12289358
Period,Mean real labour income,Total workers
148,6765.504838635273,12226408
Period,Mean real labour income,Total workers
149,6754.831633213656,12254705
Period,Mean real labour income,Total workers
150,6756.727932908602,12250094
Period,Mean real labour income,Total workers
151,6723.932620667519,12323621
Period,Mean real labour income,Total workers
152,6730.818108990546,12308328
