Period,Mean_real_labour_income,Total_workers
49,6414.78904699531,10914398
50,6778.90225184158,11021763
51,7092.02100217064,11059493
52,7113.98164433727,11048388
53,6705.54599729676,11064497
54,6521.17321865806,11128156
55,6554.01964535573,11235296
56,6660.1842529205,11156745
57,6744.03429129675,11057148
58,6741.66175252587,11247506
59,6886.42921069284,11410134
60,6890.54533395775,11521898
61,6808.84926639221,11482379
62,6723.17180647536,11421402
63,6342.54075613813,11521980
64,6004.7550431554,11538154
65,5984.66038142344,11452346
66,5961.57826280046,11487356
67,5872.63427761974,11551134
68,5678.46307194578,11654899
69,5989.56764548627,11437715
70,6457.95690693803,9349141
71,6139.3965868628,9997569
72,5941.19436533605,10331133
73,5850.89195628291,10697552
74,5808.88144376629,10996118
75,5785.66500381627,11340666
76,5810.70356881453,11403072
77,5838.42321025288,11419198
78,5868.02581260456,11454301
79,5901.27595185062,11538066
80,5933.7660553823,11544758
81,5980.58749640613,11563171
82,6011.81268493071,11626858
83,6048.14843991449,11701714
84,6038.25292608211,11764700
85,6098.0242281976,11813928
86,6105.69078547365,11843189
87,6108.06244309268,11969536
88,6179.45521488882,11989408
89,6202.82044538667,11999557
90,6237.31321406564,12103168
91,6287.56576092173,12105268
92,6290.07640831994,12156007
