Period,Mean real labour income,Total workers
49,6377.1885885397905,11071002
Period,Mean real labour income,Total workers
50,6707.412091764375,11090927
Period,Mean real labour income,Total workers
51,6983.550793825222,11034515
Period,Mean real labour income,Total workers
52,6947.563015944383,11081085
Period,Mean real labour income,Total workers
53,6551.738489020526,11090082
Period,Mean real labour income,Total workers
54,6353.344117909633,11128369
Period,Mean real labour income,Total workers
55,6398.349596565184,11222938
Period,Mean real labour income,Total workers
56,6478.851910423711,11266005
Period,Mean real labour income,Total workers
57,6551.872287788049,11075970
Period,Mean real labour income,Total workers
58,6535.812565669574,11044623
Period,Mean real labour income,Total workers
59,6697.925584401165,11130318
Period,Mean real labour income,Total workers
60,6712.146056464079,11167698
Period,Mean real labour income,Total workers
61,6604.378447967613,11220437
Period,Mean real labour income,Total workers
62,6606.107818880189,11241007
Period,Mean real labour income,Total workers
63,6694.300892421381,11263506
Period,Mean real labour income,Total workers
64,6747.130957589789,11313064
Period,Mean real labour income,Total workers
65,6768.795130890456,11376943
Period,Mean real labour income,Total workers
66,6787.399604350257,11440432
Period,Mean real labour income,Total workers
67,6769.163642504729,11508884
Period,Mean real labour income,Total workers
68,6744.046094059646,11542069
Period,Mean real labour income,Total workers
69,6778.568389959609,11578656
Period,Mean real labour income,Total workers
70,6811.687223012094,11635109
Period,Mean real labour income,Total workers
71,6837.965382036423,11683538
Period,Mean real labour income,Total workers
72,6865.328404708603,11755732
Period,Mean real labour income,Total workers
73,6934.227302593531,11708069
Period,Mean real labour income,Total workers
74,6963.854030082197,11752262
Period,Mean real labour income,Total workers
75,7010.17406815438,11759832
Period,Mean real labour income,Total workers
76,7017.7864767240235,11818515
Period,Mean real labour income,Total workers
77,7067.067104050304,11865823
Period,Mean real labour income,Total workers
78,7087.179374971084,11898421
Period,Mean real labour income,Total workers
79,7133.021768189391,11889389
Period,Mean real labour income,Total workers
80,7166.756970611952,11905002
Period,Mean real labour income,Total workers
81,7156.400379493391,11988283
Period,Mean real labour income,Total workers
82,7200.7026986820365,12020312
Period,Mean real labour income,Total workers
83,7202.396027847478,12030457
Period,Mean real labour income,Total workers
84,7235.7790258815985,12059146
Period,Mean real labour income,Total workers
85,7294.381432924719,12086327
Period,Mean real labour income,Total workers
86,7333.0943271686865,12169739
Period,Mean real labour income,Total workers
87,7368.501358922875,12202141
Period,Mean real labour income,Total workers
88,7411.501270688,12235605
Period,Mean real labour income,Total workers
89,7455.234522778708,12265961
Period,Mean real labour income,Total workers
90,7486.495487964175,12335432
Period,Mean real labour income,Total workers
91,7518.471394574398,12337138
Period,Mean real labour income,Total workers
92,7531.072576358374,12366408
Period,Mean real labour income,Total workers
93,7533.6473454367,12467214
Period,Mean real labour income,Total workers
94,7601.547658530348,12453396
Period,Mean real labour income,Total workers
