Period,Mean_real_labour_income,Total_workers
49,6421.80382188919,10921644
50,6786.13483538819,11044406
51,7094.82089328529,11033276
52,7051.70669476592,11053255
53,6677.50779441193,11056328
54,6486.76481478895,11112610
55,6521.83541945801,11194364
56,6617.24643359544,11200955
57,6732.55475099859,11131472
58,6725.58191784654,11278755
59,6848.21489294141,11441722
60,6864.12219168918,11559243
61,6811.86864411163,11499225
62,6712.55529028831,11454332
63,6331.53688578529,11583591
64,6012.82687189068,11552257
65,5980.7396309251,11484302
66,5964.69692516812,11534098
67,5814.12701750829,11625552
68,5633.24553537283,11738891
69,5931.41495321902,11516006
70,6364.43420483386,9401693
71,6093.27890464604,9905628
72,6024.01145808367,10445166
73,6023.25938605303,10784959
74,6053.07747986075,11098718
75,6078.66390424907,11565270
76,6234.18426317016,11640252
77,6343.74064745071,11659076
78,6465.01061979855,11762922
79,6547.69103981239,11817213
80,6587.14133701759,11919185
81,6631.41866059352,11900509
82,6654.55003239622,11928114
83,6677.86739448206,11966543
84,6733.94172967054,12027062
85,6746.96883746282,12071136
86,6765.94484959943,12143418
87,6773.71663526057,12239128
88,6817.1195860532,12270106
89,6827.12259410407,12313093
90,6887.65147914984,12333664
91,6909.33004898995,12410578
92,6932.26593009955,12555442
93,6951.75203968668,12584323
94,6988.18729169407,12698491
95,7014.57461196647,12744700
96,7058.25151431938,12813927
97,7087.62168696076,12893639
98,7123.29813987907,12899166
99,7114.75750567623,12903091
100,7170.61288926386,13037176
101,7212.15575364523,13124881
102,7238.75163251845,13147349
103,7286.4945286306,13174953
104,7302.80238906646,13247527
105,7336.20054324927,13312435
106,7366.96089377003,13332248
107,7392.49980212426,13389427
108,7471.26285912863,13367923
109,7505.35849361359,13437519
110,7524.60037228752,13578054
111,7520.93753965072,13658472
112,7546.47152350945,13644097
113,7575.29351377375,13677641
114,7587.80773490448,13745081
115,7626.06915966766,13717111
116,7657.22101084931,13782114
117,7700.0618938884,13915643
118,7722.31109237133,13949592
119,7767.47009553473,13943655
120,7769.02509481935,13988049
121,7808.64666384943,13992399
122,7847.84283058522,14024716
123,7878.86456912796,14074177
124,7897.19517975695,14128465
125,7949.39415193189,14190557
126,7999.24629198228,14187780
127,7996.22360741619,14238421
128,8049.41413310574,14271788
129,8051.78177509285,14288755
130,8061.59967377628,14373422
131,8091.47904067612,14383855
132,8136.92851101036,14461046
133,8170.93981109478,14538226
134,8205.60147563757,14547325
135,8227.00698100497,14578808
136,8268.95495797545,14625959
137,8314.33178293743,14610163
138,8304.51042512358,14720401
139,8336.73291302967,14780571
140,8370.84166790055,14830136
141,8412.10864919109,14823341
142,8427.71361258418,14892976
143,8474.81031068301,14883562
144,8507.46269583378,14933882
145,8510.23607088776,14955604
146,8543.74091893371,14937496
147,8591.55521033537,14951363
148,8589.00637791568,15026749
149,8614.97947968286,15100217
150,8623.47981734424,15183632
151,8680.55268094113,15205167
152,8716.6430259333,15239634
