Period,Gini sedlac. all income,Gini sedlac. labour income,Gini sedlac. labour and pension income,Gini sedlac. labour and family benefits income,Decile ratio. all income,Decile ratio. labour income,Decile ratio. labour and pension income,Decile ratio. labour and familiy benefits income,Top 10%. share of all income,Top 10%. share of labour income,Top 10%. share of labour and pension income,Top 10%. share of labour and familiy benefits income,Bottom 10%. share of all income,Bottom 10%. share of labour income,Bottom 10%. share of labour and pension income,Bottom 10%. share of labour and familiy benefits income
49,0.394829149499279,0.466282652786579,0.412046768215565,0.447665883522789,7.0923860719901,12.1618714542567,8.73890491888313,9.76705046711961,0.229886950479951,0.260532889905575,0.238964160144433,0.24755411999774,0.031486932470235,0.02621727474342,0.023697852540056,0.036296089510897
50,0.393157569038148,0.439887321730189,0.405637610793011,0.432382476944565,6.91100011310985,10.1040302715419,8.02536002247353,8.61104036442593,0.22966609522748,0.252561243120454,0.236342825717694,0.243010199235155,0.034236881699976,0.028224546469641,0.025726569754122,0.039520313948544
51,0.394529501220737,0.440790510485428,0.409770398483221,0.428339853189208,6.82085139165125,10.3336073830865,8.13447255622663,8.5822595740985,0.231206906128275,0.255221729600004,0.239080851156172,0.244177799878335,0.03706216640421,0.026638308703145,0.027118062239138,0.039724473069576
52,0.397372693965062,0.444477793559299,0.411578390415805,0.430039259328648,7.0252624171211,10.9173825227836,8.58647365915595,8.62819126499786,0.231242661618502,0.253808374722502,0.238124621802409,0.244023657469362,0.036255883021774,0.028301926488296,0.027410571268519,0.040066422100053
53,0.395848389476074,0.447780011039773,0.41123178112034,0.432106918255695,6.82346426700662,10.5798339261181,8.35516312473845,8.33499996701815,0.227902261601381,0.254380507260335,0.23557228851528,0.24352156920915,0.036598562393095,0.027451229099207,0.027791340819278,0.039012089216126
54,0.396071614267121,0.447665534865733,0.411745796093998,0.432486802555759,7.00798510068107,10.9579572375581,8.24048956106532,8.6414606344514,0.227589209750674,0.253065014104874,0.235934910182795,0.24116923962364,0.037636687716209,0.028379723577963,0.027254917401874,0.042123188631877
55,0.398082424360662,0.44576901458806,0.412510550207171,0.431384164642211,6.93667265027827,10.7403039901541,8.38351482476948,8.34848648757415,0.231764503408718,0.255732236630272,0.239401076241102,0.24504008497243,0.037833306178476,0.029186960808164,0.028083164790437,0.041920499886362
56,0.389248623964416,0.444524072658265,0.407065680052525,0.425383338196076,6.79423420080898,10.4794955915701,8.2262121465483,8.35110855525472,0.218416930648925,0.242581594500521,0.228765106941891,0.227877460173397,0.036072632727686,0.027973672269748,0.026765297707927,0.040370707605982
57,0.391646107378517,0.449107433628061,0.412215557928702,0.427111975429666,6.7782188153541,10.6930591301617,8.58505718412281,8.17834686908246,0.220967404565259,0.250064685559205,0.233220720257388,0.23267763697946,0.037407307635842,0.027613125816196,0.027312296955157,0.040951297868236
58,0.389669264361503,0.449902283746158,0.408302191967954,0.430055658720093,6.73814157631832,10.9590768714902,8.33511223491455,8.51587700922006,0.221660237156326,0.247795754945018,0.232156819570514,0.232705685980026,0.036725214672262,0.028153279090471,0.027225811460868,0.040886656886559
59,0.392670467966737,0.449654289343474,0.409369816775679,0.431887742090315,6.93557763959061,11.1027164211028,8.4818175243642,8.79223611923619,0.219461560233738,0.246693380195833,0.229195348381324,0.232800348367151,0.037429173009623,0.027874793028962,0.028238092208123,0.040081161803633
60,0.385384900615621,0.44426056398056,0.403572405134326,0.424933117914491,6.7023202494047,10.8220442498022,8.14198043292218,8.38624112578008,0.215715960991314,0.240083903280004,0.225756830122803,0.225757965789712,0.038686533718506,0.030702480726966,0.02949137303342,0.042966012541991
61,0.387540925015562,0.447967411994538,0.408055262950284,0.423697664126009,6.71383964192703,11.0486950189488,8.45311559579104,8.36333015505328,0.215063713961914,0.241611301163229,0.226786893894232,0.225126449757351,0.038147747504376,0.028215766290075,0.027704169184604,0.041965377526529
62,0.386532270009701,0.44597139394117,0.405004020959847,0.426530953530431,6.72411364251241,10.9734232229348,8.38869489743043,8.41324499902241,0.216679254602449,0.244388522623214,0.226849156298028,0.229791943747005,0.038364192730802,0.029830710745883,0.028434797907376,0.042976004496988
63,0.391826766395092,0.450374310698588,0.409235861916356,0.430584842753871,6.6202661959238,10.7645806976214,8.0707147290608,8.34006663261015,0.221288203549907,0.248913861117309,0.231309304277067,0.234565472069506,0.041094723860069,0.031543557547289,0.030178197374489,0.045989986426345
64,0.395135887955774,0.449928069148251,0.411896942297329,0.431713971975781,6.67165818173508,10.5798988598906,8.32022115080975,8.51048960699445,0.223924932947645,0.257016630760354,0.233608266216948,0.243009697507572,0.039802834166848,0.030679422306246,0.030624616289821,0.042740623335852
