Period,Total_SIPA_income,Total_wage-earners_SIPA_contributions,Total_taxable_income,Total_gross_wages,Total_SAC,Total_autonomous_workers_SIPA_contributions,Total_Monotributo_SIPA_contributions,Monotributo_integrated_tax
49,18000510.6188669,17348424.3044446,61294383.3095153,61294383.3095153,0,371077.892968079,186193.971362136,135449.214417351
50,22157499.2341788,21420846.3579256,75698211.0792046,64884180.9250325,10814030.1541721,449590.592220506,181303.384351026,151084.142402353
51,20233959.3615849,19481047.9018705,68948168.7444157,68948168.7444157,0,479075.444673333,169295.89556962,149343.027816335
52,23711099.340712,22929508.1705452,81128439.104295,69538662.0893957,11589777.0148993,516987.680878167,162008.72253143,146563.952510206
53,19318558.8094962,18652836.7134315,66019109.634082,66019109.634082,0,425976.651435597,141481.176969882,140377.525227439
54,22035975.6793422,21394352.2957855,75696584.2068533,64882786.4630171,10813797.7438362,415298.321746476,127089.694721227,141764.810127232
55,19225382.5714869,18603741.720877,65799884.3882005,65799884.3882005,0,399075.404357142,121633.121774462,144189.0349691
56,22564836.9054479,21903346.743288,77437977.0286537,66375408.8817032,11062568.1469505,439140.631379141,116461.810362377,151268.17202623
57,19510720.9348717,18772632.0522002,66351902.7083651,66351902.7083651,0,413586.258336625,238137.823326839,123378.287154311
58,23339052.656364,22600878.1366645,79882706.2211742,68470891.0467207,11411815.1744534,415889.735639967,230582.912895283,131002.673091904
59,20676340.3358436,19987346.5543269,70658358.7383324,70658358.7383324,0,367663.677083727,225108.785774441,137459.026655012
60,24442783.390504,23718443.3956191,83772244.5237371,71804781.020346,11967463.503391,396743.97044938,227007.358244038,143698.094559182
61,19425279.3963776,18694163.0781907,62655549.6102329,70961222.6214461,0,385120.323093544,255380.671773609,129450.461885458
62,22128007.929654,21409449.6656469,71778714.4057313,69714099.3486738,11619016.5581123,396657.897900116,234931.164644349,124241.716375217
63,18144968.4047922,17507481.7642189,58906927.6239573,66038620.5698344,0,349907.588704731,208838.907550347,112485.920454584
64,19836641.3035061,19240579.5549017,64744975.4296404,62201099.778605,10366849.9631008,316139.72116797,201450.048869671,112102.826524005
65,15838280.4823216,15266786.4777722,48722220.7070428,61869622.9419318,0,293358.556230833,200443.796049829,110988.074669527
66,18778360.1188109,18212473.0018592,58758310.1698221,62353425.0747698,10392237.5124616,294460.186874524,196186.538477386,107486.273713936
67,15860188.8718915,15266336.8334218,49437145.1843315,60559005.7924842,0,310256.129758465,207049.283705519,109352.321436835
68,18034001.571782,17429822.5917796,56931853.5348079,58594550.2898636,9765758.38164393,322478.108124877,204810.158504698,109843.876246888
69,16519216.7395566,15951956.5070811,52153431.8633301,61546204.7331782,0,284905.113436398,204516.203423935,111198.450878821
70,19016780.2837841,18414068.1803466,60372349.0436102,60665183.73851,10110863.9564183,324437.827767424,207584.502253508,100985.390595
71,17004347.6805251,16403140.2702727,54010757.0049977,62571278.3504903,0,313096.264793551,211904.541647544,108866.576873261
72,20148806.7609363,19514157.3654446,64338589.0999169,63751147.3589949,10625191.2264992,343882.784030976,214711.821165097,108649.700422329
73,17839948.3617675,17203492.1551749,56943605.2426346,65228698.2326009,0,346597.923899017,211142.698377459,112450.834737185
74,21313156.8188669,20661031.5443134,68498634.1361625,67071756.0528548,11178626.0088091,347902.799569465,227123.961168406,110140.734022375
75,18787675.4414801,18150578.7581417,60403795.3168542,68315067.2568037,0,346090.172285537,213729.276184065,110396.049812504
76,22621150.1274182,21901497.2819108,72905998.6383412,70609547.0020156,11768257.8336693,399908.801411239,244860.736412473,106976.153833776
77,20006012.0911156,19286722.4814388,64446881.6197017,72020645.6858368,0,405120.981958855,236194.742964819,111391.263932943
78,23524420.8748412,22779520.5526466,76023024.3851559,73082460.6463561,12180410.107726,413395.742299761,253581.631282908,111318.498016987
79,20653526.1634365,19889106.980146,66680634.952323,73907856.5690625,0,432718.735515943,250216.194735867,116406.075769588
80,24479106.6600127,23653585.0935136,79187517.5101277,75552553.585546,12592092.2642577,474638.295131159,267881.832806499,118573.48365928
81,21757167.9311542,20964740.2643615,70543348.2017133,77565379.054303,0,448724.045051135,259236.018303463,120668.004911609
82,25620964.3079029,24747031.9114895,83101609.8102547,78862950.4806132,13143825.0801022,504480.141111502,283333.607621415,123026.639543545
83,22701546.4829839,21883447.8468949,73787313.3898271,80728332.2133257,0,456476.277535258,275403.262343479,123170.137443244
84,26396357.1241639,25537817.624716,85821522.8144501,81087327.45372,13514554.57562,475281.095646374,294186.300708779,127245.861561044
85,23258014.483807,22438403.6404332,75785009.9198748,82457929.0373784,0,454556.66836201,278151.247937501,124147.038677559
86,27302497.8489181,26422002.0708841,88926566.3259402,83696757.7363563,13949459.6227261,500165.145567578,293969.627205793,123372.86465794
87,24083308.8330509,23227659.1066008,78596320.1871106,85179777.6466139,0,477043.828267346,290838.48872622,125382.013509439
88,28224438.6577356,27303115.4215898,92048672.2542686,86351685.771093,14391947.6285155,537479.014675789,298748.970463068,121564.644295689
89,24612627.4674447,23722705.2775868,80388122.7424868,86841052.8105196,0,507589.775483728,294925.162363513,124867.502872329
90,28550233.5776285,27614690.5081115,93184925.161161,87267816.6230795,14544636.1038466,529577.157039566,315837.957779623,128754.220996916
91,24892219.6269297,23995465.5926061,81365293.603425,87706141.0884729,0,491901.736090819,313188.203206847,130948.707179953
92,29271944.2797036,28320520.6400389,95664676.1965937,89337860.4707227,14889643.4117871,560861.072451755,304586.120810375,122823.494860709
93,25767257.121399,24823562.2520471,84285619.3292019,90560693.9733935,0,551614.747136173,304484.958197256,125135.9485978
94,30004882.6076783,28977571.6620339,97936968.0841529,91327171.0317431,15221195.1719572,620469.093752617,317672.117249877,127385.335202709
95,26336782.1218333,25302752.1805829,85979403.4471926,92190241.2070861,0,617410.90105262,324910.977038745,131011.518798656
96,30640549.3322317,29628223.2590823,100216349.177958,93302142.9839477,15550357.1639913,599096.725370016,325559.219079763,125243.040999362
97,26854509.2046113,25811176.8746727,87775045.3564603,94037686.2839091,0,614057.108902848,336933.165418335,131917.222310602
98,31249086.4726618,30224373.7872813,102258862.988866,95144866.1154062,15857477.685901,605844.182199708,330534.782238665,126191.029917275
99,27668870.6878169,26675626.2962924,90796330.2803197,97161086.8640286,0,583221.825124684,324214.812832824,122582.505095721
100,31994068.6123963,30956825.5415882,104793082.107129,97479487.7224154,16246581.2870692,607602.080360212,338754.46261409,129837.896905353
101,28304571.4268808,27277694.0262731,92843108.560777,99277414.2175389,0,597023.219717506,338111.349763175,131061.187324297
102,32876090.7513575,31880808.02623,107954936.628072,100340638.125658,16723439.6876097,559081.390723002,342470.051660257,133901.832491783
103,28942303.0765235,27918030.2996644,95109982.1862884,101543017.698659,0,596228.764480681,336652.8097758,130558.860860849
104,33712419.2227766,32695174.0933453,110789861.456641,102841980.861181,17140330.1435302,583598.985538678,343795.698138507,128357.779648713
105,29675575.9611334,28649869.1551715,97575464.9816417,104091423.644499,0,584237.152516628,347852.599022831,133738.649174902
106,34422427.5748978,33420762.2926563,113207881.168137,105010995.795808,17501832.6326347,555243.808411485,352438.661907459,134261.159889339
107,30083896.5784635,29064654.7509133,99029647.8447449,105585979.171192,0,576006.94326697,350742.672740524,132131.73077531
108,35003178.3364304,33937222.681185,115005223.540616,106617308.178387,17769551.3630645,625282.096173333,350274.008316259,129142.21536536
109,30579665.4601824,29494263.3523356,100537627.137919,107087540.294728,0,637617.172081426,353898.062336169,134124.104898828
110,35714675.0221302,34594506.560207,117278331.283609,108630276.422741,18105046.0704569,653539.610549855,371614.040845903,135735.443610636
