Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
63,171893,669313,1081869,1044890,223890,830181,1120772,1121191,1013903,1061836,997679,831140,727179,674663,645376,605705,430042,316034,236210,163065,64537,19110
64,174124,659305,1072182,1045805,221015,845474,1098567,1128359,1031808,1045031,1011367,831071,737283,682269,640137,603918,443260,312031,234374,165554,64430,19224
65,179684,657006,1042073,1071277,203984,855041,1094381,1154209,1003629,1046839,1011478,847026,744388,679566,641597,610391,449352,309129,239017,166758,66818,19204
66,166124,657299,1039429,1076538,208949,852519,1092288,1135445,1016478,1029369,1034834,876290,727778,673884,649193,612984,443298,319655,242451,167658,65334,19922
67,172594,651014,1038989,1067466,210496,854992,1094410,1129518,1020008,1032469,1024876,898379,721825,675894,655131,619871,436727,335659,236962,165971,68907,20486
68,166045,646182,1039383,1049291,216493,869989,1083597,1138056,1008330,1043607,1020378,907686,729348,676085,656952,631886,430641,333385,243399,165856,68255,20023
69,162619,664244,1006000,1045871,233424,864597,1093247,1122832,1019066,1023104,1039412,913553,742384,677099,649420,629087,438736,344725,243145,165929,70631,19857
70,170148,668642,982371,1040554,247322,858686,1077840,1136524,1028302,1014206,1050782,916734,754514,676877,646037,622879,451872,351114,245178,163644,68959,21640
71,159913,679682,962357,1045991,241564,858645,1079466,1129496,1055063,988760,1066134,922411,754777,674739,657543,618826,467692,343408,245755,167235,67817,23909
72,167368,664129,956947,1052486,226834,882810,1064068,1133631,1056316,998522,1055219,934180,760722,672946,658798,616245,473224,334226,250629,170296,69557,21562
73,162340,668407,961477,1040985,207612,896632,1051328,1131973,1065271,1002513,1060965,938633,756753,680987,666783,604756,496987,335745,248742,166939,68940,22853
74,160375,669618,938616,1059129,194313,901808,1056999,1136445,1053382,1012755,1057228,950577,764980,674496,669671,595090,510891,344385,248815,157845,76386,23798
75,156012,651462,939111,1058171,197507,899882,1053871,1135253,1068904,1006250,1066313,948342,764505,683314,665556,604418,498347,358756,245679,163569,76965,22384
76,154827,653960,925179,1070156,189982,896788,1045050,1147773,1068368,1008927,1067403,943105,779948,691262,658203,608938,509216,351668,244582,167879,73423,23719
77,151437,657092,912103,1069085,194715,887708,1047230,1145885,1083614,987071,1084139,939138,788970,694408,660721,601385,522497,354235,246921,155821,84225,22249
78,145700,665588,899241,1066771,195868,883922,1036364,1137448,1103512,991506,1081966,929270,807534,688388,671164,602641,529651,357595,248988,148822,88054,23615
79,154565,657572,895313,1064301,186582,873386,1054291,1118627,1111220,993482,1081443,941599,805111,698310,671398,610623,524974,359865,250779,149199,87927,25511
80,149746,659460,883403,1064598,195673,854253,1064942,1110205,1120725,991354,1079376,949695,813468,706879,663075,604010,538172,368747,254397,144700,93146,21981
81,156266,654062,855281,1093212,186073,839394,1061384,1118422,1117079,1006285,1061978,979829,806876,712469,661088,601072,549945,364197,259956,152453,90123,22818
82,156325,640664,853937,1088641,192876,846381,1048595,1113570,1123595,1005975,1061014,981154,813262,723731,652489,615151,550668,365805,256263,153959,93063,22946
83,155149,639904,840488,1081869,208432,836078,1049834,1115490,1118904,1012842,1055074,991645,826142,714817,656316,615525,557959,367570,251639,159889,91230,26589
84,156982,635180,832644,1072182,216514,828911,1064028,1091509,1126119,1030747,1038997,1005044,825624,725458,662358,614202,559694,377607,249295,155754,95539,27572
85,152767,630853,835471,1042073,249414,821483,1057041,1086846,1151969,1002568,1040694,1005001,842322,731201,659204,614471,567966,381189,250700,162135,94007,26428
86,157731,631668,822204,1039429,245850,830379,1059486,1084753,1132917,1015417,1023224,1029324,871686,715913,655455,616579,571054,374072,259033,167224,89756,27827
87,165527,622552,822421,1038989,233072,834085,1064351,1087062,1126405,1019122,1026432,1019950,894100,709549,657342,622088,576345,369091,270970,161667,92538,27824
88,162544,626207,811043,1039383,219979,829003,1085127,1076196,1134943,1007239,1037812,1014905,901618,717061,658030,623533,587015,367603,269273,165010,96306,28326
89,162976,620763,825931,1006000,208018,837174,1097212,1085846,1121196,1016703,1018163,1033751,908099,729150,660099,614374,585365,374678,278725,167323,91952,27393
90,165372,619175,838072,982371,211338,828537,1105199,1074591,1131213,1025568,1009855,1044531,911848,739115,659756,609930,581191,386269,279741,168922,92351,27146
91,164180,629743,837224,962357,220089,825223,1099400,1076217,1123555,1052433,984383,1060116,918014,740029,656355,621635,577335,399907,274689,168878,92393,27610
92,173091,623036,829126,956947,230068,821778,1108835,1060819,1127690,1053783,996050,1046382,929679,746947,655470,625125,574068,408330,268887,175863,94387,29286
93,172925,621504,829815,961477,202765,837580,1103653,1048551,1124578,1062516,1000669,1051957,932747,743824,661657,633078,562958,432463,266817,174200,92923,29887
94,170534,624063,829275,938616,212927,845562,1095530,1054034,1129050,1050043,1011250,1046865,944760,750434,657582,634656,553567,449732,269908,174599,90068,34084
95,176688,637608,806756,939111,209726,847805,1096798,1050844,1130060,1065366,1004745,1056264,942375,751410,665761,628922,560959,443773,284493,167873,93177,35163
96,159782,641073,808069,925179,207652,861864,1086266,1041936,1144253,1065636,1006838,1058089,937535,768193,669509,622424,568145,449916,283638,166269,94713,34322
97,155976,642920,807440,912103,222815,845900,1081720,1044116,1142906,1081538,984771,1074201,933405,777672,671655,625611,559682,464711,287659,166530,87946,39835
98,167669,648405,810106,899241,203780,862621,1079357,1033250,1136471,1101176,989551,1072082,926238,793985,666077,633837,562974,472662,284679,168975,82598,43609
99,148278,660206,811079,895313,192982,870949,1057490,1050670,1117650,1108875,991120,1071113,936906,789952,680161,632753,572907,468272,282661,169807,82139,46146
100,162011,651866,808449,883403,190385,873843,1047881,1061101,1109303,1117863,988897,1069004,944317,797762,688037,625697,567149,481668,293403,170981,81122,47453
101,161367,643867,809091,855281,210200,882642,1023284,1059752,1117520,1114217,1002332,1052785,973500,790840,691455,623716,565785,495788,289267,174681,82732,46218
102,151980,660392,796346,853937,214746,873895,1036704,1046963,1112668,1120347,1002144,1053739,975380,796818,703456,618070,573865,500248,290400,171766,83868,49491
103,153541,653938,794239,840488,226000,855869,1041957,1048960,1114400,1115528,1010889,1046471,985890,808628,696544,620896,575444,507685,293662,166998,89757,51523
104,150080,657193,791348,832048,224098,848084,1042572,1063154,1089961,1123152,1028385,1029893,998817,810263,703324,626741,576969,504338,305015,165372,87979,55762
105,156437,652684,782730,834875,198275,843798,1068044,1055949,1085928,1148372,998711,1031710,998963,827004,709587,626098,574786,511558,312215,169468,94369,53803
106,158519,654482,788885,821608,196638,842791,1073376,1058394,1082702,1129467,1011560,1014380,1022891,855413,691842,627027,575951,512373,311002,178762,94764,50551
107,165288,641927,787565,821825,190192,848797,1064304,1063346,1085070,1123156,1014918,1017588,1013527,877603,684812,630563,582401,519903,304915,191385,91026,52353
108,161470,643883,788313,810447,187180,852203,1046129,1084340,1074417,1130918,1004846,1027182,1008983,886932,692098,629242,586457,527563,304160,189317,93350,53105
109,159130,645449,783192,825335,171945,834055,1042536,1096994,1083498,1117135,1014268,1009342,1024685,893207,703594,633531,577377,525307,311526,203602,91235,52595
110,152913,646088,784000,837476,154280,828091,1037219,1104981,1072243,1127280,1023376,1000923,1034825,897953,714984,633316,572178,518489,322268,206791,91382,50252
111,151761,641591,793339,836628,143457,818795,1044701,1097137,1073869,1120442,1049917,975525,1050074,903709,715076,630865,582351,514402,334797,200454,93197,50286
112,157204,632262,795900,828319,147632,809210,1051235,1106572,1058471,1124652,1051192,987933,1036369,914281,725874,628552,584272,513155,341843,201920,97293,51272
113,165480,631870,793986,829008,158242,803130,1039734,1101390,1047336,1122083,1059925,992698,1040674,916510,723577,636896,592349,499631,362855,200560,94316,50936
114,156966,629196,793641,828468,169172,769339,1057878,1093267,1053007,1126555,1047937,1003138,1037126,928706,731865,631776,593538,495650,376567,198979,96357,52491
115,156075,616956,813713,806545,185884,752526,1056920,1093975,1049374,1127624,1063260,997382,1044880,925895,731297,637649,589526,503000,369518,209912,95017,53115
116,158828,629463,800855,807858,175288,749190,1068905,1083443,1038684,1141958,1063336,998929,1047095,920418,748311,641868,582542,508355,373887,209679,94202,53519
117,155849,641035,798896,807229,172845,738557,1068242,1078759,1040864,1140611,1079238,976956,1065335,913920,755775,644892,584951,501518,390186,209339,96116,51452
118,163846,618154,816074,809895,163809,734731,1065928,1077174,1029220,1134176,1099237,980097,1062839,906848,770923,643469,588169,505513,396670,213625,96739,51683
119,172706,624305,808484,810868,149184,745533,1063353,1057135,1047147,1115596,1107213,983385,1059924,918606,767180,658561,587722,516795,392726,213521,93789,52230
120,167713,626185,813642,808238,148609,734198,1063650,1047526,1057578,1107249,1116327,981257,1058237,927841,774310,664310,582936,512994,406646,216325,92342,54074
121,176056,635422,804999,808880,153378,701307,1092564,1022767,1056086,1115356,1112324,993897,1038589,956856,771691,666676,578871,514534,415746,216978,96113,51081
122,173381,630255,812137,796135,169442,683899,1088363,1036187,1043755,1110046,1119117,994375,1039427,959330,777801,678080,574767,525152,419034,218456,95198,52958
123,166036,642775,807378,794239,171175,668717,1081591,1041440,1045895,1111551,1112433,1003234,1032372,969891,791297,671198,578460,526860,419655,220372,97556,54481
124,171419,642985,806427,791348,173339,658709,1071904,1042355,1059948,1087570,1121714,1018847,1015725,986092,791537,675103,585896,523861,418739,227042,100708,53321
125,163568,654305,808316,782730,178465,656410,1041795,1067827,1051185,1083537,1146934,991019,1019552,984580,808303,680414,585876,520829,427886,228892,102018,53512
126,163794,645226,811351,788885,164905,656703,1039324,1072986,1054377,1081346,1127177,1004539,1000751,1011190,833229,665695,584267,518865,428596,227530,105988,53554
127,168404,643595,805625,787565,172125,649700,1038884,1063914,1059834,1083209,1120863,1007885,1003959,1001283,857277,658724,584292,524845,432747,220505,118826,51610
128,159537,652113,805238,788313,165579,644868,1039278,1045956,1080611,1072556,1129212,997638,1015266,996397,865844,665814,588072,524319,439115,220578,120330,52855
129,158660,657922,804464,783192,162405,662930,1005895,1042389,1092716,1081496,1115438,1009068,996213,1012752,872664,678914,589900,516244,432898,229741,124522,47984
130,161177,655921,798886,784000,170148,667328,981955,1037072,1100703,1070241,1125922,1017632,989688,1019271,875300,690231,588555,509063,428233,240178,126553,47938
131,154437,660459,792945,793224,158260,678368,961941,1044554,1094641,1070085,1118953,1044274,966825,1033027,881799,687993,590824,516248,425715,246291,120371,51099
132,153313,654853,789059,795785,165504,662815,956531,1051088,1104203,1054705,1122728,1045549,978901,1021801,891901,698045,588681,516971,423839,253166,123141,51871
133,149629,650515,796825,793871,161915,667093,961061,1039587,1099021,1043570,1119882,1056134,982149,1027598,894282,693171,596104,528359,406608,272541,121811,49197
134,147124,659708,785637,793526,160164,668304,938200,1057731,1090898,1049241,1124354,1044083,990973,1024399,903437,698814,589828,531296,404321,280633,123769,49931
135,149817,659550,771514,813598,155801,650744,937854,1056773,1093068,1045211,1123275,1059646,985372,1032405,898575,699685,592952,526145,416737,272708,132235,51019
136,150879,650607,786234,800740,154827,653031,923922,1068758,1082345,1035148,1137415,1060223,987228,1034409,895415,714405,598977,519250,418664,274436,132868,51239
137,160195,645564,794827,798781,151066,656163,910846,1068095,1077661,1037328,1136397,1075889,964339,1052233,892068,720266,604449,520975,413364,284878,134176,54327
138,169001,644527,780273,815959,145236,664659,897984,1065781,1076076,1025684,1129962,1095940,968668,1048549,886850,734204,599889,530255,416934,291592,134443,55085
139,169594,637260,795146,808369,153507,657361,894161,1063206,1056254,1043611,1110957,1103605,971748,1046568,899692,732632,615487,528854,425710,286940,132703,58315
140,181268,633911,792033,813527,148989,659249,882251,1063503,1046645,1054042,1105304,1110128,970320,1044748,911275,737658,621996,524185,421772,301510,131855,60827
141,180631,629703,809751,804884,155029,653851,854129,1092417,1021886,1052693,1113521,1105389,982303,1028397,939238,730826,623014,520433,427436,304421,134060,63442
142,179074,639305,801909,812022,155682,640453,852785,1088216,1035306,1039846,1108211,1112182,982583,1025037,941926,737663,634208,515621,436299,310268,135259,63762
143,177372,640611,807107,807263,154546,639693,839336,1081444,1040267,1041986,1108621,1106665,990037,1016280,945404,750583,627687,516028,443188,310825,141046,65465
144,173723,644395,813583,806312,156449,634899,831492,1070256,1041182,1056017,1083393,1116202,1005474,1003645,956914,753131,631759,524167,438110,314435,144908,66425
145,165341,647401,817052,808201,152315,630415,834319,1040147,1066654,1049030,1079360,1141333,981199,1003328,958640,771830,634300,523057,440535,318407,147417,67906
146,164437,654520,808834,811236,157655,631230,821052,1037676,1072503,1052217,1076490,1121629,993702,986644,984215,797318,626885,517697,441468,322637,146097,70555
147,169510,649514,811813,805510,165451,622114,821269,1037236,1063431,1057674,1078353,1114439,997251,989489,974942,824641,616247,518418,446586,329334,142196,78701
148,162252,658516,811650,805238,162544,625769,809891,1037630,1045473,1078451,1067906,1122771,986112,1000920,972365,832277,621715,523239,443369,334679,139828,81768
149,164922,655194,815470,804464,162867,620325,825090,1004083,1041906,1091246,1076846,1110007,996529,981427,994243,833915,635236,520142,440288,328226,148878,81965
150,158386,658729,816149,798886,165263,618737,837231,980454,1036530,1099233,1067129,1119183,1007943,971805,1001237,838429,645942,520271,434185,326973,153274,84775
151,154282,665189,814294,792945,163919,629305,836628,960195,1044012,1093037,1066973,1111243,1036605,945936,1014451,844992,645663,519338,440144,326344,157540,79610
152,157190,668057,807564,789059,172976,622809,828319,954785,1050838,1101549,1051295,1114861,1037681,959960,1000237,853471,657737,513434,434474,326016,163267,80817
Period,0,[1;5[,[5;10[,[10;15[,15,[16;20[,[20;25[,[25;30[,[30;35[,[35;40[,[40;45[,[45;50[,[50;55[,[55;60[,[60;65[,[65;70[,[70;75[,[75;80[,[80;85[,[85;90[,[90;95[,100+
49,172057,834126,1045939,1098929,193576,900776,1123503,1020013,1028675,1043210,918687,752179,690584,669944,662637,472251,394796,306532,256915,141133,48387,16490
50,155180,828162,1040622,1106916,201930,877071,1137527,1028928,1017366,1055905,921948,764243,689328,664327,656771,484233,401626,306732,257566,138933,48767,16062
51,145424,819083,1046059,1101117,206353,874274,1130401,1055488,991920,1072016,925059,764580,689271,674255,650747,501684,392944,306879,255214,145083,51358,17817
52,149669,809427,1052593,1110552,203126,862103,1134536,1056637,1001503,1060446,936828,770672,689265,678029,645536,511726,385656,310619,257109,146437,49662,20203
53,158312,803347,1041024,1104790,201751,851577,1133091,1065592,1004048,1068191,940614,767191,697548,687328,629953,536478,391094,306186,257279,141809,51336,24299
54,169660,769556,1059168,1096667,204562,854193,1137714,1053796,1013774,1065671,951817,775467,691917,690129,619998,551175,399326,309793,244772,147534,56558,23112
55,186898,752743,1058210,1097935,200689,854938,1137107,1070795,1007269,1075008,949332,775283,701324,686662,631561,538492,411135,308244,253069,146747,55625,22813
56,176720,749407,1070195,1087316,213218,833588,1151253,1070387,1009946,1074844,945280,790319,707056,676122,637621,550911,406458,308926,253337,142140,57632,22520
57,174407,738774,1069124,1083040,216465,832521,1149906,1085633,987528,1090037,942291,795762,710513,679458,627777,565441,410089,312523,238735,156354,57164,22937
58,164823,734948,1066810,1080677,212128,825992,1142816,1106186,992202,1086804,933002,814899,704601,686220,632414,571045,413772,315968,229979,163998,56361,20597
59,149884,746129,1064340,1060309,224478,832115,1123922,1113894,994295,1086165,945086,812707,716015,684241,644298,565455,417200,317739,229703,166778,56325,22291
60,150161,734794,1064598,1050306,232992,834252,1115010,1123399,992167,1083904,953266,820769,724642,674109,636382,579369,429056,320817,222735,165958,58749,22108
61,154000,701903,1093212,1025847,243305,822590,1123227,1119578,1007228,1067357,983265,812305,728841,674193,634253,592725,425473,327129,228378,168936,58629,19170
62,169442,684495,1088641,1039637,233955,818997,1118375,1126094,1006973,1068421,985675,819120,739802,667206,649964,593354,432503,321449,229562,170062,59948,20886
63,171893,669313,1081869,1044890,223890,830181,1120772,1121191,1013903,1061836,997679,831140,727179,674663,645376,605705,430042,316034,236210,163065,64537,19110
64,174124,659305,1072182,1045805,221015,845474,1098567,1128359,1031808,1045031,1011367,831071,737283,682269,640137,603918,443260,312031,234374,165554,64430,19224
65,179684,657006,1042073,1071277,203984,855041,1094381,1154209,1003629,1046839,1011478,847026,744388,679566,641597,610391,449352,309129,239017,166758,66818,19204
66,166124,657299,1039429,1076538,208949,852519,1092288,1135445,1016478,1029369,1034834,876290,727778,673884,649193,612984,443298,319655,242451,167658,65334,19922
67,172594,651014,1038989,1067466,210496,854992,1094410,1129518,1020008,1032469,1024876,898379,721825,675894,655131,619871,436727,335659,236962,165971,68907,20486
68,166045,646182,1039383,1049291,216493,869989,1083597,1138056,1008330,1043607,1020378,907686,729348,676085,656952,631886,430641,333385,243399,165856,68255,20023
69,162619,664244,1006000,1045871,233424,864597,1093247,1122832,1019066,1023104,1039412,913553,742384,677099,649420,629087,438736,344725,243145,165929,70631,19857
70,170148,668642,982371,1040554,247322,858686,1077840,1136524,1028302,1014206,1050782,916734,754514,676877,646037,622879,451872,351114,245178,163644,68959,21640
71,159913,679682,962357,1045991,241564,858645,1079466,1129496,1055063,988760,1066134,922411,754777,674739,657543,618826,467692,343408,245755,167235,67817,23909
72,167368,664129,956947,1052486,226834,882810,1064068,1133631,1056316,998522,1055219,934180,760722,672946,658798,616245,473224,334226,250629,170296,69557,21562
73,162340,668407,961477,1040985,207612,896632,1051328,1131973,1065271,1002513,1060965,938633,756753,680987,666783,604756,496987,335745,248742,166939,68940,22853
74,160375,669618,938616,1059129,194313,901808,1056999,1136445,1053382,1012755,1057228,950577,764980,674496,669671,595090,510891,344385,248815,157845,76386,23798
75,156012,651462,939111,1058171,197507,899882,1053871,1135253,1068904,1006250,1066313,948342,764505,683314,665556,604418,498347,358756,245679,163569,76965,22384
76,154827,653960,925179,1070156,189982,896788,1045050,1147773,1068368,1008927,1067403,943105,779948,691262,658203,608938,509216,351668,244582,167879,73423,23719
77,151437,657092,912103,1069085,194715,887708,1047230,1145885,1083614,987071,1084139,939138,788970,694408,660721,601385,522497,354235,246921,155821,84225,22249
78,145700,665588,899241,1066771,195868,883922,1036364,1137448,1103512,991506,1081966,929270,807534,688388,671164,602641,529651,357595,248988,148822,88054,23615
79,153625,657572,895313,1064301,186582,873386,1054291,1118627,1111220,993482,1081443,941599,805111,698310,671398,610623,524974,359865,250779,149199,87927,25511
80,154019,659460,883403,1064598,195673,854253,1064942,1110205,1120725,991354,1079376,949695,813468,706879,663075,604010,538172,368747,254397,144700,93146,21981
81,161016,654062,855281,1093106,186073,839394,1063061,1118272,1117079,1006003,1062829,979829,806786,710054,660933,602125,551190,364748,259507,150516,90630,22651
82,165483,640757,853937,1088535,192876,846381,1050272,1113420,1123595,1005969,1063548,982018,813841,720165,654587,614891,551171,369701,254825,152090,94606,21479
83,172508,639651,840488,1081763,208432,836078,1052081,1115340,1118904,1013121,1057006,993220,826365,711334,659068,614903,555019,369220,253033,159106,93762,23699
84,172017,640140,832644,1072076,216514,828911,1064361,1093135,1126119,1031026,1040629,1006379,826485,719735,665699,614783,556191,382859,251366,156715,97180,25864
85,178202,636376,835471,1041967,249414,821483,1057374,1088472,1151969,1002847,1042270,1006379,840845,725129,662519,615807,564799,384322,252121,161731,97141,25135
86,175932,641061,822204,1039323,245850,830379,1059711,1086379,1133205,1015325,1024967,1030102,870436,710270,653549,619603,565390,382281,256487,168173,93855,24105
87,171101,639660,822421,1038883,233072,834085,1064093,1089258,1126693,1018522,1028175,1019804,892196,705684,655983,623829,571181,375757,272621,162060,95060,23082
88,164006,646441,810763,1039277,219979,829003,1085087,1078605,1135231,1006968,1039750,1013779,901447,716033,653588,628877,578365,371345,272761,166475,95875,22484
89,146463,651531,825651,1005894,208018,837346,1097172,1088239,1120987,1016227,1020181,1032625,906881,729436,654954,621086,579888,373670,284025,166929,94103,24379
90,147645,646303,837792,982265,209917,828709,1105691,1076452,1131004,1025971,1011579,1042744,910387,741400,652953,612965,576226,383794,286811,167644,95677,25978
91,147045,651672,836944,962251,218668,825395,1099892,1078078,1123976,1052836,986552,1058930,914996,742069,649563,623766,570822,400983,279110,166069,99072,26566
92,149391,643923,828846,956841,228647,821950,1109327,1062377,1128111,1054089,996314,1047703,926570,748812,650435,625987,568365,409056,272057,175242,100515,28946
93,154712,635636,829322,961371,202765,836331,1103927,1050021,1124982,1062822,1000425,1054296,931731,744524,656127,634611,559980,429241,267935,174280,99225,30971
94,150359,632807,828782,938510,212927,844313,1095804,1055102,1129454,1050827,1010773,1051475,944441,751774,651757,635929,551798,443506,272448,172609,93276,33985
95,146310,642038,806263,939005,209726,846754,1096874,1052124,1128697,1067826,1004268,1061101,940569,751448,659171,634219,561151,436567,283824,169995,95597,32570
96,151704,638583,807576,925073,207652,860813,1085921,1043006,1142890,1067512,1005379,1061423,936798,765621,666122,628040,563794,443646,277665,171653,98071,30931
97,155390,637395,806947,911997,222484,844849,1081375,1045186,1141543,1083029,983152,1078155,931906,774742,669927,631360,556889,457562,278177,176754,92294,36099
98,163196,636656,809706,899241,203343,861570,1079012,1034623,1135302,1102430,987921,1075645,921075,796741,661662,640396,558034,461261,283686,177292,90193,36130
99,169810,635051,810333,894994,192545,869898,1059190,1052550,1115989,1110074,989740,1075554,932706,794029,675261,639814,568003,459856,288306,176507,90615,40711
100,166521,635796,812986,883084,189948,872792,1049286,1063063,1108059,1119087,989368,1070081,939720,801421,683718,632758,560363,480492,295127,176477,86875,43496
101,165346,631887,814348,854962,210094,881260,1024827,1061714,1117969,1113854,1003554,1053450,970074,794903,686313,634819,561279,491971,287828,187105,88571,41861
102,169158,633086,805473,853618,214746,872037,1038617,1048925,1113117,1120018,1004112,1054379,971242,800853,696713,631011,570382,494286,291863,185896,89557,42129
103,162031,631170,811292,840488,225681,854011,1043545,1049646,1114447,1115327,1011264,1047972,982377,812719,690206,632918,570462,503075,291600,186075,91806,43697
104,160244,629128,811527,832644,223779,846226,1044460,1061912,1091945,1122542,1028653,1030655,995440,810557,701869,639675,569266,505358,301771,184068,86915,47523
105,158020,619460,813936,835191,197956,840110,1070040,1054817,1086715,1148744,999946,1034160,993477,828699,709789,633529,571086,507626,306511,187552,92359,48430
106,155727,626641,816451,821650,196319,839103,1075372,1057433,1084198,1129980,1012719,1018488,1014428,857518,695077,630195,575737,507338,307531,193569,95671,48126
107,157769,622716,809932,821867,190192,844790,1066521,1061957,1086714,1121590,1016617,1021318,1005891,880627,690181,631336,580574,509295,303044,207188,91554,49726
108,163157,625962,809638,810489,187180,848196,1048346,1082951,1075951,1130055,1005063,1032128,1002055,888654,702239,628137,586984,515631,299990,203806,94534,51044
109,170178,629377,797549,825377,171945,831469,1043505,1095036,1085711,1114389,1014199,1014210,1018251,895197,714521,629649,579636,519249,303349,212016,97361,47394
110,166771,633445,792969,837518,154280,824709,1038410,1104231,1072051,1126058,1022345,1005473,1025642,897232,725823,626755,575466,517340,312336,215662,96353,49086
111,165883,633380,797020,836670,143457,816314,1043051,1098432,1073677,1119030,1049210,981354,1042868,900394,727196,622688,585153,512869,326741,212594,96166,48660
112,163604,639077,792380,828572,147632,806729,1049585,1107867,1058279,1121681,1050273,991384,1029684,910982,732940,624950,589285,505240,336268,204605,103044,52348
113,154222,646164,788461,828231,158242,800649,1038084,1102602,1044501,1120345,1058906,995743,1033514,913933,729883,632521,596800,497890,352020,201512,103037,52374
114,163262,651038,781985,827691,169172,766858,1056228,1094581,1050286,1124601,1045834,1006182,1030828,924391,736717,628422,598423,492586,365378,205499,99280,53282
115,170263,652996,788305,805172,186480,750045,1055468,1095651,1047308,1124287,1061867,1000441,1039664,920893,737035,635275,597694,498768,359012,211628,96582,53146
116,170620,649930,789815,806485,175884,746709,1067453,1085032,1037894,1138296,1060992,1003408,1042347,915665,751448,639835,592567,501589,367359,206670,99725,50030
117,178256,644955,792666,805856,173441,736407,1066425,1080382,1040074,1136949,1077113,980356,1056859,910287,759901,645333,592052,502020,376465,211394,100157,52322
118,163268,652661,798295,808615,164405,734517,1062175,1078019,1029511,1131779,1094181,985363,1053943,899655,781226,636935,604702,502283,380099,213581,105824,50929
119,158663,653711,803304,809242,149184,745810,1059705,1058197,1047527,1113423,1101335,985658,1052515,910831,779526,656125,596885,509188,376931,219277,106055,50580
120,148515,654885,801008,812169,148335,734475,1060002,1048293,1058040,1105566,1110227,984022,1048174,918758,783745,662747,587453,505407,395145,221650,106652,49844
121,148260,657412,797233,813531,153104,701343,1088728,1023722,1056691,1115476,1104803,998944,1031760,949928,774433,664651,589888,501515,405854,210433,117999,50149
122,156246,646401,801913,804656,168989,683935,1084157,1037512,1044578,1109948,1110764,1001074,1033537,950620,778890,675641,589079,506317,409230,218307,112943,52108
123,150443,650108,792870,810475,170722,669072,1077066,1042765,1046977,1111278,1106305,1008951,1026301,961009,791750,668085,588734,514945,408181,216556,115948,52796
124,160648,642921,789041,810710,173160,658790,1067379,1043680,1059016,1089022,1113797,1026436,1009232,975414,789813,679093,594111,512786,410932,222500,113472,53072
125,154855,649341,775064,813119,178006,656491,1037270,1069260,1052488,1085276,1139175,996885,1013993,972414,806078,685741,589002,516997,414356,222991,113577,57389
126,154114,648781,779780,815634,164625,656605,1034626,1074592,1055104,1083012,1118704,1009700,1002710,989812,835751,669753,585833,521114,412578,223082,114555,60380
127,164042,643722,779214,809115,171845,649602,1034186,1065421,1059306,1085188,1111893,1013309,1007362,979441,860216,658970,589757,522817,422110,219531,123688,59712
128,155167,641180,788020,808821,165299,644770,1033499,1047125,1080360,1074238,1122800,999386,1019003,976326,866068,673180,586404,529080,425833,219299,120063,63218
