period,Total_pensions_pre-2016_cost,Total_net_pensions_pre-2016,Total_pensions_post-2016_cost,Total_net_pensions_post-2016,Total_retirement_benefits_pre-2016,Total_survivors_pensions_pre-2016,Total_retirement_benefits_post-2016,Total_survivors_pensions_post-2016,Total_universal_pensions_cost,Total_net_universal_pensions,Total_thirteenth_month_of_pension_pre-2016_cost,Total_net_thirteenth_month_of_pension_pre-2016,Total_thirteenth_month_of_pension_post-2016_cost,Total_net_thirteenth_month_of_pension_post-2016,Total_thirteenth_month_of_universal_pension_cost,Total_net_thirteenth_month_of_universal_pension
49,17715077.2738658,17023138.2920745,17764695.9792755,17069779.8719965,14752662.7530205,2270475.53905399,14799304.4887852,2270475.38321131,0,0,0,0,0,0,0,0
50,20422728.9322322,19622753.497344,20483158.4850755,19679557.2729442,16969923.6244265,2652829.87291751,17026727.6349372,2652829.63800703,0,0,3407163.97745478,3216614.39350079,3417235.56887325,3226081.68873375,0,0
51,19803719.1158042,19026235.0008887,19865407.0459477,19084221.6498601,16392319.2574884,2633915.7434003,16450306.3186322,2633915.3312279,0,0,0,0,0,0,0,0
52,21428379.1404231,20585898.0912764,21496797.3119431,20650211.1656782,17680801.3463609,2905096.74491556,17745114.9528857,2905096.21279253,0,0,3574736.3849111,3375531.55095521,3586139.41228729,3386250.39553855,0,0
53,18797742.1899396,18060281.6286512,18858938.5397895,18117806.1833085,15421030.2363448,2639251.39230634,15478555.6694094,2639250.51389915,0,0,0,0,0,0,0,0
54,19382687.5525317,18620358.8446116,19446149.3542851,18680012.9219516,15814084.2807096,2806274.56390204,15873739.5225746,2806273.39937699,0,0,3233501.56921593,3054064.64965716,3244078.5332833,3064006.99388842,0,0
55,18442646.5219568,17716064.9270045,18504208.7290936,17773933.38569,14992925.8929448,2723139.03405973,15050795.6235362,2723137.76215387,0,0,0,0,0,0,0,0
56,20186871.1371618,19389279.066938,20255680.4692357,19453959.8223733,16313964.4448173,3075314.62212071,16378646.4843681,3075313.3380052,37448.33092,36324.8809924,3367062.9983022,3180768.59873019,3378531.21735101,3191548.72259913,6241.38848666667,6054.14683206667
57,19311477.8338228,18548362.9950064,19378522.2419953,18611384.7240471,15547749.2542695,3000613.74073687,15610772.1118894,3000612.61215776,68744.540592,66682.20437424,0,0,0,0,0,0
58,20633380.4702263,19816190.7984702,20705686.4972351,19884158.4484185,16527025.6646568,3289165.13381337,16594994.4232311,3289164.02518744,105406.354872,102244.16422584,3441144.83158192,3251514.99575026,3453195.83334581,3262842.93555063,17567.725812,17040.69403764
59,19837109.2724429,19050816.2848852,19908872.5710685,19118273.7708856,15827856.7204382,3222959.56444695,15895315.2387887,3222958.53209693,149637.759648,145148.62685856,0,0,0,0,0,0
60,21578716.4348288,20722121.9192228,21656132.168024,20794892.6934355,17142566.4692787,3579555.44994411,17215338.3130264,3579554.38040909,192607.56152,186829.3346744,3598307.50434178,3400899.20344715,3611210.12388303,3413027.66404549,32101.2602533333,31138.2224457333
61,20064753.7228491,19268521.9905038,20136272.9711043,19335750.0701767,15878900.8101863,3389621.18031749,15946129.8349878,3389620.2351889,206676956,200476.64732,0,0,0,0,0,0
62,19904810.2337725,19113901.6536907,19977163.5028811,19181913.7145776,15701785.2944144,3412116.35927626,15769798.1683064,3412115.54627116,226116.875776,219333.36950272,3320161.85809307,3138147.15186508,3332220.73413685,3149482.49398375,37686.1459626667,36555.5615837867
63,18906914.9960232,18156227.3782306,18976423.7722141,18221565.6170531,14847657.2281773,3308570.15005331,14912996.1501358,3308569.46691735,241456.256,234212.56832,0,0,0,0,0,0
64,17365128.3282013,16677590.729053,17429023.8424382,16737652.5033834,13603317.3028176,3074273.4262354,13663379.6347297,3074272.86865372,243263.38608,235965.4844976,2897731.38227669,2740161.54027568,2908380.6330445,2750171.83440605,40543.89768,39327.5807496
65,17250312.5410154,16566236.0419104,17316619.1303179,16628564.2268742,13529157.2419431,3037078.79996734,13591485.9986757,3037078.22819856,197333.387804692,191413.386170551,0,0,0,0,0,0
66,17442924.2383518,16749686.652335,17512968.5409844,16815528.2877301,13677910.0792307,3071776.57310437,13743752.2896774,3071775.9980527,197040.835461422,191129.61039758,2910514.08543674,2753145.60936511,2922188.13426565,2764119.21366876,32840.1392435704,31854.9350662633
67,17820336.4861217,17111064.9288588,17893233.2050925,17179587.8353809,13951409.1422612,3159655.78659756,14019932.6435585,3159655.19182241,220076.30703952,213474.017828334,0,0,0,0,0,0
68,17603838.5591884,16902565.0802647,17678541.0427344,16972785.4054402,13770250.7012874,3132314.37897736,13840471.6174459,3132313.78799435,235773.572395275,228700.365223416,2937409.77526055,2777144.45992519,2949860.18752571,2788847.84581113,39295.5953992124,38116.7275372361
69,18031887.9492867,17313285.5568132,18109165.8986733,17385926.8197954,14100513.5998894,3212771.95692381,14173155.4432905,3212771.37650495,256131153,248447.21841,0,0,0,0,0,0
70,18667787.7684426,17932718.2584096,18714641.3341637,17976124.0405653,14458323.9502522,3474394.30815741,14528771.1440885,3447352.89647674,296363.212304,287472.31593488,3114738.71765975,2940094.42229436,3122453.70382245,2947255.38604081,49393.8687173333,47912.0526558133
71,18481855.1360477,17753185.7887169,18530073.9191256,17797880.701801,14236605.5659075,3516580.22280947,14308094.3840819,3489786.31771911,310929.870824,301601.97469928,0,0,0,0,0,0
72,18209330.4324535,17489635.4076982,18257982.1896213,17534761.7359925,13961730.2079224,3527905.1997758,14032744.0694299,3502017.66656258,342453.9024,332180.285328,3037664.41637151,2866857.12866555,3045683.93136962,2874309.00388993,57075.6504,55363.380888
73,17239218.1404674,16554756.772935,17290443.578444,16602372.9435856,13198181.1536307,3356575.61930423,13266336.0471831,3336036.89640247,347937.53072,337499.4047984,0,0,0,0,0,0
74,18655276.7068287,17914034.9697362,18714198.003981,17968889.3611409,14226635.5663661,3687399.40337013,14302165.2679139,3666724.09322697,386772.650328,375169.47081816,3111653.07256593,2936102.28368649,3121390.38894109,2945174.91677949,64462.108388,62528.24513636
75,17497467.3335153,16800577.8311752,17556469.4149411,16855619.1507814,13333616.00374,3466961.82743521,13405096.1952666,3450522.95551479,387297.279136,375678.36076192,0,0,0,0,0,0
76,20226693.3761464,19421204.887522,20297543.0980009,19487333.7372357,15369728.1127419,4051476.77478016,15453781.1329144,4033552.60432132,487683.052272,473052.56070384,3373183.69963177,3182548.53953567,3384915.68272909,3193502.82981797,81280.508712,78842.09345064
77,19139965.4375759,18374620.4094593,19208874.7728286,18438953.5205458,14520151.816152,3854468.59330726,14601333.0257859,3837620.49475995,460798.27624,446974.3279528,0,0,0,0,0,0
78,21071418.6544541,20228303.728605,21147284.2029802,20299131.7700805,15944541.4138719,4283762.31473302,16033892.5842564,4265239.1858241,532321.373184,516351.73198848,3515094.6716069,3316055.07057743,3527660.08037462,3327790.32001124,88720.228864,86058.62199808
79,20078842.6975032,19271932.5612079,20152909.9263095,19341126.7207144,15092782.1801664,4179150.38104147,15178318.9029811,4162807.81773326,522521.25816,506845.6204152,0,0,0,0,0,0
80,21552775.6190049,20685907.5443906,21633411.3192348,20761244.8059519,16148155.8757124,4537751.66867828,16240957.1256885,4520287.6802634,591148.19592,573413.7500424,3594875.98093535,3390900.38424115,3608235.14673615,3403380.53869377,98524.69932,95568.9583404
81,20616810.8136499,19784635.7863148,20695153.0051763,19857840.2901838,15387277.713955,4397358.0723598,15477068.2392103,4380772.05097351,567856.439136,550820.74596192,0,0,0,0,0,0
82,22627514.7053347,21714182.1086247,22710673.4151731,21791837.8693089,16834679.7897003,4879502.31892436,16931917.2579395,4859920.61136942,630611.996336,611693.63644592,3772935.95152853,3558245.03812375,3786712.35435608,3571114.23907262,105101.999389333,101948.939407653
83,21567166.820426,20696114.5330506,21649130.8495935,20772735.0937147,16002650.3043768,4693464.22867379,16095317.6152736,4677417.47844101,626517.778816,607722.24545152,0,0,0,0,0,0
84,23423548.5723152,22475546.3876694,23514645.3596141,22560720.0963394,17333037.5771562,5142508.81051321,17435473.2272007,5125246.86913875,684661.086144,664121.25355968,3905436.52199167,3682620.80728182,3920543.94404707,3696748.94137592,114110.181024,110686.87559328
85,22630904.3292285,21713022.6401227,22720220.7747613,21796540.8607787,16714608.2135272,4998414.42659553,16814707.6229272,4981833.23785146,684700.644896,664159.62554912,0,0,0,0,0,0
86,24423431.9237852,23430961.2982869,24520991.7917595,23522271.151126,17972811.356296,5458149.9419909,18079556.8945331,5442714.25659284,751134.959504,728600.91071888,4070431.97574496,3837186.5065522,4086627.55564476,3852347.85237703,125189.159917333,121433.485119813
87,23639258.9258808,22676837.4442725,23735135.6830273,22766579.1640371,17401160.4322014,5275677.01207109,17505793.0519576,5260786.11207945,746163.206592,723778.31039424,0,0,0,0,0,0
88,25258646.0561022,24229781.5748072,25362257.4878688,24326768.7498327,18559484.727394,5670296.84741328,18672341.641498,5654427.10833468,859373874,833592.65778,4210535.6962683,3969520.38164857,4227738.05920225,3985627.47313828,143228.979,138932.10963
89,24646721.1882167,23641224.3299597,24746709.8173369,23734817.2394952,18050300.6800752,5590923.64988457,18159327.2501434,5575489.98935185,912453.68676,885080.0761572,0,0,0,0,0,0
90,26444992.8356993,25363981.4224944,26553229.646868,25465301.5293272,19300374.5514132,6063606.87108116,19418144.2719445,6047157.25738273,1076599.968336,1044301.96928592,4409242.53280671,4157681.13623375,4427213.36501292,4174508.30474657,179433.328056,174050.32821432
91,25907858.2321342,24847640.9959271,26013122.5248866,24946185.8723249,18891621.1492801,5956019.84664696,19005931.6423065,5940254.23001847,1156065.972272,1121383.99310384,0,0,0,0,0,0
92,27334146.3143715,26214727.3987673,27446328.2338036,26319767.3283017,19939218.6263223,6275508.772445,20060408.5858963,6259358.74240542,1308068.313504,1268826.26409888,4556564.41032285,4296865.14676518,4575194.91990987,4314314.47843628,218011.385584,211471.04401648
93,27051327.7836557,25942932.6958416,27163442.5763596,26047919.5298882,19693475.7041858,6249456.99165578,19814248.2312646,6233671.29862354,1400737.891944,1358715.75518568,0,0,0,0,0,0
94,28480468.6863182,27311971.7506861,28600476.630116,27424440.5675399,20675212.3697519,6636759.38093421,20801555.6455837,6622884.92195617,1568876.612328,1521810.31395816,4746893.13131549,4477070.41097066,4766841.03016875,4495770.96298338,261479.435388,253635.05232636
95,28126482.06222,26971426.2435688,28242939.7044892,27080590.1955178,20347854.4754749,6623571.76809393,20469808.8679754,6610781.32754245,1608472.50328,1560218.3281816,0,0,0,0,0,0
96,29126905.6707969,27930283.6988782,29247383.2397859,28043217.0318012,21013689.4285692,6916594.27030908,21139803.6963914,6903413.33540978,1710556.916416,1659240.20892352,4852067.25287604,4576187.57722465,4872097.63131968,4594972.11864,285092.819402667,276540.034820587
97,28854745.6638969,27669114.2128511,28972717.3017823,27779695.8683228,20722286.2190073,6946827.99384384,20845886.0169528,6933809.85136999,1793915.98452,1740098.5049844,0,0,0,0,0,0
98,29576082.5045389,28360428.3789321,29697528.7577215,28474269.1030828,21197965.3055654,7162463.07336673,21325095.7449572,7149173.35812553,1920545.877888,1862929.50155136,4928299.60507859,4649133.72247704,4948490.92410147,4668069.18479577,320090.979648,310488.25025856
99,29305153.6409864,28099300.5524851,29425035.0411943,28211674.6610838,20973123.8586529,7126176.69383226,21098624.9308474,7113049.73023636,1990037.217168,1930336.10065296,0,0,0,0,0,0
100,30048837.2598053,28811475.8834481,30169526.3422444,28924604.1487571,21471413.5366794,7340062.34676877,21597907.2586652,7326696.8900919,2137098.808512,2072985.84425664,5007731.94794557,4724808.03932815,5027796.98327741,4743624.23053821,356183.134752,345497.64070944
101,29804843.6866359,28577288.6373615,29927230.6394961,28692091.6044025,21261845.1242157,7315443.51314582,21387384.7081339,7304706.89626861,2218778.285856,2152214.93728032,0,0,0,0,0,0
102,30541013.7785827,29281563.247251,30666492.876752,29399268.390419,21768767.2796211,7512795.96762985,21897424.9681934,7501843.4222256,2356742.7282,2286040.446354,5088444.69103088,4801261.45116638,5109321.28085412,4820853.60151649,392790.4547,381006.741059
103,30334314.8174822,29083037.0459343,30460558.0479496,29201543.2335453,21603319.6034625,7479717.44247179,21730065.394961,7471477.8385843,2446545.62984,2373149.2609448,0,0,0,0,0,0
104,31073031.0983992,29790258.8111604,31201794.8013781,29911130.8471007,22125798.2531517,7664460.5580087,22255082.129714,7656048.71738664,2619257.862096,2540680.12623312,5177789.47064239,4886463.20357641,5199227.62412236,4906596.9794288,436542.977016,423446.68770552
105,30756910.6019444,29487201.5247779,30884461.7047693,29606965.4097324,21858981.8026503,7628219.72212758,21986095.1215522,7620870.28818019,2677431.793664,2597108.83985408,0,0,0,0,0,0
106,31584188.2036674,30279476.7542764,31716140.6139723,30403379.7513943,22405961.5141307,7873515.24014577,22537236.0203758,7866143.73101847,2775994.76228,2692714.9194116,5258191.84978633,4961587.57768498,5280167.47952585,4982232.39062351,462665.793713333,448785.819901933
107,31329041.5247012,30034103.1566108,31458279.8595391,30155456.5425267,22233250.7720164,7800852.38459446,22361885.4146161,7793571.12791063,2787894.078816,2704257.25645152,0,0,0,0,0,0
108,32093299.2450008,30766468.9806715,32225336.740515,30890456.946782,22724289.6197671,8042179.36090435,22855511.6588051,8034945.28797693,2947070.27664,2858658.1683408,5341935.50760404,5040710.38637905,5363926.27912959,5061371.20872651,491178.37944,476443.0280568
109,31743577.2120708,30431069.1031061,31874704.1779782,30554202.8755494,22374975.1759058,8056093.9272003,22505253.6742676,8048949.2012818,3025995.20176,2935215.3457072,0,0,0,0,0,0
110,32573189.1431258,31225185.38426,32706708.1215436,31350571.5219145,22964703.3415702,8260482.04268986,23097141.6132005,8253429.90871403,3162773.315136,3067890.11568192,5420833.77851146,5115673.60536357,5443072.49689303,5136568.89257294,527128.885856,511315.01928032
111,32157451.4681941,30826854.1418503,32291866.2649527,30953156.2390326,22683152.9263996,8143701.21545069,22814079.8868897,8139076.35214294,3153590.765696,3058983.04272512,0,0,0,0,0,0
