period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
57,19435377.07346067,18665392.24759557,19520459.546617247,18745369.758386977,15712385.709959641,2953006.537635926,15792364.206736932,2953005.551650046,48690.42054070307,47229.70792448197,0.0,0.0,0.0,0.0,0.0,0.0
58,20795707.75665226,19969396.402794924,20887889.42365362,20056047.15648299,16735856.669125956,3233539.733668969,16822508.389618892,3233538.7668640986,80822.49575855945,78397.82088580266,3467585.5732699907,3276818.5012653437,3482949.182079932,3291260.291495821,13470.415959759908,13066.303480967108
59,20006867.48677482,19211307.792235073,20095133.477622736,19294277.811196066,16056577.82673134,3154729.965503736,16139548.773176666,3154729.038019396,112111.47598518206,108748.13170562661,0.0,0.0,0.0,0.0,0.0,0.0
60,21735690.020732973,20870527.715000745,21833384.336586565,20962360.359708097,17373114.248716634,3497413.466284114,17464947.85650538,3497412.5032027154,139896.20759389744,135699.32136608052,3623871.4436019026,3425203.127196069,3640153.8274152623,3440508.5661208755,23316.034598982904,22616.553561013417
61,20500171.510501985,19681229.507439062,20592475.30764965,19767995.06619757,16324459.183681862,3356770.3237572005,16411225.592088826,3356769.4741087467,172563.81102186764,167386.89669121162,0.0,0.0,0.0,0.0,0.0,0.0
62,20324208.023187216,19511854.115187082,20419262.365650244,19601205.007749356,16123184.036306435,3388670.0788806477,16212535.640190165,3388669.3675591927,207796.32840764808,201562.43855541863,3387894.0942116105,3201886.805229388,3403736.451048893,3216778.6191852647,34632.721401274684,33593.73975923644
63,20166699.654945474,19360284.963760417,20259973.130097616,19447961.850080505,15939057.258196898,3421227.7055635233,16026734.753441751,3421227.096638753,236148.6126012484,229064.15422321096,0.0,0.0,0.0,0.0,0.0,0.0
64,20384877.213145785,19567218.67393556,20480552.6054463,19657154.05773403,16023640.237383822,3543578.4365517395,16113576.156203818,3543577.9015302127,252594.05899782188,245016.23722788718,3396976.3853025283,3211679.584773049,3412922.3753377185,3226668.814381853,42099.009832970296,40836.039537981196
65,20552579.471281275,19727339.668755576,20652341.628446814,19821116.6128212,16142876.25144318,3584463.4173123958,16236653.688263752,3584462.9245574474,281336.2294590273,272896.1425752564,0.0,0.0,0.0,0.0,0.0,0.0
66,20676803.21741799,19845652.121964313,20778129.70221975,19940899.534237504,16209642.521572057,3636009.6003922555,16304890.407635842,3636009.1266016597,320018.601969301,310418.0439102219,3445291.9934942843,3257999.162006089,3462179.8325498137,3273873.729738476,53336.43366155017,51736.34065170365
67,20838286.419667453,20000220.338664252,20941276.332544744,20097031.3736894,16301963.443137012,3698256.8955272366,16398774.94991579,3698256.4237736105,383842.65336498176,372327.3737640324,0.0,0.0,0.0,0.0,0.0,0.0
68,21228487.848977834,20375910.05558162,21333658.213346988,20474770.715414867,16634113.346609933,3741796.7089716885,16732974.474717783,3741796.240697087,408682.84065921605,396422.3554394396,3536571.4237014833,3337646.810409934,3554099.9094875194,3354123.586100066,68113.80677653599,66070.39257323992
69,21340354.925549384,20481192.577747136,21447379.328782495,20581796.033463906,16659371.93045857,3821820.647288565,16759975.892540572,3821820.1409233343,431035.4977183068,418104.43278675753,0.0,0.0,0.0,0.0,0.0,0.0
70,21435565.823299006,20570370.07923369,21543247.34576451,20671591.22733363,16712531.550423255,3857838.5288104387,16813753.201574598,3857838.02575904,463487.7245697653,449583.0928326723,3570579.2665007,3369074.3311250876,3588526.278575158,3385944.521366289,77247.95409496085,74930.51547211206
71,21477074.6773753,20608827.65531961,21584347.191909187,20709664.33629251,16694980.580586765,3913847.0747328503,16795817.76364236,3913846.572650152,507970.67082740954,492731.5507025873,0.0,0.0,0.0,0.0,0.0,0.0
72,21613165.3710137,20737084.447832264,21722341.35630984,20839710.391772725,16718306.017664893,4018778.4301673705,16820932.46687873,4018777.9248939925,554581.5116073416,537944.0662591212,3599603.8726431746,3395895.842144293,3617799.961994321,3413000.4677797295,92430.25193455692,89657.34437652021
73,21707200.205123905,20824807.425760377,21818785.699869104,20929698.30818538,16742613.12952871,4082194.296231663,16847504.539756138,4082193.768429239,599822.3554320277,581827.6847690665,0.0,0.0,0.0,0.0,0.0,0.0
74,21774508.285679772,20887113.292917054,21887539.71878678,20993363.358010113,16702313.842185285,4184799.450731775,16808564.425102875,4184798.9329072386,636155.398875831,617070.7369095561,3625689.4466007305,3419816.2330674655,3644528.110624321,3437524.8791697505,106025.89981263853,102845.12281825935
75,21834266.46518254,20943358.395058807,21948954.783128645,21051165.932173356,16713736.99820403,4229621.396854779,16821545.054009173,4229620.878164183,667536.7713102662,647510.6681709582,0.0,0.0,0.0,0.0,0.0,0.0
76,22042299.674492467,21140451.585551154,22158970.973281667,21250123.124667604,16763136.209286578,4377315.376264577,16872808.276479993,4377314.848187616,721237.3063695026,699600.1871784175,3669862.213938204,3460988.162690753,3689307.522292184,3479267.3313349695,120206.21772825046,116600.03119640291
77,22121613.133087855,21214976.925068684,22241088.92189942,21327284.68483411,16766173.640424944,4448803.284643747,16878481.939099845,4448802.745734266,762789.1183731051,739905.4448219121,0.0,0.0,0.0,0.0,0.0,0.0
78,22324633.331847973,21406336.91378327,22447514.55387949,21521845.780977234,16904479.356577016,4501857.55720625,17019988.76298275,4501857.017994482,783691.4365882812,760180.6934906327,3716327.8837843114,3504346.5134719945,3736808.179386077,3523598.5707181212,130615.23943138015,126696.78224843877
79,22347521.698992822,21427130.92477954,22471508.610990718,21543679.140802726,16893435.42973621,4533695.495043332,17009984.189120907,4533694.951681818,817119.0027019769,792605.4326209176,0.0,0.0,0.0,0.0,0.0,0.0
80,22383219.567112073,21459395.597682524,22508659.227562226,21577309.39766797,16901186.171243735,4558209.426438783,17019100.43877219,4558208.958895772,834709.9951291084,809668.6952752352,3725702.812818893,3512551.6131997053,3746609.5149439713,3532204.4932444356,139118.3325215181,134944.7825458725
81,22505680.8493363,21575820.502224404,22634047.2409632,21696485.43044441,16964697.46874026,4611123.033484146,17085362.844162256,4611122.586282157,876618.5361283963,850319.9800445446,0.0,0.0,0.0,0.0,0.0,0.0
82,22609272.89583756,21673642.901431885,22739692.37523545,21796237.732257966,17032548.936416,4641093.965015883,17155144.220850803,4641093.511407167,914922.5830872317,887474.9055946149,3763262.786985037,3547747.8165067844,3784999.459117321,3568181.0081107155,152487.09718120526,147912.48426576913
83,22719725.410473533,21778187.05109075,22850662.989978038,21901268.89634662,17029701.904644374,4748485.146446381,17152784.20254174,4748484.693804883,943451.4268936345,915147.8840868254,0.0,0.0,0.0,0.0,0.0,0.0
84,22767464.881608523,21823032.33025869,22899997.225182027,21947613.25375484,17019665.985563815,4803366.344694876,17144247.370897047,4803365.882857789,972199.780533091,943033.7871170981,3789297.1119797085,3571846.885471293,3811385.9282024303,3592611.093286908,162033.29675551516,157172.29785284973
85,22877901.36550163,21926354.964201897,23011973.585552514,22052383.37127855,17072388.02517139,4853966.939030506,17198416.91375163,4853966.4575269185,993535.6242680268,963729.5555399859,0.0,0.0,0.0,0.0,0.0,0.0
86,22891846.757548835,21938693.645223092,23026508.18174596,22065275.90428797,17056333.192110837,4882360.453112249,17182915.939449552,4882359.964838422,1012392.7994767871,982021.0154924834,3809679.892533246,3590360.2519869423,3832123.555488012,3611458.016401409,168732.13324613115,163670.16924874726
87,22872736.390991256,21920141.08243325,23008142.935620993,22047423.755448215,16994950.03385045,4925191.048582799,17122233.180812705,4925190.574635505,1054127.3628631865,1022503.5419772911,0.0,0.0,0.0,0.0,0.0,0.0
88,22959879.953711756,22003088.360828996,23095484.68020637,22130557.32461639,17034634.897819523,4968453.463009465,17162104.351108048,4968452.973508342,1151585.4078162378,1117037.8455817504,3820646.1868171273,3600818.274215284,3843247.066921277,3622063.8235559035,191930.90130270628,186172.97426362504
89,23195878.891363397,22228090.95189626,23334021.910338815,22357945.910872307,17161409.2139524,5066681.737943859,17291264.6638512,5066681.247021108,1261952.9031415258,1224094.3160472799,0.0,0.0,0.0,0.0,0.0,0.0
90,23308975.187486753,22336180.910817236,23445741.197888047,22464740.742126998,17233124.652813412,5103056.258003827,17361684.96959723,5103055.77252977,1360864.9698493476,1320039.0207538675,3878459.833102354,3656044.536027583,3901254.129433872,3677471.903138289,226810.82830822462,220006.5034589779
91,23452552.758499,22471451.754819993,23590183.680147715,22600824.602613196,17297151.57149643,5174300.183323559,17426524.90395572,5174299.698657478,1447970.3058807973,1404531.1967043735,0.0,0.0,0.0,0.0,0.0,0.0
92,23563908.892781947,22577236.478418276,23702783.567489192,22707778.455554284,17379707.300465442,5197529.177952833,17510249.711116843,5197528.744437444,1539004.1233827018,1492833.9996812209,3920269.239238983,3695857.195514704,3943414.979865935,3717614.9213599553,256500.68723045028,248805.66661353674
93,23550757.222886425,22565335.849511527,23691422.412504543,22697560.9101736,17353814.628147915,5211521.2213636115,17486040.134995546,5211520.775178054,1613849.247595316,1565433.770167457,0.0,0.0,0.0,0.0,0.0,0.0
94,23754674.562828667,22758314.60445648,23896998.11467807,22892098.525527008,17457391.654838607,5300922.949617877,17591176.021275163,5300922.504251846,1722063.094643555,1670401.2018042484,3952016.705071224,3726453.14203937,3975737.258452521,3748751.1926347977,287010.5157739259,278400.2003007081
95,23917212.424426507,22912954.683553867,24061562.803522497,23048643.82214021,17561883.1047278,5351071.578826064,17697572.688084938,5351071.134055273,1842299.3117053178,1787030.3323541582,0.0,0.0,0.0,0.0,0.0,0.0
96,24060369.851189967,23048759.891427606,24205084.58411549,23184791.522512745,17645639.893033955,5403119.998393654,17781671.968454886,5403119.554057855,1941106.3160589284,1882873.1265771606,4002435.668606377,3774659.8293631524,4026554.7521321108,3797332.4991221353,323517.7193431548,313812.1877628601
97,24200492.21236157,23181909.03502317,24347703.694871858,23320287.611099336,17756550.82659947,5425358.2084237,17894929.83264674,5425357.778452588,2011518.0408660665,1951172.4996400843,0.0,0.0,0.0,0.0,0.0,0.0
98,24346986.756781835,23320217.779282905,24495718.884693947,23460025.76191478,17834588.92071635,5485628.858566556,17974397.33356052,5485628.428354261,2077108.3815479884,2014795.1301015487,4049862.5187338786,3819707.999225612,4074651.168136694,3843010.0618162802,346184.7302579981,335799.1883502581
99,24393176.432732787,23363546.298878074,24543119.612325516,23504492.669756353,17848878.432765342,5514667.866112733,17989825.267187476,5514667.402568871,2137159.654602334,2073044.8649642637,0.0,0.0,0.0,0.0,0.0,0.0
100,24544382.94616286,23506997.183497448,24695160.147021044,23648727.534382556,17938788.916836437,5568208.2666610135,18080519.72701307,5568207.807369489,2227902.1769178184,2161065.1116102845,4082428.141928133,3850884.9558998575,4107557.636765918,3874507.8285613763,371317.0294863031,360177.518601714
101,24594269.38368769,23554176.7726051,24745533.935048744,23696365.232811455,17936145.30798622,5618031.464618881,18078334.22868623,5618031.004125223,2286224.2215037057,2217637.4948585946,0.0,0.0,0.0,0.0,0.0,0.0
102,24687742.992690258,23642502.33065907,24840012.16295259,23785635.13298813,17998654.0294215,5643848.301237568,18141787.32173325,5643847.811254881,2351755.3857258023,2281202.7241540286,4106002.3966090577,3873512.1659123134,4131380.55305038,3897368.747623801,391959.23095430044,380200.45402567135
103,24859343.71259881,23804992.64841883,25014042.00516417,23950408.82544581,18106729.228132382,5698263.420286445,18252145.900098674,5698262.925347126,2425847.0686718025,2353071.6566116484,0.0,0.0,0.0,0.0,0.0,0.0
104,25004497.952987526,23943485.00973534,25159110.753813066,24088820.82370958,18193486.53550839,5749998.474226948,18338822.844699573,5749997.979010007,2515829.1862057126,2440354.310619541,4158295.457944211,3923198.203811383,4184064.2192871612,3947421.955356312,419304.8643676188,406725.71843659034
105,25192713.10361949,24121677.745921187,25348254.02716271,24267885.994915072,18312197.732893094,5809480.013028099,18458406.48424415,5809479.510670925,2597462.4137025718,2519538.541291495,0.0,0.0,0.0,0.0,0.0,0.0
106,25353342.589025047,24274493.09022993,25509693.627197433,24421462.846961748,18427530.88335,5846962.2068799315,18574501.13918247,5846961.7077792715,2695818.241477097,2614943.6942327833,4216007.35966702,3978177.6987076774,4242065.827172661,4002674.840369573,449303.0402461828,435823.94903879723
107,25453545.249929804,24370502.476955302,25609405.761595476,24517011.13854547,18465757.060178112,5904745.416777188,18612266.212139588,5904744.926405882,2768015.721780877,2684975.250127451,0.0,0.0,0.0,0.0,0.0,0.0
108,25695477.751839634,24600329.233529374,25853064.19915877,24748460.274571206,18679138.80361585,5921190.4299135255,18827270.333349105,5921189.9412221,2873052.776669614,2786861.1933695255,4272739.895282316,4032181.7497430667,4299004.264261364,4056872.6295694537,478842.12944493553,464476.8655615875
109,25878016.98049088,24774003.875536058,26034980.12041034,24921549.00747761,18759620.22941959,6014383.64611647,18907165.851021864,6014383.156455748,2970929.6948504513,2881801.804004939,0.0,0.0,0.0,0.0,0.0,0.0
110,25922147.10492381,24816484.566022176,26079281.227881927,24964190.610604215,18789075.03629285,6027409.529729327,18936781.571240153,6027409.039364058,3047490.6365597853,2956065.917462991,4310202.685696777,4068233.398373504,4336391.700693592,4092853.629096922,507915.1060932975,492677.65291049855
111,26062418.39698264,24950264.73036565,26218818.10276787,25097280.422787778,18867937.786315594,6082326.944050052,19014953.969378047,6082326.453409725,3151507.9795546182,3056962.74016798,0.0,0.0,0.0,0.0,0.0,0.0
112,26117856.792009614,25002239.309003595,26272723.17180753,25147811.159706328,18847574.835342277,6154664.47366132,18993147.179625023,6154663.980081304,3200064.0960679944,3104062.1731859553,4342438.001865524,4099210.198337671,4368248.613692251,4123474.73295016,533344.0160113324,517343.69553099247
113,26359889.57211865,25231669.42275067,26516023.42586979,25378432.69800555,19003350.83856788,6228318.584182793,19150114.592663564,6228318.105341987,3255676.796830568,3158006.49292565,0.0,0.0,0.0,0.0,0.0,0.0
114,26526852.959726915,25391339.169024676,26683825.65679685,25538890.9555646,19159202.82604224,6232136.342982438,19306755.095175482,6232135.860389113,3355800.47427372,3255126.460045508,4410376.172714444,4163565.412313888,4436537.836994572,4188159.939183671,559300.0790456199,542521.0766742514
115,26594176.970014263,25454752.689160783,26750031.45504149,25601253.262047138,19175188.913318362,6279563.775842412,19321689.969875347,6279563.292171793,3395916.1172548686,3294038.6337372223,0.0,0.0,0.0,0.0,0.0,0.0
116,26724603.72526993,25578357.252817713,26881174.354674555,25725530.99997477,19227213.069886707,6351144.182931007,19374387.299741205,6351143.700233561,3466790.4435122567,3362786.730206888,4442968.859250641,4194618.268476118,4469063.495271396,4219149.832332137,577798.4072520428,560464.4550344814
117,26928538.359995425,25772187.757701345,27084363.938294392,25918661.154799573,19395036.720313646,6377151.037387691,19541510.607282463,6377150.54751711,3598972.7297365647,3491003.547844468,0.0,0.0,0.0,0.0,0.0,0.0
118,27093784.951256298,25929577.669879507,27249735.23246266,26076168.286503352,19518872.432050016,6410705.237829493,19665463.52985731,6410704.756646041,3705917.811795251,3594740.277441393,4504127.305362346,4253041.908716099,4530118.549444588,4277476.361381745,617652.968632542,599123.3795735656
119,27259036.91067212,26087763.914509196,27415243.106734503,26234595.091385104,19638757.797606435,6449006.116902761,19785589.456499662,6449005.634885449,3821381.4157268996,3706739.9732550927,0.0,0.0,0.0,0.0,0.0,0.0
120,27329773.853023198,26155093.83556738,27486818.378390573,26302711.009164866,19689437.853600178,6465655.981967205,19837055.509485353,6465655.499679517,3910659.0647344636,3793339.29279243,4543322.322364866,4290847.433573965,4569495.580094917,4315452.996484758,651776.5107890773,632223.215465405
121,27418426.50656298,26239382.60865392,27575163.363166906,26386710.30568259,19724226.93076958,6515155.677884343,19871555.11035646,6515155.195326129,4016583.833135523,3896086.318141457,0.0,0.0,0.0,0.0,0.0,0.0
122,27518900.659169268,26333729.081238285,27675089.767749052,26480542.61790973,19782759.811997276,6550969.2692410145,19929573.84335765,6550968.774552079,4044197.1817888124,3922871.2663351474,4574767.57855835,4321003.3119009035,4600798.347471726,4345474.93835459,674032.8636314686,653811.8777225246
123,27583310.979496114,26395177.228646655,27739493.084966566,26541984.180025183,19796777.767057903,6598399.461588752,19943585.213402845,6598398.966622336,4148637.1201009424,4024178.0064979144,0.0,0.0,0.0,0.0,0.0,0.0
124,27734829.066933904,26540192.021578863,27890767.594592676,26686770.007442936,19856346.522388797,6683845.499190076,20002924.97511231,6683845.032330626,4254388.546590191,4126756.890192486,4610501.749701085,4355578.971722221,4636490.754286912,4380011.435512998,709064.7577650318,687792.8150320809
125,27913890.999339573,26710788.668099824,28070055.437119946,26857579.00710539,19993141.066497352,6717647.60160247,20139931.87262424,6717647.134481146,4334989.582468321,4204939.894994271,0.0,0.0,0.0,0.0,0.0,0.0
126,28098048.873385485,26885694.358275756,28253449.077729125,27031766.315476663,20136999.176857166,6748695.18141859,20283071.603582796,6748694.711893871,4400948.177464571,4268919.732140634,4670949.168719641,4413098.492929019,4696848.451911292,4437446.787486826,733491.362910762,711486.6220234389
127,28181707.4105674,26965602.236917198,28337268.69493481,27111825.60696499,20175638.87463303,6789963.362284165,20321862.714468915,6789962.892496076,4479508.223793564,4345122.977079759,0.0,0.0,0.0,0.0,0.0,0.0
128,28282863.164562367,27061030.798432685,28438762.082977936,27207571.633173723,20245557.20424731,6815473.594185374,20392098.50295032,6815473.130223399,4525335.171897036,4389575.116740124,4701648.334006992,4442462.371613158,4727630.751514266,4466888.632773516,754222.5286495057,731595.8527900205
129,28427696.72591169,27198696.17742457,28582675.377513994,27344371.959034074,20342184.073128004,6856512.104296568,20487860.322160605,6856511.63687346,4614173.652303661,4475748.442734553,0.0,0.0,0.0,0.0,0.0,0.0
130,28542656.222154558,27308064.100565948,28697332.677465007,27453455.81530335,20408448.73078911,6899615.36977684,20553840.91321181,6899614.902091543,4710137.1303086495,4568833.01639939,4744687.517624253,4483591.41043283,4770466.190450036,4507826.378666427,785022.8550514416,761472.1693998984
131,28645167.078402173,27405473.319967307,28799893.972057275,27550912.659858048,20479150.940629918,6926322.379337393,20624590.74846829,6926321.911389761,4786293.286901158,4642704.488294124,0.0,0.0,0.0,0.0,0.0,0.0
132,28844841.124944914,27595408.795945086,28998132.843308907,27739499.114141893,20601799.640708875,6993609.155236214,20745890.42711579,6993608.6870261,4878553.581221466,4732196.973784821,4794848.041698368,4531342.566975632,4820395.970456667,4555361.112025206,813092.263536911,788699.4956308036
133,28918157.70154677,27665796.718189456,29071124.412414435,27809581.634857386,20633929.83791847,7031866.880270985,20777715.22305915,7031866.411798238,4974066.789033034,4824844.785362043,0.0,0.0,0.0,0.0,0.0,0.0
134,28960933.474563297,27707124.375827562,29113188.909038562,27850240.690559845,20703186.057478316,7003938.318349241,20846302.84094613,7003937.849613718,5056566.201600768,4904869.215552745,4814276.538755398,4550427.626558274,4839651.771863958,4574283.841615712,842761.033600128,817478.2025921242
135,29202455.907638498,27937218.842640847,29354370.624383878,28080014.88145081,20916627.669676784,7020591.1729640635,21059424.177485194,7020590.7039656155,5176533.740331553,5021237.728121607,0.0,0.0,0.0,0.0,0.0,0.0
136,29313496.399731345,28043718.020428285,29459646.861164257,28181095.677828908,21002183.86716552,7041534.1532627605,21139561.99382767,7041533.684001237,5295705.652511988,5136834.482936628,4873403.694670733,4607127.642251028,4897761.435344604,4630027.444495995,882617.6087519979,856139.0804894379
137,29499172.507963043,28221512.06307684,29642793.41234869,28356511.934734773,21136701.737474352,7084810.325602482,21271702.07865704,7084809.856077737,5423464.548703778,5260760.612242663,0.0,0.0,0.0,0.0,0.0,0.0
138,29657574.508920144,28372486.95462698,29800127.33358613,28506482.770547263,21258665.857101534,7113821.097525446,21392662.15455739,7113820.615989869,5502112.0402394105,5337048.679032228,4930581.56869313,4662022.131373889,4954339.692083251,4684360.049286632,917018.6733732349,889508.113172038
139,29705478.791229352,28418741.281351224,29844297.442554854,28549226.97217788,21311649.713522393,7107091.567828828,21442135.908223487,7107091.063954395,5596792.858041176,5428889.0722999405,0.0,0.0,0.0,0.0,0.0,0.0
140,29926912.508597996,28629817.29723803,30065404.154700268,28759995.60100008,21485019.09139088,7144798.205847148,21615197.900933705,7144797.700066377,5694348.446824161,5523517.993419438,4975250.551556066,4704826.2032371815,4998331.811088346,4726527.99815884,949058.0744706937,920586.3322365729
141,29997287.690801084,28698423.186668936,30135636.919746663,28828467.61614773,21572479.508446634,7125943.678222302,21702524.443989906,7125943.172157828,5810161.114547214,5635856.281110797,0.0,0.0,0.0,0.0,0.0,0.0
142,30059876.204234466,28758173.36917432,30196843.402224157,28886918.687397398,21639387.56004144,7118785.809132881,21768133.39245324,7118785.294944158,5851340.524162094,5675800.308437232,4997503.468514803,4726499.921138223,5020330.65259691,4747963.057344989,975223.4206936825,945966.7180728719
143,30140086.80415149,28835513.60452401,30276172.300345648,28963430.120900903,21722368.998523794,7113144.606000224,21850286.02937782,7113144.091523079,5937584.08919307,5759456.566517278,0.0,0.0,0.0,0.0,0.0,0.0
144,30268467.801253982,28958756.333786484,30402394.925803613,29084644.238601454,21860720.931294437,7098035.402492049,21986609.267622937,7098034.970978506,6029516.608429637,5848631.110176749,5032264.367740928,4759803.147764508,5054584.918240036,4780790.054481948,1004919.4347382728,974771.8516961245
145,30294403.36981556,28984150.52197256,30427534.322624482,29109290.063733645,21889820.325569842,7094330.196402717,22014960.287550945,7094329.776182704,6132175.457893213,5948210.194156417,0.0,0.0,0.0,0.0,0.0,0.0
146,30500893.708785918,29180918.413848076,30632352.232644938,29304485.87040278,22045482.715681534,7135435.6981665455,22169050.592691954,7135435.2777108215,6251721.153727971,6064169.5191161325,5070956.573674326,4797138.277799945,5092865.697176932,4817738.71532185,1041953.5256213286,1010694.9198526887
147,30599064.023080338,29273763.5361417,30728389.51537487,29395325.941031184,22141672.80965204,7132090.726489659,22263235.65091963,7132090.2901115585,6314029.996664032,6124609.096764111,0.0,0.0,0.0,0.0,0.0,0.0
148,30706932.304712035,29376422.589658894,30835187.58931855,29496978.997325934,22251757.17205201,7124665.417606884,22372314.018751144,7124664.978574794,6409700.959207168,6217409.930430953,5105290.384908143,4829980.689345957,5126665.634494498,4850079.026187498,1068283.4932011948,1036234.9884051589
149,30795457.314594705,29460344.966314666,30921970.469266716,29579265.834490925,22321163.813027672,7139181.153286999,22440085.10809127,7139180.726399649,6472770.639572266,6278587.520385098,0.0,0.0,0.0,0.0,0.0,0.0
150,30933056.92119744,29591450.94142831,31058327.97523831,29709204.234171435,22437015.171196356,7154435.770231951,22554768.893045023,7154435.341126411,6539446.9666832145,6343263.557682718,5142978.899490746,4865925.861767141,5163857.1428849185,4885557.521565584,1089907.8277805357,1057210.5929471196
151,31046159.226063948,29699491.594366886,31169099.973287195,29815054.39786114,22524504.63248475,7174986.96188214,22640067.86532524,7174986.532535904,6645552.311315547,6446185.74197608,0.0,0.0,0.0,0.0,0.0,0.0
152,31037160.784269195,29690525.605158072,31158338.603408035,29804431.255412217,22489695.674590535,7200829.93056754,22603601.754431743,7200829.500980473,6660631.015403145,6460812.08494105,5160354.498452845,4882871.743203655,5180550.535731949,4901862.918419448,1110105.1692338574,1076802.0141568417
