period,"total pensions, pre-2016, cost","total net pensions, pre-2016","total pensions, post-2016, cost","total net pensions, post-2016",total retirement benefits pre-2016,total survivors pensions pre-2016,total retirement benefits post-2016,total survivors pensions post-2016,"total universal pensions, cost",total net universal pensions," total thirteenth month of pension pre-2016, cost",total net thirteenth month of pension pre-2016," total thirteenth month of pension post-2016, cost",total net thirteenth month of pension post-2016," total thirteenth month of universal pension, cost",total net thirteenth month of universal pension
57,19435377.07346067,18665392.24759557,19520459.546617247,18745369.758386977,15712385.709959641,2953006.537635926,15792364.206736932,2953005.551650046,48690.42054070307,47229.70792448197,0.0,0.0,0.0,0.0,0.0,0.0
58,20795707.75665226,19969396.402794924,20887889.42365362,20056047.15648299,16735856.669125956,3233539.733668969,16822508.389618892,3233538.7668640986,80822.49575855945,78397.82088580266,3467585.5732699907,3276818.5012653437,3482949.182079932,3291260.291495821,13470.415959759908,13066.303480967108
59,20006867.48677482,19211307.792235073,20095133.477622736,19294277.811196066,16056577.82673134,3154729.965503736,16139548.773176666,3154729.038019396,112111.47598518206,108748.13170562661,0.0,0.0,0.0,0.0,0.0,0.0
60,21735690.020732973,20870527.715000745,21833384.336586565,20962360.359708097,17373114.248716634,3497413.466284114,17464947.85650538,3497412.5032027154,139896.20759389744,135699.32136608052,3623871.4436019026,3425203.127196069,3640153.8274152623,3440508.5661208755,23316.034598982904,22616.553561013417
61,20499929.09005992,19681001.63222352,20592233.07436599,19767767.366910934,16324231.308466325,3356770.3237572005,16410997.892802184,3356769.4741087467,172563.81102186764,167386.89669121162,0.0,0.0,0.0,0.0,0.0,0.0
62,20326133.92166723,19513713.15428192,20421186.401704084,19603062.296163585,16125043.075401273,3388670.0788806477,16214392.928604398,3388669.3675591927,207796.32840764808,201562.43855541863,3388215.562146569,3202166.7423542887,3404057.6085794894,3217058.264530064,34632.721401274684,33593.73975923644
63,20167415.54897473,19360970.371531826,20260687.18712297,19448645.531068243,15939742.665968304,3421227.7055635233,16027418.434429491,3421227.096638753,236148.6126012484,229064.15422321096,0.0,0.0,0.0,0.0,0.0,0.0
64,20314548.83345635,19500574.50151282,20409846.177046932,19590154.460240055,15973555.078847164,3527019.422665658,16063135.570358096,3527018.8898819573,252594.05899782188,245016.23722788718,3385763.353742186,3201192.803631621,3401646.3251477224,3216122.7957327077,42099.009832970296,40836.039537981196
65,20439653.457561854,19619975.121195275,20538446.200382847,19712840.755226333,16026220.541036945,3593754.580158332,16119086.655327626,3593754.0998987094,281858.5311405331,273402.77520631714,0.0,0.0,0.0,0.0,0.0,0.0
66,20563478.766911842,19738310.088737838,20663838.949914526,19832649.11659611,16105717.011993121,3632593.0767447194,16200056.497355487,3632592.619240623,315339.1377987553,305878.9636647926,3426909.2629849766,3240729.6075648437,3443636.040974032,3256452.777868827,52556.5229664592,50979.82727746543
67,20710520.486560687,19879313.610564146,20811472.799641736,19974209.240759403,16176755.053384846,3702558.5571793006,16271651.139036523,3702558.101722886,379645.6510325423,368256.281501566,0.0,0.0,0.0,0.0,0.0,0.0
68,21107994.47339297,20261228.533445444,21210613.453381125,20357690.830648445,16503469.232013779,3757759.3014316587,16599931.970052568,3757758.8605958764,404578.9080650265,392441.5408230757,3516953.5375013836,3319221.208872583,3534056.7816863144,3335298.2574313725,67429.81801083774,65406.92347051262
69,21179865.613178484,20327924.613898184,21281812.221795484,20423754.882213496,16525451.421524813,3802473.1923733694,16621282.138461636,3802472.743751864,421691.9155929343,409041.1581251463,0.0,0.0,0.0,0.0,0.0,0.0
70,21302168.602887068,20442888.68511381,21405688.91616405,20540198.235815946,16583009.834310517,3859878.8508032965,16680319.866825838,3859878.368990105,462671.06918413995,448790.9371086158,3548657.9866943057,3348421.952260076,3565911.453130854,3364640.2097710944,77111.84486402334,74798.48951810264
71,21316868.816741973,20456391.058559924,21419610.256489325,20552968.46804405,16556008.667386223,3900382.3911736994,16652586.561921872,3900381.906122176,503746.99509362975,488634.58524082083,0.0,0.0,0.0,0.0,0.0,0.0
72,21416092.448566657,20549646.8725338,21520232.669934504,20647539.136585813,16608192.549734786,3941454.322799012,16706085.292962492,3941453.8436233196,542139.4507717832,525875.2672486297,3567232.9092406393,3365356.59484051,3584589.6936470238,3381672.2688905555,90356.57512863053,87645.87787477163
73,21444776.760315735,20575668.266882483,21551075.578508027,20675589.611266892,16591584.306652956,3984083.9602295323,16691506.154645486,3984083.456621408,590190.8300019103,572485.105101853,0.0,0.0,0.0,0.0,0.0,0.0
74,21499084.878628682,20625654.436728664,21606957.99989167,20727055.626311187,16594247.040336773,4031407.396391897,16695648.711639145,4031406.914672042,624738.5476293185,605996.3912004392,3580531.6489946037,3377285.2873839973,3598510.5833177445,3394185.7822920005,104123.09127155312,100999.39853340652
75,21562372.849216506,20684741.76530835,21671730.407811504,20787538.325965337,16575770.623321364,4108971.1419869866,16678567.66626802,4108970.6596973124,657342.9724868608,637622.683312255,0.0,0.0,0.0,0.0,0.0,0.0
76,21641508.70350317,20758781.767623052,21751074.632291287,20861774.195974927,16572032.183082778,4186749.5845402726,16675025.102992255,4186749.092982671,714577.2600817265,693139.9422792747,3603681.6621455946,3398633.0221497985,3621942.73100231,3415798.9949421855,119096.21001362108,115523.32371321246
77,21672579.16690709,20787013.681467265,21784215.880022652,20891952.64696595,16542750.666518956,4244263.014948313,16647690.138117356,4244262.508848596,748975.8960296164,726506.6191487277,0.0,0.0,0.0,0.0,0.0,0.0
78,21825565.422451887,20930970.366988476,21941322.910540543,21039780.819445435,16622706.836043268,4308263.530945208,16731517.796807447,4308263.022637988,763842.2164924968,740926.949997722,3633830.0831833347,3426608.0082711703,3653122.7165976893,3444743.6517269295,127307.03608208282,123487.82499962031
79,21894336.474536788,20995354.8463014,22011606.441888615,21105587.02914822,16628092.734505938,4367262.111795463,16738325.429460106,4367261.599688118,789737.9657716984,766045.8267985473,0.0,0.0,0.0,0.0,0.0,0.0
80,21923568.053206306,21021889.704451695,22040601.750430558,21131899.79350312,16601458.597920282,4420431.106531409,16711469.12393108,4420430.669572042,811595.4323635866,787247.5693926791,3649792.6737003443,3441125.3972612517,3669298.0086385407,3459460.9801506284,135265.90539393108,131207.92823211316
81,22087895.898845702,21178065.816648174,22207361.767972805,21290361.50556105,16667019.66945161,4511046.147196561,16779315.7894368,4511045.716124258,857504.7432511557,831779.600953621,0.0,0.0,0.0,0.0,0.0,0.0
82,22245555.631865785,21326663.72717753,22367206.021492988,21441012.84638503,16749827.373658448,4576836.353519083,16864176.92085169,4576835.925533339,888649.7369302518,861990.2448223442,3703009.710999145,3490833.813031325,3723284.377525296,3509893.0283358707,148108.2894883753,143665.04080372406
83,22254461.835495416,21333868.96701515,22377294.93557706,21449329.83408706,16727673.201897549,4606195.765117602,16843134.495751217,4606195.338335836,913164.5190728592,885769.5835006733,0.0,0.0,0.0,0.0,0.0,0.0
84,22258098.268867828,21335703.89749285,22377328.4806118,21447778.410286576,16629823.234423898,4705880.663068951,16741898.18280674,4705880.227479833,952017.2971298774,923456.778215981,3704734.658083088,3492013.852909949,3724606.0255997065,3510693.9671050897,158669.5495216462,153909.46303599683
85,22330195.220145702,21402633.854761597,22450784.192126118,21515985.6015867,16658809.977469034,4743823.877292563,16772162.178988403,4743823.422598298,972491.1811171098,943316.4456835964,0.0,0.0,0.0,0.0,0.0,0.0
86,22384389.943593863,21453036.29908853,22506768.178112265,21568069.952501543,16630228.80441893,4822807.494669599,16745262.919790823,4822807.032710716,979061.2368881787,949689.3997815334,3725325.7671536445,3510772.793837365,3745721.804992831,3529946.098000077,163176.87281469643,158281.56663025555
87,22415812.092622124,21482729.912292577,22536886.720244505,21596538.17545433,16606099.66049711,4876630.251795464,16719908.366031814,4876629.80942252,1009722.3689758546,979430.6979065789,0.0,0.0,0.0,0.0,0.0,0.0
88,22471993.30374611,21536274.611033216,22594201.188430145,21651148.135368247,16578100.895845698,4958173.715187515,16692974.877578232,4958173.257790016,1112518.110206079,1079142.5668998966,3739483.178896946,3524269.533589081,3759850.8250556407,3543415.851863461,185419.68503434653,179857.09448331612
89,22656697.59771749,21711814.401959457,22779786.91498016,21827516.472883556,16701417.586960474,5010396.814998982,16817120.116408736,5010396.356474825,1196105.8539909492,1160222.6783712206,0.0,0.0,0.0,0.0,0.0,0.0
90,22761598.19749798,21811264.81374168,22885588.790875398,21927814.084387437,16747125.326910753,5064139.486830922,16863675.0512711,5064139.03311633,1290529.4819555716,1251813.597496905,3787224.7298312164,3569716.9079603273,3807889.494130109,3589142.5173103902,215088.24699259526,208635.59958281743
91,22926522.56525011,21968224.770101503,23051917.564688846,22086094.182440102,16849328.886770006,5118895.883331495,16967198.75297817,5118895.429461935,1379416.1640335096,1338033.679112504,0.0,0.0,0.0,0.0,0.0,0.0
92,23083205.61660754,22117018.167439606,23210258.74362232,22236446.221178696,16938727.578146394,5178290.589293213,17058156.03793393,5178290.183244763,1464813.8117170972,1420869.3973655843,3840437.904169936,3620377.4961144794,3861613.0910031083,3640282.902900309,244135.63528618286,236811.56622759736
93,23112151.65981338,22144622.786874846,23240902.63334376,22265646.815945942,16935225.993213423,5209396.793661425,17056250.444982704,5209396.370963243,1544308.3479853577,1497979.0975457968,0.0,0.0,0.0,0.0,0.0,0.0
94,23293132.541487414,22316371.52991594,23424519.4585511,22439873.869793173,17066515.356367398,5249856.17354854,17190018.120071482,5249855.749721693,1639278.6087748825,1590100.2505116358,3875142.1586262835,3653631.8260455094,3897039.736618702,3674216.2804474956,273213.10146248044,265016.70841860597
95,23464421.247713838,22479721.413008504,23597600.57287712,22604908.61649936,17147018.25429324,5332703.158715261,17272205.881610945,5332702.734888414,1732263.7293055528,1680295.817426386,0.0,0.0,0.0,0.0,0.0,0.0
96,23579109.230124194,22588650.682542436,23712723.435026076,22714248.714504007,17208459.41586458,5380191.266677854,17334057.871652998,5380190.842851006,1852114.9377663273,1796551.4896333371,3922323.7629363653,3698760.6831617923,3944592.9175394815,3719694.4195778333,308685.82296105457,299425.2482722228
97,23695945.80312428,22699981.70680846,23828539.97192392,22824620.90513326,17284103.846026592,5415877.860781868,17408743.458499767,5415877.44663349,1940303.2898717823,1882094.1911756287,0.0,0.0,0.0,0.0,0.0,0.0
98,23782343.80613543,22781366.441155702,23916345.680554442,22907328.88276272,17328790.520927556,5452575.92022815,17454753.376682945,5452575.506079772,1978536.2019981702,1919180.1159382253,3955916.746002862,3730859.486767316,3978250.5122452406,3751853.958175744,329756.0336663617,319863.35265637084
99,23876971.872722458,22871081.002398875,24013110.07569287,22999051.592637796,17385807.33750516,5485273.66489372,17513778.34856648,5485273.24407132,2052954.1147586105,1991365.491315852,0.0,0.0,0.0,0.0,0.0,0.0
100,24000444.606994778,22988027.866336793,24137791.70311453,23117134.572963785,17476611.45714906,5511416.40918773,17605718.574338116,5511415.998625668,2145826.770162626,2081451.9670577478,3991946.284047245,3765320.8527022526,4014837.544087492,3786839.3682417753,357637.7950271044,346908.6611762913
101,24076374.5075944,23060647.5530975,24213742.83754887,23189773.89367731,17439635.81955367,5621011.733543833,17568762.57161703,5621011.322060279,2228080.6252360134,2161238.206478933,0.0,0.0,0.0,0.0,0.0,0.0
102,24249939.962201543,23225134.79218665,24387411.392688006,23354358.04729694,17544375.608375736,5680759.183810917,17673599.278203703,5680758.76909323,2276474.630782227,2208180.3918587603,4033075.2858806807,3804507.764017815,4055987.2105456246,3826045.7043048795,379412.4384637046,368030.0653097934
103,24377052.940839548,23345260.79379566,24517220.86845269,23477018.81020508,17638737.348444387,5706523.445351281,17770495.779423468,5706523.030781606,2354386.8088731403,2283755.204606946,0.0,0.0,0.0,0.0,0.0,0.0
104,24443745.167439714,23409001.13452559,24582523.917604752,23539453.324133772,17683778.481278293,5725222.653247293,17814231.08545616,5725222.238677618,2436923.1344971936,2363815.440462278,4065083.172464443,3835158.1482840586,4088212.9933169587,3856900.910963173,406153.85574953235,393969.2400770464
105,24582191.02880285,23540697.168573055,24721894.982492372,23672019.04928765,17787803.66942082,5752893.499152231,17919125.971385315,5752893.077902336,2519891.012351434,2444294.281980891,0.0,0.0,0.0,0.0,0.0,0.0
106,24700824.76038941,23653321.08370264,24839650.325840496,23783817.27957958,17825923.797925707,5827397.28577693,17956420.41301231,5827396.866567269,2608848.3120670384,2530582.862705027,4107625.1983976425,3875818.0561642363,4130762.8217800786,3897568.1532042534,434808.052011173,421763.8104508378
107,24778501.935305666,23727723.231512953,24918152.746614717,23858995.158417206,17881750.453477394,5845972.778035554,18013022.82766563,5845972.330751578,2675736.292277754,2595464.2035094216,0.0,0.0,0.0,0.0,0.0,0.0
108,24841425.73426513,23786775.032849856,24981660.251606777,23918595.643483516,17927978.37684946,5858796.656000394,18059799.432867266,5858796.210616247,2754001.558557001,2671381.511800291,4130765.6063171388,3898054.407095403,4154138.05501105,3920025.239924696,459000.25975950016,445230.25196671515
109,24925138.592225242,23866258.06952742,25066088.01405265,23998750.690356806,17983354.735488046,5882903.334039371,18115847.819074463,5882902.871282343,2854581.998338939,2768944.53838877,0.0,0.0,0.0,0.0,0.0,0.0
110,25012930.43929332,23949776.86447857,25153198.70221194,24081629.24399188,18028141.562664833,5921635.301813737,18159994.415439907,5921634.82855198,2941679.7002626522,2853429.309254773,4159038.3262622706,3925485.688980932,4182416.407736263,3947462.343859324,490279.9500437754,475571.5515424621
111,25089075.62295792,24021792.888134267,25229379.273365352,24153678.531887073,18067504.18207724,5954288.7060570335,18199390.296035003,5954288.235852076,3019123.7095705154,2928549.9982834,0.0,0.0,0.0,0.0,0.0,0.0
112,25176615.920112073,24105303.951765288,25317616.852916416,24237845.04097119,18086839.95854712,6018463.993218168,18219381.517957978,6018463.523013209,3106930.2033389583,3013722.297238789,4185876.2315919013,3951325.8167633065,4209376.424713516,3973418.438438571,517821.700556493,502287.0495397982
113,25355723.61596803,24275346.708420336,25497175.174299575,24408310.789025504,18223610.102125324,6051736.606295016,18356574.67013217,6051736.118893331,3167331.8227565805,3072311.868073883,0.0,0.0,0.0,0.0,0.0,0.0
114,25448776.617976137,24363688.606317174,25589889.02821187,24496333.887831442,18277093.54073996,6086595.065577213,18409739.312527534,6086594.575303911,3272253.939520993,3174086.321335362,4230931.532150916,3994233.3063166756,4254450.19908607,4016343.2934090463,545375.656586832,529014.3868892271
115,25423092.197063632,24339673.79868399,25561616.251011766,24469886.02526377,18201273.350223,6138400.448460986,18331486.069788277,6138399.955475492,3338799.2934156214,3238635.3146131523,0.0,0.0,0.0,0.0,0.0,0.0
116,25470959.011713482,24384885.54801143,25609846.919118624,24515439.053555474,18254081.333010126,6130804.215001311,18384635.30507718,6130803.7484782925,3390737.258185481,3289015.1404399164,4234554.316461531,3998227.7661869396,4257702.101132459,4019989.990464773,565122.8763642468,548169.1900733195
117,25619880.147900756,24526246.347978126,25758770.71812457,24656802.437265884,18357072.362581413,6169173.985396714,18487628.92506621,6169173.512199672,3469392.229205926,3365310.4623297476,0.0,0.0,0.0,0.0,0.0,0.0
118,25737909.359621868,24639322.69734086,25877444.177819204,24770484.379811928,18445065.798818793,6194256.898522064,18576227.90745879,6194256.472353138,3549867.5659973356,3443371.539017415,4278830.604228272,4040488.2264691535,4302086.221687681,4062351.813547828,591644.5943328892,573895.2565029026
119,25788203.43717957,24687657.2193006,25927379.356580537,24818481.536903087,18463568.31609881,6224088.9032018,18594393.059870217,6224088.477032874,3649506.4372770507,3540021.244158739,0.0,0.0,0.0,0.0,0.0,0.0
120,25900511.995495036,24794645.81227984,26040024.532067887,24925786.550437696,18525162.73565115,6269483.076628686,18656303.899977937,6269482.65045976,3729913.771898855,3618016.35874189,4305658.836296194,4066461.098100067,4328910.740224891,4088321.194531041,621652.2953164759,603002.7264569815
121,26039185.210703555,24926844.523179404,26178568.120194487,25057863.411880266,18641848.24753914,6284996.275640268,18772867.56240892,6284995.849471344,3826333.0019945786,3711543.0119347414,0.0,0.0,0.0,0.0,0.0,0.0
122,26025207.616267003,24912840.227098964,26162916.66303552,25042285.555443633,18599467.84563513,6313372.381463838,18728913.600148723,6313371.95529491,3853107.5485425224,3737514.322086246,4326199.754401713,4086267.1364730736,4349151.053753604,4107844.664601849,642184.5914237536,622919.053681041
123,26090456.438496243,24975296.71632378,26228968.581565842,25105497.134469286,18644396.11156444,6330900.604759345,18774596.95587886,6330900.17859042,3939598.461875914,3821410.5080196364,0.0,0.0,0.0,0.0,0.0,0.0
124,26191112.078670043,25071861.2922284,26329949.481716085,25202367.454751752,18708050.507803682,6363810.784424718,18838557.096495964,6363810.3582557915,4037443.122065281,3916319.8284033225,4353679.714720518,4112985.5998240155,4376819.105238843,4134741.124204961,672907.18701088,652719.9714005537
125,26325005.094086297,25199301.603781268,26463186.128059365,25329190.969684727,18801495.251401618,6397806.352379656,18931385.043473996,6397805.926210729,4102000.720232994,3978940.6986260037,0.0,0.0,0.0,0.0,0.0,0.0
126,26476131.96574196,25341974.565250374,26613980.746242963,25471548.57907682,18940506.618368037,6401467.946882334,19070081.05836341,6401467.520713408,4147109.6978936736,4022696.4069568636,4400951.869634703,4157805.1217588214,4423925.985561377,4179405.4636485376,691184.9496489456,670449.4011594771
127,26502702.15611091,25367578.187901307,26638999.442896098,25495693.797634896,18965315.320410885,6402262.867490423,19093431.357709218,6402262.439925684,4232363.494833866,4105392.5899888496,0.0,0.0,0.0,0.0,0.0,0.0
128,26571683.040329132,25433102.99586592,26707509.044776317,25560775.599945106,18999033.631118093,6434069.364747823,19126706.68383902,6434068.916106086,4294054.540005921,4165232.903805745,4416808.641790517,4173283.1838583667,4439445.62832938,4194566.624079396,715675.7566676534,694205.4839676239
129,26732247.36342809,25586712.715167273,26867357.191737793,25713712.113677233,19145355.50323848,6441357.211928792,19272355.35181088,6441356.76186636,4395131.918719589,4263277.961158001,0.0,0.0,0.0,0.0,0.0,0.0
130,26818499.925529268,25669125.259832643,26953422.197521094,25795948.35537558,19204089.462011956,6465035.7978206845,19330913.00761733,6465035.347758252,4496245.913986119,4361358.536566537,4457656.008757315,4212432.273928324,4480142.373215283,4233574.173339498,749374.3189976866,726893.0894277561
131,26828722.022278894,25678887.79303265,26962739.975936674,25804860.829582203,19199919.544254392,6478968.248778254,19325893.03086639,6478967.7987158215,4574445.793563824,4437212.41975691,0.0,0.0,0.0,0.0,0.0,0.0
132,26878614.91319739,25725925.27574272,27010980.054486968,25850344.716324314,19243412.448718138,6482512.827024583,19367832.340164654,6482512.376159659,4655159.137948852,4515504.363810386,4467503.989257918,4222321.899062326,4489564.173758198,4243063.189252246,775859.8563248084,752584.0606350643
133,27012195.207407206,25853493.572314505,27143993.64636219,25977380.31270158,19353447.35405604,6500046.218258464,19477334.495294522,6500045.817407059,4755208.637714257,4612552.378582831,0.0,0.0,0.0,0.0,0.0,0.0
134,27124760.25168503,25961603.092825197,27251131.79743653,26080388.126709327,19374549.031428326,6587054.061396874,19493334.466163855,6587053.660545468,4853803.937237342,4708189.819120222,4508306.435988607,4261642.196078994,4529367.612209194,4281445.095630712,808967.3228728904,784698.3031867036
135,27385049.304768335,26209855.738299586,27509887.515509784,26327199.43810871,19611684.320561454,6598171.417738134,19729028.399150074,6598171.038958634,4957517.707757234,4808792.176524517,0.0,0.0,0.0,0.0,0.0,0.0
136,27345452.774236962,26172968.973811537,27468749.715030935,26288863.88012495,19621773.198955882,6551195.774855656,19737668.48466932,6551195.395455629,5053283.070837526,4901684.578712398,4545192.154980436,4297301.983769982,4565740.897234587,4316623.060613631,842213.8451395875,816947.4297853998
137,27577947.89956709,26394851.857966576,27700434.93628882,26509985.454452086,19811773.79850755,6583078.059459025,19926907.775489673,6583077.678962412,5158009.0274973065,5003268.756672388,0.0,0.0,0.0,0.0,0.0,0.0
138,27761648.14634725,26570735.74020733,27881757.010234173,26683633.855342265,19947519.249197103,6623216.491010219,20060417.72624824,6623216.129094032,5263668.706255128,5105758.645067474,4614449.9501443645,4363547.4517489225,4634467.346444885,4382369.0635873685,877278.1177091879,850959.7741779123
139,27832810.64820758,26639496.107474674,27949987.525407083,26749638.155123442,19988119.607645955,6651376.499828723,20098262.017210916,6651376.137912535,5361319.8218079265,5200480.227153689,0.0,0.0,0.0,0.0,0.0,0.0
140,27927390.714438364,26730785.189903874,28044290.970774356,26840667.213940945,20058094.470960766,6672690.718943107,20167976.856914025,6672690.357026921,5498626.664112695,5333667.864189313,4642037.546886222,4390518.382199723,4661520.175261591,4408837.318628298,916437.7773521157,888944.6440315524
141,28038033.38753523,26837512.347496286,28154597.357438136,26947078.262286253,20141349.686777927,6696162.660718358,20250915.964486845,6696162.297799415,5594771.270061937,5426928.131960079,0.0,0.0,0.0,0.0,0.0,0.0
142,28112103.31249297,26907326.949955612,28227421.447148718,27015722.376278657,20130516.769370213,6776810.1805853965,20238912.541455463,6776809.834823188,5648519.138730516,5479063.564568599,4672759.387777577,4420073.735376614,4691978.434997975,4438143.72367141,941419.8564550858,913177.260761433
143,28197053.260272652,26988759.3839317,28312110.356996037,27096909.49294392,20214374.67848654,6774384.705445157,20322525.13639431,6774384.356549609,5707265.166865061,5536047.211859109,0.0,0.0,0.0,0.0,0.0,0.0
144,28224749.992697336,27015677.10885443,28338641.92427866,27122731.96263312,20249724.929119848,6765952.179734582,20356780.12329964,6765951.839333484,5796844.947979358,5622939.5995399775,4691624.036719567,4438513.647564337,4710605.393772527,4456360.258591282,966140.8246632261,937156.5999233294
145,28296698.367086727,27083979.096680664,28409596.49751033,27190099.8127915,20286092.677964233,6797886.418716434,20392213.734061945,6797886.078729558,5883100.469187193,5706607.455111577,0.0,0.0,0.0,0.0,0.0,0.0
146,28436794.24557127,27217541.671843994,28548642.730767027,27322676.80394305,20384189.822288774,6833351.849555225,20489325.2943747,6833351.5095683485,5955248.1556700505,5776590.71099995,4726761.595271894,4472202.750376828,4745402.575637235,4489729.571579769,992541.3592783415,962765.1184999915
147,28564353.391325332,27340022.243027512,28674724.841285188,27443768.96200481,20486315.66296332,6853706.580064186,20590062.71150954,6853706.250495273,6057222.639928891,5875505.960731026,0.0,0.0,0.0,0.0,0.0,0.0
148,28651329.31776884,27422651.856940687,28760453.024785727,27525225.697998237,20560087.072580274,6862564.784360419,20662661.243206725,6862564.454791504,6132702.432722395,5948721.359740723,4762410.86685086,4506515.717719764,4780597.717598913,4523615.400837164,1022117.072120399,991453.5599567872
149,28778165.440893482,27543307.86681491,28886300.848696586,27644952.706611488,20667014.189322077,6876293.677492838,20768659.358687572,6876293.347923923,6197150.181231515,6011235.67579457,0.0,0.0,0.0,0.0,0.0,0.0
150,28931898.055541173,27690220.544064347,29038902.443453193,27790802.225163307,20768012.27576911,6922208.268295229,20868594.288092718,6922207.93707059,6303097.561476125,6114004.634631841,4808904.221463637,4550944.727247987,4826737.852360878,4567712.548826524,1050516.260246021,1019000.7724386402
151,28959173.712837968,27717285.13507145,29063072.45009405,27814947.504553836,20795559.934589684,6921725.200481767,20893222.63772228,6921724.866831556,6369540.912116347,6178454.684752857,0.0,0.0,0.0,0.0,0.0,0.0
152,28977917.965950303,27735218.701546878,29080971.38843076,27832086.47514017,20818914.387510765,6916304.314036112,20915782.494754273,6916303.9803859,6410928.078725182,6218600.236363427,4816784.131200207,4558896.171953403,4833959.2678588545,4575046.99028225,1068488.0131208638,1036433.3727272378
